ProvisionalIdentityKey,CanonicalMatchKey,LookupMatchKey,DisplayWord,ThirdPartyTargetSense,SourceMatchKeys,SourceOccurrenceCount,LearnerAdmitted,KloseCandidateClass,KloseCandidateCount,KloseCandidateNoteIDs,KloseCandidateSenses,PremergeStatus,MergeAuthorized
candidate:sandcastle,sandcastle,sandcastle,sandcastle,沙堡；沙塔,sandcastle,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sandwich,sandwich,sandwich,sandwich,三明治,sandwich,12,yes,exact-single,1,KV000780,三明治,pending-sense-confirmation,no
candidate:sang,sang,sang,sang,唱了；唱歌了（sing 的过去式）,sang,3,no,no-existing-match,0,,,pending-new-identity-review,no
candidate:santa,santa,santa,Santa,圣诞老人,santa,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:santa claus,santa claus,santa claus,Santa Claus,圣诞老人,santa claus,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:saturday,saturday,saturday,Saturday,星期六,saturday,21,yes,exact-single,1,KV000206,星期六,pending-sense-confirmation,no
candidate:sausage,sausage,sausage,sausage,香肠,sausage,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:save#conserve,save#conserve,save,save,节省；节约,save,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:save#rescue,save#rescue,save,save,救；挽救,save,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:saw#see-past,saw#see-past,saw,saw,看见；看到（see 的过去式）,saw,10,no,no-existing-match,0,,,pending-new-identity-review,no
candidate:saw#tool,saw#tool,saw,saw,锯子,saw,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:say,say,say,say,说；讲,said|say,24,yes,exact-single,1,KV000623,说；讲,pending-sense-confirmation,no
candidate:say to oneself,say to oneself,say to oneself,say to oneself,心里想；自言自语地说,say to oneself,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:saying,saying,saying,saying,谚语；说法,saying,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:scared,scared,scared,scared,害怕的；受惊的,scared,7,yes,exact-single,1,KV000728,害怕的,pending-sense-confirmation,no
candidate:scarf,scarf,scarf,scarf,围巾,scarf,7,yes,exact-single,1,KV000766,围巾,pending-sense-confirmation,no
candidate:scary,scary,scary,scary,可怕的；吓人的,scary,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:scene,scene,scene,scene,场景；场面,scene,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:schedule,schedule,schedule,schedule,日程；时间表,schedule,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:school,school,school,school,学校,school,24,yes,exact-single,1,KV000129,学校,pending-sense-confirmation,no
candidate:school bag,school bag,school bag,school bag,书包,school bag,2,yes,orthographic-single,1,KV000004,书包,pending-orthographic-review,no
candidate:school gate,school gate,school gate,school gate,校门,school gate,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:school uniform,school uniform,school uniform,school uniform,校服,school uniform,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:schoolbag,schoolbag,schoolbag,schoolbag,书包,schoolbag,17,yes,exact-single,1,KV000004,书包,pending-sense-confirmation,no
candidate:science,science,science,science,科学；科学学科,science,18,yes,exact-single,1,KV000284,科学；科学课,pending-sense-confirmation,no
candidate:science fiction,science fiction,science fiction,science fiction,科幻作品；科幻小说,science fiction,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:science museum,science museum,science museum,science museum,科学馆,science museum,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:scientist,scientist,scientist,scientist,科学家,scientist,6,yes,exact-single,1,KV000742,科学家,pending-sense-confirmation,no
candidate:scissors,scissors,scissors,scissors,剪刀,scissors,5,yes,exact-single,1,KV000400,剪刀,pending-sense-confirmation,no
candidate:score,score,score,score,得分；分数,score,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:scotland,scotland,scotland,Scotland,苏格兰,scotland,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:screen,screen,screen,screen,屏幕,screen,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sea,sea,sea,sea,海；海洋,sea,12,yes,exact-single,1,KV000477,海,pending-sense-confirmation,no
candidate:sea horse,sea horse,sea horse,sea horse,海马,sea horse,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seafood,seafood,seafood,seafood,海鲜,seafood,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seal,seal,seal,seal,海豹,seal,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:search,search,search,search,搜索；查找,search,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seaside,seaside,seaside,seaside,海边；海滨,seaside,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:season,season,season,season,季节,season,16,yes,exact-single,1,KV000178,季节,pending-sense-confirmation,no
candidate:seasonal,seasonal,seasonal,seasonal,季节性的；随季节变化的,seasonal,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seat,seat,seat,seat,座位,seat,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seattle,seattle,seattle,Seattle,西雅图,seattle,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:second,second,second,second,第二；第二个,second,17,yes,exact-single,1,KV000296,第二,pending-sense-confirmation,no
candidate:second floor,second floor,second floor,second floor,二楼,second floor,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:secret,secret,secret,secret,秘密；秘密的,secret,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:secretary,secretary,secretary,secretary,秘书,secretary,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:section,section,section,section,部分；区域,section,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:see,see,see,see,看见；看到,see,26,yes,exact-single,1,KV001051,（过去式 saw）看见,pending-sense-confirmation,no
candidate:see a doctor,see a doctor,see a doctor,see a doctor,看医生；就医,see a doctor,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:see a film,see a film,see a film,see a film,看电影,see a film,5,yes,exact-single,1,KV000464,看电影,pending-sense-confirmation,no
candidate:see the world,see the world,see the world,see the world,看看世界；见世面,see the world,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seed,seed,seed,seed,种子,seed,5,yes,exact-single,1,KV000950,种子；籽,pending-sense-confirmation,no
candidate:seek,seek,seek,seek,寻找；寻求,seek,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seesaw,seesaw,seesaw,seesaw,跷跷板,seesaw,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seldom,seldom,seldom,seldom,很少；不常,seldom,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sell,sell,sell,sell,卖；出售,sell|sold,8,yes,exact-single,1,KV001109,出售；售卖,pending-sense-confirmation,no
candidate:send,send,send,send,发送；寄送,send|sent,15,yes,exact-single,1,KV000452,发送；寄,pending-sense-confirmation,no
candidate:send a short message,send a short message,send a short message,send a short message,发短消息,send a short message,1,yes,exact-single,1,KV000620,发送短信,pending-sense-confirmation,no
candidate:send an email,send an email,send an email,send an email,发电子邮件,send an email,1,yes,exact-single,1,KV000617,发送电子邮件,pending-sense-confirmation,no
candidate:sentence,sentence,sentence,sentence,句子,sentence,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:september,september,september,September,九月,sept.|september,19,yes,exact-single,1,KV000274,九月,pending-sense-confirmation,no
candidate:serious,serious,serious,serious,严肃的；认真的,serious,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seven,seven,seven,seven,七,seven,22,yes,exact-single,1,KV000031,七；七个,pending-sense-confirmation,no
candidate:seventeen,seventeen,seventeen,seventeen,十七,seventeen,14,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seventeenth,seventeenth,seventeenth,seventeenth,第十七,seventeenth,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seventh,seventh,seventh,seventh,第七,seventh,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:seventy,seventy,seventy,seventy,七十,seventy,12,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:several,several,several,several,几个；数个,several,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shadow,shadow,shadow,shadow,影子；阴影,shadow,3,yes,exact-single,1,KV001165,阴影；影子,pending-sense-confirmation,no
candidate:shake,shake,shake,shake,摇动；摇晃,shake,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shall,shall,shall,shall,shall 情态动词（用于将来/提议等）,shall,12,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shanghai museum,shanghai museum,shanghai museum,Shanghai Museum,上海博物馆,shanghai museum,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shape,shape,shape,shape,形状,shape,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:share,share,share,share,分享；共享,share,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shark,shark,shark,shark,鲨鱼,shark,2,yes,exact-single,1,KV000716,鲨鱼,pending-sense-confirmation,no
candidate:sharp,sharp,sharp,sharp,尖的；锋利的,sharp,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:she,she,she,she,她,she,19,yes,exact-single,1,KV000107,她,pending-sense-confirmation,no
candidate:sheep,sheep,sheep,sheep,绵羊；羊,sheep,17,yes,exact-single,1,KV000548,绵羊；羊,pending-sense-confirmation,no
candidate:shelf,shelf,shelf,shelf,架子；搁板,shelf,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shell,shell,shell,shell,贝壳；壳,shell,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shelter,shelter,shelter,shelter,避难所；庇护处,shelter,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sheriff,sheriff,sheriff,sheriff,治安官,sheriff,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sherwood forest,sherwood forest,sherwood forest,Sherwood Forest,舍伍德森林,sherwood forest,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shine,shine,shine,shine,发光；照耀,shine,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:ship,ship,ship,ship,船,ship,17,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shirt,shirt,shirt,shirt,衬衫,shirt,22,yes,exact-single,1,KV000092,衬衫,pending-sense-confirmation,no
candidate:shirt pocket,shirt pocket,shirt pocket,shirt pocket,衬衫口袋,shirt pocket,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shock,shock,shock,shock,震惊；惊讶,shock,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shoe,shoe,shoe,shoe,鞋,shoe|shoes,21,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shop,shop,shop,shop,商店；购物,shop,17,yes,exact-single,1,KV000411,商店；购物,pending-sense-confirmation,no
candidate:shop assistant,shop assistant,shop assistant,shop assistant,店员；售货员,shop assistant,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shopping,shopping,shopping,shopping,购物；买东西,shopping,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shopping bag,shopping bag,shopping bag,shopping bag,购物袋,shopping bag,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shopping centre,shopping centre,shopping centre,shopping centre,购物中心,shopping centre,3,yes,exact-single,1,KV000799,购物中心,pending-sense-confirmation,no
candidate:shopping list,shopping list,shopping list,shopping list,购物清单,shopping list,2,yes,exact-single,1,KV000240,购物清单,pending-sense-confirmation,no
candidate:shopping mall,shopping mall,shopping mall,shopping mall,购物商场；购物中心,shopping mall,3,yes,exact-single,1,KV000800,购物中心；商场,pending-sense-confirmation,no
candidate:short,short,short,short,短的；矮的,short|shorter,30,yes,exact-single,1,KV000123,矮的；短的,pending-sense-confirmation,no
candidate:short cut,short cut,short cut,short cut,捷径；近路,short cut,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:short race,short race,short race,short race,短跑；短距离比赛,short race,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shortest,shortest,shortest,shortest,最短的,shortest,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shorts,shorts,shorts,shorts,短裤,shorts,22,yes,exact-single,1,KV000097,短裤,pending-sense-confirmation,no
candidate:shot,shot,shot,shot,射门,shot,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:should,should,should,should,应该；应当,should,15,yes,exact-single,1,KV000261,应该,pending-sense-confirmation,no
candidate:shoulder,shoulder,shoulder,shoulder,肩膀,shoulder,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:shout,shout,shout,shout,喊叫；大声喊,shout,9,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:show ... around,show ... around,show ... around,show ... around,带……参观；领……四处看看,show ... around,2,yes,exact-single,1,KV000772,带……参观,pending-sense-confirmation,no
candidate:shower,shower,shower,shower,淋浴；洗澡,shower,2,yes,exact-single,1,KV001148,淋浴,pending-sense-confirmation,no
candidate:shy,shy,shy,shy,害羞的；腼腆的,shy,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sick,sick,sick,sick,生病的；不舒服的,sick,9,yes,exact-single,1,KV000434,生病的,pending-sense-confirmation,no
candidate:side,side,side,side,边；侧面,side,1,yes,exact-single,1,KV001160,一面；一边,pending-sense-confirmation,no
candidate:sidewalk,sidewalk,sidewalk,sidewalk,人行道,sidewalk,1,yes,exact-single,1,KV000417,人行道,pending-sense-confirmation,no
candidate:sign,sign,sign,sign,标志；标牌；指示牌,sign,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:signature,signature,signature,signature,签名；署名,signature,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:silk,silk,silk,silk,丝绸；蚕丝,silk,2,yes,exact-single,1,KV000692,丝绸,pending-sense-confirmation,no
candidate:silly,silly,silly,silly,傻的；愚蠢的,silly,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:silver,silver,silver,silver,银；银色,silver,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:simple,simple,simple,simple,简单的,simple,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sing,sing,sing,sing,唱；唱歌,sing,21,yes,exact-single,1,KV001075,（过去式 sang）唱（歌）；演唱,pending-sense-confirmation,no
candidate:sing english songs,sing english songs,sing english songs,sing English songs,唱英文歌,sing english songs,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sing songs,sing songs,sing songs,sing songs,唱歌,sing songs,2,yes,exact-single,1,KV000306,唱歌,pending-sense-confirmation,no
candidate:singapore,singapore,singapore,Singapore,新加坡,singapore,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:singer,singer,singer,singer,歌手；歌唱家,singer,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:singing,singing,singing,singing,唱歌；歌唱活动,singing,1,yes,exact-single,1,KV000488,唱歌,pending-sense-confirmation,no
candidate:single-decker,single-decker,single-decker,single-decker,单层公共汽车,single-decker,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sink,sink,sink,sink,下沉；沉没,sink,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sir,sir,sir,sir,先生；老师,sir,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sister,sister,sister,sister,姐妹；姐姐；妹妹,sister,23,yes,exact-single,1,KV000102,姐妹；姐姐；妹妹,pending-sense-confirmation,no
candidate:sit,sit,sit,sit,坐；坐下,sat|sit,16,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sitting room,sitting room,sitting room,sitting room,起居室；客厅,sitting room,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:situation,situation,situation,situation,情况；处境,situation,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:six,six,six,six,六,six,21,yes,exact-single,1,KV000030,六；六个,pending-sense-confirmation,no
candidate:sixteen,sixteen,sixteen,sixteen,十六,sixteen,16,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sixth,sixth,sixth,sixth,第六,sixth,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sixty,sixty,sixty,sixty,六十,sixty,12,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:size,size,size,size,大小；尺寸,size,6,yes,exact-single,1,KV000878,尺码；号,pending-sense-confirmation,no
candidate:skate,skate,skate,skate,滑冰；溜冰,skate,9,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:skateboard,skateboard,skateboard,skateboard,滑板,skateboard,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:skateboarding,skateboarding,skateboarding,skateboarding,滑板运动,skateboarding,1,yes,exact-single,1,KV000487,滑板运动,pending-sense-confirmation,no
candidate:skating,skating,skating,skating,滑冰；溜冰,skating,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sketchbook,sketchbook,sketchbook,sketchbook,写生簿；素描本,sketchbook,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:ski,ski,ski,ski,滑雪,ski,9,yes,exact-single,1,KV000478,滑雪,pending-sense-confirmation,no
candidate:skid,skid,skid,skid,打滑；滑行,skid,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:skin,skin,skin,skin,皮肤；外皮,skin,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:skip,skip,skip,skip,跳；跳绳,skip,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:skipping rope,skipping rope,skipping rope,skipping rope,跳绳,skipping rope,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:skirt,skirt,skirt,skirt,裙子,skirt,22,yes,exact-single,1,KV000094,短裙；裙子,pending-sense-confirmation,no
candidate:sky,sky,sky,sky,天空,sky,15,yes,exact-single,1,KV001112,天；天空,pending-sense-confirmation,no
candidate:sled,sled,sled,sled,雪橇,sled,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sleep,sleep,sleep,sleep,睡觉；睡眠,sleep|sleeping|slept,24,yes,exact-single,1,KV000857,睡觉,pending-sense-confirmation,no
candidate:sleepy,sleepy,sleepy,sleepy,困倦的；想睡的,sleepy,3,yes,exact-single,1,KV000589,困倦的；想睡的,pending-sense-confirmation,no
candidate:sleeve,sleeve,sleeve,sleeve,袖子,sleeve,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slice,slice,slice,slice,薄片；切片,slice,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slide show,slide show,slide show,slide show,幻灯片放映,slide show,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slide#movement,slide#movement,slide,slide,滑动；滑行,slide,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slide#playground,slide#playground,slide,slide,滑梯,slide,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slight,slight,slight,slight,轻微的,slight,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slightly,slightly,slightly,slightly,稍微；轻微地,slightly,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slim,slim,slim,slim,苗条的；修长的,slim,2,yes,exact-single,1,KV000535,苗条的,pending-sense-confirmation,no
candidate:slip,slip,slip,slip,滑倒；滑跤,slip,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slippery,slippery,slippery,slippery,滑的；易滑的,slippery,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slogan,slogan,slogan,slogan,口号；标语,slogan,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slow,slow,slow,slow,慢的；缓慢的,slow,14,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slow down,slow down,slow down,slow down,减速；慢下来,slow down,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:slowly,slowly,slowly,slowly,慢慢地；缓慢地,slowly,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:small,small,small,small,小的；小,small|smaller,26,yes,exact-single,1,KV000249,小的,pending-sense-confirmation,no
candidate:smallest,smallest,smallest,smallest,最小的,smallest,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:smart,smart,smart,smart,聪明的；机灵的,smart|smarter,6,yes,exact-single,1,KV000727,聪明的；机灵的,pending-sense-confirmation,no
candidate:smell,smell,smell,smell,闻；气味,smell,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:smile,smile,smile,smile,微笑；笑容,smile,10,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:smoke,smoke,smoke,smoke,烟；冒烟,smoke,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:smoking,smoking,smoking,smoking,吸烟；抽烟,smoking,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:smooth,smooth,smooth,smooth,光滑的；平滑的,smooth,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:snack,snack,snack,snack,小吃；点心,snack,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:snack bar,snack bar,snack bar,snack bar,小吃店；快餐店,snack bar,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:snail,snail,snail,snail,蜗牛,snail,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:snake,snake,snake,snake,蛇,snake,8,yes,exact-single,1,KV000247,蛇,pending-sense-confirmation,no
candidate:snap,snap,snap,snap,啪地折断；发出啪的一声,snap,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:snorkel,snorkel,snorkel,snorkel,通气管；用通气管潜泳,snorkel,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:snorkelling,snorkelling,snorkelling,snorkelling,浮潜,snorkelling,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:snow,snow,snow,snow,雪；下雪,snow,15,yes,exact-single,1,KV000392,雪,pending-sense-confirmation,no
candidate:snowman,snowman,snowman,snowman,雪人,snowman,7,yes,exact-single,1,KV000833,雪人,pending-sense-confirmation,no
candidate:snowy,snowy,snowy,snowy,下雪的；多雪的,snowy,10,yes,exact-single,1,KV000162,下雪的；多雪的,pending-sense-confirmation,no
candidate:so,so,so,so,这么；那么（表示程度）,so,22,yes,exact-single,1,KV000372,所以；因此,pending-sense-confirmation,no
candidate:so much,so much,so much,so much,这么多；如此多,so much,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:soap,soap,soap,soap,肥皂,soap,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:soccer,soccer,soccer,soccer,足球,soccer,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sock,sock,sock,sock,短袜；袜子,sock|socks,20,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sofa,sofa,sofa,sofa,沙发,sofa,10,yes,exact-single,1,KV000343,沙发,pending-sense-confirmation,no
candidate:soft,soft,soft,soft,软的；柔软的,soft,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:soft toy,soft toy,soft toy,soft toy,软体玩具,soft toy,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:softly,softly,softly,softly,轻轻地；柔和地,softly,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:soil,soil,soil,soil,土壤；泥土,soil,1,yes,exact-single,1,KV001122,土壤,pending-sense-confirmation,no
candidate:soldier,soldier,soldier,soldier,士兵；军人,soldier,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:some,some,some,some,一些；有些,some,18,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:some time,some time,some time,some time,一段时间,some time,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:someday,someday,someday,someday,"有一天,有朝一日",someday,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:someone,someone,someone,someone,某人；有人,someone,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:something,something,something,something,某事；某物,something,12,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sometime,sometime,sometime,sometime,在某一时候；改天,sometime,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sometimes,sometimes,sometimes,sometimes,有时；有时候,sometimes,21,yes,exact-single,1,KV000530,有时,pending-sense-confirmation,no
candidate:somewhere,somewhere,somewhere,somewhere,某处；某个地方,somewhere,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:son,son,son,son,儿子,son,7,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:song,song,song,song,歌曲；歌,song,13,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:soon,soon,soon,soon,很快；不久,soon,13,yes,exact-single,1,KV000264,很快；不久,pending-sense-confirmation,no
candidate:sore,sore,sore,sore,疼痛的；痛的,sore,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sorrow,sorrow,sorrow,sorrow,悲伤；悲痛,sorrow,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sorry,sorry,sorry,sorry,对不起；抱歉,sorry,18,yes,exact-single,1,KV000076,对不起；抱歉,pending-sense-confirmation,no
candidate:soup,soup,soup,soup,汤,soup,19,yes,exact-single,1,KV000675,汤,pending-sense-confirmation,no
candidate:sour,sour,sour,sour,酸的；酸味的,sour,6,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:south,south,south,south,南；南方；南部,south,9,yes,exact-single,1,KV000683,南；南方,pending-sense-confirmation,no
candidate:south africa,south africa,south africa,South Africa,南非,south africa,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:south china tiger,south china tiger,south china tiger,South China Tiger,华南虎,south china tiger,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:south pole,south pole,south pole,South Pole,南极,south pole,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:south-east,south-east,south-east,south-east,东南；东南方,south-east|southeast,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:south-west,south-west,south-west,south-west,西南；西南方,south-west|southwest,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:soya milk,soya milk,soya milk,soya milk,豆浆,soya milk,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:space,space,space,space,太空；空间,space,8,yes,exact-single,1,KV001116,太空；空间,pending-sense-confirmation,no
candidate:spacecraft,spacecraft,spacecraft,spacecraft,航天器；宇宙飞船,spacecraft,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spaceship,spaceship,spaceship,spaceship,[航] 宇宙飞船,spaceship,7,yes,exact-single,1,KV001127,宇宙飞船,pending-sense-confirmation,no
candidate:spaghetti,spaghetti,spaghetti,spaghetti,意大利面；细面条,spaghetti,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spain,spain,spain,Spain,西班牙,spain,1,yes,exact-single,1,KV000980,西班牙,pending-sense-confirmation,no
candidate:spanish,spanish,spanish,Spanish,西班牙的；西班牙人；西班牙语,spanish,1,yes,exact-single,1,KV001045,西班牙的,pending-sense-confirmation,no
candidate:speak,speak,speak,speak,说；讲；讲某种语言,speak|spoke,21,yes,exact-multiple,2,KV000705|KV000901,说；讲（某种语言）|说话；发言,pending-multi-candidate-review,no
candidate:speak english,speak english,speak english,speak English,说英语；讲英语,speak english,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:special,special,special,special,特别的；特殊的,special,9,yes,exact-single,1,KV000616,特别的；特殊的,pending-sense-confirmation,no
candidate:speech,speech,speech,speech,演讲,speech,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spell,spell,spell,spell,拼写,spell,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spend,spend,spend,spend,花费；度过,spend|spent,8,yes,exact-single,1,KV000720,花费；度过,pending-sense-confirmation,no
candidate:spicy,spicy,spicy,spicy,辣的；辛辣的,spicy,3,yes,exact-single,1,KV000691,辣的；辛辣的,pending-sense-confirmation,no
