NoteID,ProvisionalIdentityKeys,StageBActions,CanonicalWord,MatchKey,SenseLabel,ThirdPartyIdentityCount,SourceOccurrenceCount,DistinctSourceIDs,ExistingLearnerPresentation,ExistingPresentationStatus,PresentationAction
KV002506,candidate:same,new-stable-identity,same,same,相同的；一样的,1,9,8,no,,create-content-candidate
KV002507,candidate:san francisco,new-stable-identity,San Francisco,san francisco,旧金山；圣弗朗西斯科,1,1,1,no,,create-content-candidate
KV002508,candidate:sand,new-stable-identity,sand,sand,沙；沙子,1,2,2,no,,create-content-candidate
KV002509,candidate:sand castle,new-stable-identity,sand castle,sand castle,沙堡,1,1,1,no,,create-content-candidate
KV002510,candidate:sandals,new-stable-identity,sandals,sandals,凉鞋,1,1,1,no,,create-content-candidate
KV002511,candidate:sandcastle,new-stable-identity,sandcastle,sandcastle,沙堡；沙塔,1,1,1,no,,create-content-candidate
KV002512,candidate:santa,new-stable-identity,Santa,santa,圣诞老人,1,1,1,no,,create-content-candidate
KV002513,candidate:santa claus,new-stable-identity,Santa Claus,santa claus,圣诞老人,1,1,1,no,,create-content-candidate
KV002514,candidate:sausage,new-stable-identity,sausage,sausage,香肠,1,2,2,no,,create-content-candidate
KV002515,candidate:save#conserve,new-stable-identity,save,save,节省；节约,1,3,3,no,,create-content-candidate
KV002516,candidate:save#rescue,new-stable-identity,save,save,救；挽救,1,3,3,no,,create-content-candidate
KV002517,candidate:saw#tool,new-stable-identity,saw,saw,锯子,1,1,1,no,,create-content-candidate
KV002518,candidate:say to oneself,new-stable-identity,say to oneself,say to oneself,心里想；自言自语地说,1,1,1,no,,create-content-candidate
KV002519,candidate:saying,new-stable-identity,saying,saying,谚语；说法,1,1,1,no,,create-content-candidate
KV002520,candidate:scary,new-stable-identity,scary,scary,可怕的；吓人的,1,2,2,no,,create-content-candidate
KV002521,candidate:scene,new-stable-identity,scene,scene,场景；场面,1,1,1,no,,create-content-candidate
KV002522,candidate:schedule,new-stable-identity,schedule,schedule,日程；时间表,1,1,1,no,,create-content-candidate
KV002523,candidate:school gate,new-stable-identity,school gate,school gate,校门,1,2,2,no,,create-content-candidate
KV002524,candidate:school uniform,new-stable-identity,school uniform,school uniform,校服,1,1,1,no,,create-content-candidate
KV002525,candidate:science fiction,new-stable-identity,science fiction,science fiction,科幻作品；科幻小说,1,1,1,no,,create-content-candidate
KV002526,candidate:science museum,new-stable-identity,science museum,science museum,科学馆,1,2,2,no,,create-content-candidate
KV002527,candidate:score,new-stable-identity,score,score,得分；分数,1,2,2,no,,create-content-candidate
KV002528,candidate:scotland,new-stable-identity,Scotland,scotland,苏格兰,1,1,1,no,,create-content-candidate
KV002529,candidate:screen,new-stable-identity,screen,screen,屏幕,1,1,1,no,,create-content-candidate
KV002530,candidate:sea horse,new-stable-identity,sea horse,sea horse,海马,1,1,1,no,,create-content-candidate
KV002531,candidate:seafood,new-stable-identity,seafood,seafood,海鲜,1,2,2,no,,create-content-candidate
KV002532,candidate:seal,new-stable-identity,seal,seal,海豹,1,2,2,no,,create-content-candidate
KV002533,candidate:search,new-stable-identity,search,search,搜索；查找,1,1,1,no,,create-content-candidate
KV002534,candidate:seaside,new-stable-identity,seaside,seaside,海边；海滨,1,1,1,no,,create-content-candidate
KV002535,candidate:seasonal,new-stable-identity,seasonal,seasonal,季节性的；随季节变化的,1,1,1,no,,create-content-candidate
KV002536,candidate:seat,new-stable-identity,seat,seat,座位,1,5,5,no,,create-content-candidate
KV002537,candidate:seattle,new-stable-identity,Seattle,seattle,西雅图,1,1,1,no,,create-content-candidate
KV002538,candidate:second floor,new-stable-identity,second floor,second floor,二楼,1,1,1,no,,create-content-candidate
KV002539,candidate:secret,new-stable-identity,secret,secret,秘密；秘密的,1,2,2,no,,create-content-candidate
KV002540,candidate:secretary,new-stable-identity,secretary,secretary,秘书,1,2,2,no,,create-content-candidate
KV002541,candidate:section,new-stable-identity,section,section,部分；区域,1,1,1,no,,create-content-candidate
KV002542,candidate:see a doctor,new-stable-identity,see a doctor,see a doctor,看医生；就医,1,2,2,no,,create-content-candidate
KV002543,candidate:see the world,new-stable-identity,see the world,see the world,看看世界；见世面,1,1,1,no,,create-content-candidate
KV002544,candidate:seek,new-stable-identity,seek,seek,寻找；寻求,1,1,1,no,,create-content-candidate
KV002545,candidate:seesaw,new-stable-identity,seesaw,seesaw,跷跷板,1,1,1,no,,create-content-candidate
KV002546,candidate:seldom,new-stable-identity,seldom,seldom,很少；不常,1,1,1,no,,create-content-candidate
KV002547,candidate:sentence,new-stable-identity,sentence,sentence,句子,1,1,1,no,,create-content-candidate
KV002548,candidate:serious,new-stable-identity,serious,serious,严肃的；认真的,1,2,2,no,,create-content-candidate
KV002549,candidate:seventeen,new-stable-identity,seventeen,seventeen,十七,1,14,14,no,,create-content-candidate
KV002550,candidate:seventeenth,new-stable-identity,seventeenth,seventeenth,第十七,1,1,1,no,,create-content-candidate
KV002551,candidate:seventh,new-stable-identity,seventh,seventh,第七,1,4,4,no,,create-content-candidate
KV002552,candidate:seventy,new-stable-identity,seventy,seventy,七十,1,12,12,no,,create-content-candidate
KV002553,candidate:several,new-stable-identity,several,several,几个；数个,1,2,2,no,,create-content-candidate
KV002554,candidate:shake,new-stable-identity,shake,shake,摇动；摇晃,1,1,1,no,,create-content-candidate
KV002555,candidate:shall,new-stable-identity,shall,shall,shall 情态动词（用于将来/提议等）,1,12,12,no,,create-content-candidate
KV002556,candidate:shanghai museum,new-stable-identity,Shanghai Museum,shanghai museum,上海博物馆,1,1,1,no,,create-content-candidate
KV002557,candidate:shape,new-stable-identity,shape,shape,形状,1,3,3,no,,create-content-candidate
KV002558,candidate:share,new-stable-identity,share,share,分享；共享,1,3,3,no,,create-content-candidate
KV002559,candidate:sharp,new-stable-identity,sharp,sharp,尖的；锋利的,1,4,4,no,,create-content-candidate
KV002560,candidate:shelf,new-stable-identity,shelf,shelf,架子；搁板,1,1,1,no,,create-content-candidate
KV002561,candidate:shell,new-stable-identity,shell,shell,贝壳；壳,1,3,3,no,,create-content-candidate
KV002562,candidate:shelter,new-stable-identity,shelter,shelter,避难所；庇护处,1,1,1,no,,create-content-candidate
KV002563,candidate:sheriff,new-stable-identity,sheriff,sheriff,治安官,1,1,1,no,,create-content-candidate
KV002564,candidate:sherwood forest,new-stable-identity,Sherwood Forest,sherwood forest,舍伍德森林,1,1,1,no,,create-content-candidate
KV002565,candidate:shine,new-stable-identity,shine,shine,发光；照耀,1,6,6,no,,create-content-candidate
KV002566,candidate:ship,new-stable-identity,ship,ship,船,1,17,15,no,,create-content-candidate
KV002567,candidate:shirt pocket,new-stable-identity,shirt pocket,shirt pocket,衬衫口袋,1,1,1,no,,create-content-candidate
KV002568,candidate:shock,new-stable-identity,shock,shock,震惊；惊讶,1,1,1,no,,create-content-candidate
KV002569,candidate:shoe,new-stable-identity,shoe,shoe,鞋,1,21,19,no,,create-content-candidate
KV002570,candidate:shop assistant,new-stable-identity,shop assistant,shop assistant,店员；售货员,1,1,1,no,,create-content-candidate
KV002571,candidate:shopping,new-stable-identity,shopping,shopping,购物；买东西,1,2,2,no,,create-content-candidate
KV002572,candidate:shopping bag,new-stable-identity,shopping bag,shopping bag,购物袋,1,1,1,no,,create-content-candidate
KV002573,candidate:short cut,new-stable-identity,short cut,short cut,捷径；近路,1,1,1,no,,create-content-candidate
KV002574,candidate:short race,new-stable-identity,short race,short race,短跑；短距离比赛,1,1,1,no,,create-content-candidate
KV002575,candidate:shortest,new-stable-identity,shortest,shortest,最短的,1,2,2,no,,create-content-candidate
KV002576,candidate:shot,new-stable-identity,shot,shot,射门,1,1,1,no,,create-content-candidate
KV002577,candidate:shoulder,new-stable-identity,shoulder,shoulder,肩膀,1,4,4,no,,create-content-candidate
KV002578,candidate:shout,new-stable-identity,shout,shout,喊叫；大声喊,1,9,9,no,,create-content-candidate
KV002579,candidate:shy,new-stable-identity,shy,shy,害羞的；腼腆的,1,7,7,no,,create-content-candidate
KV002580,candidate:sign,new-stable-identity,sign,sign,标志；标牌；指示牌,1,7,7,no,,create-content-candidate
KV002581,candidate:signature,new-stable-identity,signature,signature,签名；署名,1,1,1,no,,create-content-candidate
KV002582,candidate:silly,new-stable-identity,silly,silly,傻的；愚蠢的,1,2,2,no,,create-content-candidate
KV002583,candidate:silver,new-stable-identity,silver,silver,银；银色,1,1,1,no,,create-content-candidate
KV002584,candidate:simple,new-stable-identity,simple,simple,简单的,1,1,1,no,,create-content-candidate
KV002585,candidate:sing english songs,new-stable-identity,sing English songs,sing english songs,唱英文歌,1,1,1,no,,create-content-candidate
KV002586,candidate:singapore,new-stable-identity,Singapore,singapore,新加坡,1,1,1,no,,create-content-candidate
KV002587,candidate:singer,new-stable-identity,singer,singer,歌手；歌唱家,1,8,8,no,,create-content-candidate
KV002588,candidate:single-decker,new-stable-identity,single-decker,single-decker,单层公共汽车,1,1,1,no,,create-content-candidate
KV002589,candidate:sink,new-stable-identity,sink,sink,下沉；沉没,1,1,1,no,,create-content-candidate
KV002590,candidate:sir,new-stable-identity,sir,sir,先生；老师,1,4,4,no,,create-content-candidate
KV002591,candidate:sit,new-stable-identity,sit,sit,坐；坐下,1,16,15,no,,create-content-candidate
KV002592,candidate:sitting room,new-stable-identity,sitting room,sitting room,起居室；客厅,1,1,1,no,,create-content-candidate
KV002593,candidate:situation,new-stable-identity,situation,situation,情况；处境,1,1,1,no,,create-content-candidate
KV002594,candidate:sixteen,new-stable-identity,sixteen,sixteen,十六,1,16,16,no,,create-content-candidate
KV002595,candidate:sixth,new-stable-identity,sixth,sixth,第六,1,7,7,no,,create-content-candidate
KV002596,candidate:sixty,new-stable-identity,sixty,sixty,六十,1,12,12,no,,create-content-candidate
KV002597,candidate:size,new-stable-identity,size,size,大小；尺寸,1,6,6,no,,create-content-candidate
KV002598,candidate:skate,new-stable-identity,skate,skate,滑冰；溜冰,1,9,9,no,,create-content-candidate
KV002599,candidate:skateboard,new-stable-identity,skateboard,skateboard,滑板,1,2,2,no,,create-content-candidate
KV002600,candidate:skating,new-stable-identity,skating,skating,滑冰；溜冰,1,2,2,no,,create-content-candidate
KV002601,candidate:sketchbook,new-stable-identity,sketchbook,sketchbook,写生簿；素描本,1,1,1,no,,create-content-candidate
KV002602,candidate:skid,new-stable-identity,skid,skid,打滑；滑行,1,1,1,no,,create-content-candidate
KV002603,candidate:skin,new-stable-identity,skin,skin,皮肤；外皮,1,1,1,no,,create-content-candidate
KV002604,candidate:skip,new-stable-identity,skip,skip,跳；跳绳,1,6,5,no,,create-content-candidate
KV002605,candidate:skipping rope,new-stable-identity,skipping rope,skipping rope,跳绳,1,2,2,no,,create-content-candidate
KV002606,candidate:sled,new-stable-identity,sled,sled,雪橇,1,1,1,no,,create-content-candidate
KV002607,candidate:sleeve,new-stable-identity,sleeve,sleeve,袖子,1,1,1,no,,create-content-candidate
KV002608,candidate:slice,new-stable-identity,slice,slice,薄片；切片,1,1,1,no,,create-content-candidate
KV002609,candidate:slide show,new-stable-identity,slide show,slide show,幻灯片放映,1,1,1,no,,create-content-candidate
KV002610,candidate:slide#movement,new-stable-identity,slide,slide,滑动；滑行,1,1,1,no,,create-content-candidate
KV002611,candidate:slide#playground,new-stable-identity,slide,slide,滑梯,1,1,1,no,,create-content-candidate
KV002612,candidate:slight,new-stable-identity,slight,slight,轻微的,1,1,1,no,,create-content-candidate
KV002613,candidate:slightly,new-stable-identity,slightly,slightly,稍微；轻微地,1,1,1,no,,create-content-candidate
KV002614,candidate:slip,new-stable-identity,slip,slip,滑倒；滑跤,1,1,1,no,,create-content-candidate
KV002615,candidate:slippery,new-stable-identity,slippery,slippery,滑的；易滑的,1,1,1,no,,create-content-candidate
KV002616,candidate:slogan,new-stable-identity,slogan,slogan,口号；标语,1,1,1,no,,create-content-candidate
KV002617,candidate:slow,new-stable-identity,slow,slow,慢的；缓慢的,1,14,13,no,,create-content-candidate
KV002618,candidate:slow down,new-stable-identity,slow down,slow down,减速；慢下来,1,1,1,no,,create-content-candidate
KV002619,candidate:slowly,new-stable-identity,slowly,slowly,慢慢地；缓慢地,1,6,5,no,,create-content-candidate
KV002620,candidate:smallest,new-stable-identity,smallest,smallest,最小的,1,2,2,no,,create-content-candidate
KV002621,candidate:smell,new-stable-identity,smell,smell,闻；气味,1,6,5,no,,create-content-candidate
KV002622,candidate:smile,new-stable-identity,smile,smile,微笑；笑容,1,10,10,no,,create-content-candidate
KV002623,candidate:smoke,new-stable-identity,smoke,smoke,烟；冒烟,1,6,4,no,,create-content-candidate
KV002624,candidate:smoking,new-stable-identity,smoking,smoking,吸烟；抽烟,1,3,3,no,,create-content-candidate
KV002625,candidate:smooth,new-stable-identity,smooth,smooth,光滑的；平滑的,1,2,1,no,,create-content-candidate
KV002626,candidate:snack,new-stable-identity,snack,snack,小吃；点心,1,1,1,no,,create-content-candidate
KV002627,candidate:snack bar,new-stable-identity,snack bar,snack bar,小吃店；快餐店,1,2,2,no,,create-content-candidate
KV002628,candidate:snail,new-stable-identity,snail,snail,蜗牛,1,1,1,no,,create-content-candidate
KV002629,candidate:snap,new-stable-identity,snap,snap,啪地折断；发出啪的一声,1,1,1,no,,create-content-candidate
KV002630,candidate:snorkel,new-stable-identity,snorkel,snorkel,通气管；用通气管潜泳,1,2,1,no,,create-content-candidate
KV002631,candidate:snorkelling,new-stable-identity,snorkelling,snorkelling,浮潜,1,1,1,no,,create-content-candidate
KV002632,candidate:so,new-stable-identity,so,so,这么；那么（表示程度）,1,22,14,no,,create-content-candidate
KV002633,candidate:so much,new-stable-identity,so much,so much,这么多；如此多,1,2,2,no,,create-content-candidate
KV002634,candidate:soap,new-stable-identity,soap,soap,肥皂,1,1,1,no,,create-content-candidate
KV002635,candidate:soccer,new-stable-identity,soccer,soccer,足球,1,3,3,no,,create-content-candidate
KV002636,candidate:sock,new-stable-identity,sock,sock,短袜；袜子,1,20,18,no,,create-content-candidate
KV002637,candidate:soft,new-stable-identity,soft,soft,软的；柔软的,1,4,3,no,,create-content-candidate
KV002638,candidate:soft toy,new-stable-identity,soft toy,soft toy,软体玩具,1,1,1,no,,create-content-candidate
KV002639,candidate:softly,new-stable-identity,softly,softly,轻轻地；柔和地,1,1,1,no,,create-content-candidate
KV002640,candidate:soldier,new-stable-identity,soldier,soldier,士兵；军人,1,1,1,no,,create-content-candidate
KV002641,candidate:some,new-stable-identity,some,some,一些；有些,1,18,18,no,,create-content-candidate
KV002642,candidate:some time,new-stable-identity,some time,some time,一段时间,1,1,1,no,,create-content-candidate
KV002643,candidate:someday,new-stable-identity,someday,someday,"有一天,有朝一日",1,3,3,no,,create-content-candidate
KV002644,candidate:someone,new-stable-identity,someone,someone,某人；有人,1,2,2,no,,create-content-candidate
KV002645,candidate:something,new-stable-identity,something,something,某事；某物,1,12,11,no,,create-content-candidate
KV002646,candidate:sometime,new-stable-identity,sometime,sometime,在某一时候；改天,1,2,2,no,,create-content-candidate
KV002647,candidate:somewhere,new-stable-identity,somewhere,somewhere,某处；某个地方,1,1,1,no,,create-content-candidate
KV002648,candidate:son,new-stable-identity,son,son,儿子,1,7,6,no,,create-content-candidate
KV002649,candidate:song,new-stable-identity,song,song,歌曲；歌,1,13,13,no,,create-content-candidate
KV002650,candidate:sore,new-stable-identity,sore,sore,疼痛的；痛的,1,2,2,no,,create-content-candidate
KV002651,candidate:sorrow,new-stable-identity,sorrow,sorrow,悲伤；悲痛,1,1,1,no,,create-content-candidate
KV002652,candidate:sour,new-stable-identity,sour,sour,酸的；酸味的,1,6,5,no,,create-content-candidate
KV002653,candidate:south africa,new-stable-identity,South Africa,south africa,南非,1,1,1,no,,create-content-candidate
KV002654,candidate:south china tiger,new-stable-identity,South China Tiger,south china tiger,华南虎,1,2,2,no,,create-content-candidate
KV002655,candidate:south pole,new-stable-identity,South Pole,south pole,南极,1,1,1,no,,create-content-candidate
KV002656,candidate:south-east,new-stable-identity,south-east,south-east,东南；东南方,1,2,2,no,,create-content-candidate
KV002657,candidate:south-west,new-stable-identity,south-west,south-west,西南；西南方,1,2,2,no,,create-content-candidate
KV002658,candidate:soya milk,new-stable-identity,soya milk,soya milk,豆浆,1,1,1,no,,create-content-candidate
KV002659,candidate:spacecraft,new-stable-identity,spacecraft,spacecraft,航天器；宇宙飞船,1,2,2,no,,create-content-candidate
KV002660,candidate:spaghetti,new-stable-identity,spaghetti,spaghetti,意大利面；细面条,1,1,1,no,,create-content-candidate
KV002661,candidate:speak english,new-stable-identity,speak English,speak english,说英语；讲英语,1,1,1,no,,create-content-candidate
KV002662,candidate:speech,new-stable-identity,speech,speech,演讲,1,2,2,no,,create-content-candidate
KV002663,candidate:spell,new-stable-identity,spell,spell,拼写,1,2,2,no,,create-content-candidate
KV002664,candidate:spider,new-stable-identity,spider,spider,蜘蛛,1,2,2,no,,create-content-candidate
KV002665,candidate:spiderman,new-stable-identity,Spiderman,spiderman,蜘蛛侠,1,1,1,no,,create-content-candidate
KV002666,candidate:spit,new-stable-identity,spit,spit,吐痰；吐口水,1,1,1,no,,create-content-candidate
KV002667,candidate:sport-lover,new-stable-identity,sport-lover,sport-lover,体育爱好者,1,1,1,no,,create-content-candidate
KV002668,candidate:sports day,new-stable-identity,Sports Day,sports day,学校运动会；运动日,1,3,3,no,,create-content-candidate
KV002669,candidate:sports meeting,new-stable-identity,sports meeting,sports meeting,运动会,1,1,1,no,,create-content-candidate
KV002670,candidate:sports shoes,new-stable-identity,sports shoes,sports shoes,运动鞋,1,1,1,no,,create-content-candidate
KV002671,candidate:sports star,new-stable-identity,sports star,sports star,体育明星；运动明星,1,1,1,no,,create-content-candidate
KV002672,candidate:spread,new-stable-identity,spread,spread,涂；抹；铺开,1,1,1,no,,create-content-candidate
KV002673,candidate:spring festival,new-stable-identity,Spring Festival,spring festival,春节,1,4,4,no,,create-content-candidate
KV002674,candidate:spring outing,new-stable-identity,spring outing,spring outing,春游,1,1,1,no,,create-content-candidate
KV002675,candidate:stage,new-stable-identity,stage,stage,舞台,1,2,2,no,,create-content-candidate
KV002676,candidate:stair,new-stable-identity,stair,stair,（楼梯的）一级；梯级,1,1,1,no,,create-content-candidate
KV002677,candidate:stairs,new-stable-identity,stairs,stairs,楼梯,1,2,2,no,,create-content-candidate
KV002678,candidate:stall,new-stable-identity,stall,stall,摊位；货摊,1,1,1,no,,create-content-candidate
KV002679,candidate:stand,new-stable-identity,stand,stand,站；站立,1,11,11,no,,create-content-candidate
KV002680,candidate:stand in line,new-stable-identity,stand in line,stand in line,排队；站成一排,1,1,1,no,,create-content-candidate
KV002681,candidate:starfish,new-stable-identity,starfish,starfish,海星,1,3,3,no,,create-content-candidate
KV002682,candidate:starter,new-stable-identity,starter,starter,开胃菜；第一道菜,1,1,1,no,,create-content-candidate
KV002683,candidate:stay at home,new-stable-identity,stay at home,stay at home,待在家里；留在家中,1,2,2,no,,create-content-candidate
KV002684,candidate:steady,new-stable-identity,steady,steady,稳定的；平稳的,1,1,1,no,,create-content-candidate
KV002685,candidate:steak,new-stable-identity,steak,steak,牛排；肉排,1,2,2,no,,create-content-candidate
KV002686,candidate:steam,new-stable-identity,steam,steam,蒸；蒸汽,1,1,1,no,,create-content-candidate
KV002687,candidate:stick,new-stable-identity,stick,stick,粘；贴；粘住,1,5,4,no,,create-content-candidate
KV002688,candidate:sticker,new-stable-identity,sticker,sticker,贴纸；贴画,1,2,2,no,,create-content-candidate
KV002689,candidate:stitch,new-stable-identity,stitch,stitch,缝；缝针,1,1,1,no,,create-content-candidate
KV002690,candidate:stocking,new-stable-identity,stocking,stocking,长袜；圣诞袜,1,3,3,no,,create-content-candidate
KV002691,candidate:stomach,new-stable-identity,stomach,stomach,胃；肚子,1,1,1,no,,create-content-candidate
KV002692,candidate:store,new-stable-identity,store,store,商店,1,4,4,no,,create-content-candidate
KV002693,candidate:storm,new-stable-identity,storm,storm,暴风雨；风暴,1,1,1,no,,create-content-candidate
KV002694,candidate:stormy,new-stable-identity,stormy,stormy,有暴风雨的；暴风雨的,1,1,1,no,,create-content-candidate
KV002695,candidate:story book,new-stable-identity,story book,story book,故事书,1,1,1,no,,create-content-candidate
KV002696,candidate:storybook,new-stable-identity,storybook,storybook,故事书,1,8,8,no,,create-content-candidate
KV002697,candidate:strange,new-stable-identity,strange,strange,奇怪的；陌生的,1,1,1,no,,create-content-candidate
KV002698,candidate:stranger,new-stable-identity,stranger,stranger,陌生人,1,1,1,no,,create-content-candidate
KV002699,candidate:strawberry,new-stable-identity,strawberry,strawberry,草莓,1,8,8,no,,create-content-candidate
KV002700,candidate:stream,new-stable-identity,stream,stream,溪流；小河,1,1,1,no,,create-content-candidate
KV002701,candidate:street cleaner,new-stable-identity,street cleaner,street cleaner,街道清洁工；清洁工,1,1,1,no,,create-content-candidate
KV002702,candidate:street sweeper,new-stable-identity,street sweeper,street sweeper,扫街车；道路清扫车,1,1,1,no,,create-content-candidate
KV002703,candidate:stretch,new-stable-identity,stretch,stretch,伸展；拉伸,1,1,1,no,,create-content-candidate
KV002704,candidate:strict,new-stable-identity,strict,strict,严格的；严厉的,1,2,2,no,,create-content-candidate
KV002705,candidate:strike,new-stable-identity,strike,strike,（钟）敲响；报时,1,1,1,no,,create-content-candidate
KV002706,candidate:string,new-stable-identity,string,string,"线,弦,细绳",1,2,2,no,,create-content-candidate
KV002707,candidate:string bean,new-stable-identity,string bean,string bean,菜豆；四季豆,1,1,1,no,,create-content-candidate
KV002708,candidate:strip,new-stable-identity,strip,strip,条；带,1,1,1,no,,create-content-candidate
KV002709,candidate:strongly,new-stable-identity,strongly,strongly,强劲地；强烈地,1,2,2,no,,create-content-candidate
KV002710,candidate:stuck,new-stable-identity,stuck,stuck,卡住的；陷住的,1,1,1,no,,create-content-candidate
KV002711,candidate:student,new-stable-identity,student,student,学生,1,11,11,no,,create-content-candidate
KV002712,candidate:stupid,new-stable-identity,stupid,stupid,愚蠢的；笨的,1,1,1,no,,create-content-candidate
KV002713,candidate:style,new-stable-identity,style,style,款式；样式,1,1,1,no,,create-content-candidate
KV002714,candidate:subway,new-stable-identity,subway,subway,地铁,1,3,3,no,,create-content-candidate
KV002715,candidate:successful,new-stable-identity,successful,successful,成功的,1,1,1,no,,create-content-candidate
KV002716,candidate:such,new-stable-identity,such,such,这样的；如此的,1,2,2,no,,create-content-candidate
KV002717,candidate:suddenly,new-stable-identity,suddenly,suddenly,突然地；忽然,1,5,5,no,,create-content-candidate
KV002718,candidate:sugar,new-stable-identity,sugar,sugar,糖；食糖,1,3,3,no,,create-content-candidate
KV002719,candidate:suggestion,new-stable-identity,suggestion,suggestion,建议,1,1,1,no,,create-content-candidate
KV002720,candidate:suitcase,new-stable-identity,suitcase,suitcase,手提箱；行李箱,1,2,2,no,,create-content-candidate
KV002721,candidate:summer holiday,new-stable-identity,summer holiday,summer holiday,暑假,1,3,3,no,,create-content-candidate
KV002722,candidate:summer olympics,new-stable-identity,Summer Olympics,summer olympics,夏季奥运会,1,1,1,no,,create-content-candidate
KV002723,candidate:summer palace,new-stable-identity,Summer Palace,summer palace,颐和园,1,1,1,no,,create-content-candidate
KV002724,candidate:sun,new-stable-identity,sun,sun,太阳,1,17,15,no,,create-content-candidate
KV002725,candidate:sun moon lake,new-stable-identity,Sun Moon Lake,sun moon lake,日月潭,1,1,1,no,,create-content-candidate
KV002726,candidate:sunshine,new-stable-identity,sunshine,sunshine,阳光,1,2,2,no,,create-content-candidate
KV002727,candidate:super,new-stable-identity,super,super,极好的；很棒的,1,1,1,no,,create-content-candidate
KV002728,candidate:supersonic,new-stable-identity,supersonic,supersonic,超音速的,1,1,1,no,,create-content-candidate
KV002729,candidate:superstar,new-stable-identity,superstar,superstar,超级明星；巨星,1,1,1,no,,create-content-candidate
KV002730,candidate:supper,new-stable-identity,supper,supper,晚餐；晚饭,1,2,2,no,,create-content-candidate
KV002731,candidate:sure,new-stable-identity,sure,sure,确信的；确定的,1,15,15,no,,create-content-candidate
KV002732,candidate:surf,new-stable-identity,surf,surf,浏览网络；上网,1,1,1,no,,create-content-candidate
KV002733,candidate:surprise,new-stable-identity,surprise,surprise,惊喜；惊讶,1,5,5,no,,create-content-candidate
KV002734,candidate:surprised,new-stable-identity,surprised,surprised,惊讶的,1,4,4,no,,create-content-candidate
KV002735,candidate:sweatpants,new-stable-identity,sweatpants,sweatpants,运动裤；宽松长运动裤,1,1,1,no,,create-content-candidate
KV002736,candidate:sweet,new-stable-identity,sweet,sweet,甜的,1,14,9,no,,create-content-candidate
KV002737,candidate:sweet potato,new-stable-identity,sweet potato,sweet potato,红薯；甘薯,1,2,2,no,,create-content-candidate
KV002738,candidate:sweets,new-stable-identity,sweets,sweets,糖果；甜食,1,2,2,no,,create-content-candidate
KV002739,candidate:swimmer,new-stable-identity,swimmer,swimmer,游泳者；游泳运动员,1,4,2,no,,create-content-candidate
KV002740,candidate:swimming,new-stable-identity,swimming,swimming,游泳,1,4,4,no,,create-content-candidate
KV002741,candidate:swimming cap,new-stable-identity,swimming cap,swimming cap,泳帽,1,1,1,no,,create-content-candidate
KV002742,candidate:swimming goggles,new-stable-identity,swimming goggles,swimming goggles,泳镜,1,1,1,no,,create-content-candidate
KV002743,candidate:swimming pool,new-stable-identity,swimming pool,swimming pool,游泳池,1,4,4,no,,create-content-candidate
KV002744,candidate:swimsuit,new-stable-identity,swimsuit,swimsuit,泳衣,1,2,2,no,,create-content-candidate
KV002745,candidate:swing,new-stable-identity,swing,swing,秋千,1,3,3,no,,create-content-candidate
KV002746,candidate:switch,new-stable-identity,switch,switch,开关,1,1,1,no,,create-content-candidate
KV002747,candidate:sydney harbour bridge,new-stable-identity,Sydney Harbour Bridge,sydney harbour bridge,悉尼海港大桥,1,1,1,no,,create-content-candidate
KV002748,candidate:sydney opera house,new-stable-identity,Sydney Opera House,sydney opera house,悉尼歌剧院,1,1,1,no,,create-content-candidate
KV002749,candidate:table,new-stable-identity,table,table,桌子,1,15,14,no,,create-content-candidate
KV002750,candidate:table tennis,new-stable-identity,table tennis,table tennis,乒乓球,1,8,8,no,,create-content-candidate
KV002751,candidate:taipei,new-stable-identity,Taipei,taipei,台北,1,1,1,no,,create-content-candidate
KV002752,candidate:take,new-stable-identity,take,take,拿；取；带走,1,36,19,no,,create-content-candidate
KV002753,candidate:take a deep breath,new-stable-identity,take a deep breath,take a deep breath,深呼吸；做一次深呼吸,1,1,1,no,,create-content-candidate
KV002754,candidate:take a photo,new-stable-identity,take a photo,take a photo,拍照,1,1,1,no,,create-content-candidate
KV002755,candidate:take a picture,new-stable-identity,take a picture,take a picture,拍照；照相,1,1,1,no,,create-content-candidate
KV002756,candidate:take a trip,new-stable-identity,take a trip,take a trip,旅行；去旅行,1,1,1,no,,create-content-candidate
KV002757,candidate:take a walk,new-stable-identity,take a walk,take a walk,散步,1,4,4,no,,create-content-candidate
KV002758,candidate:take away,new-stable-identity,take away,take away,拿走；带走,1,1,1,no,,create-content-candidate
KV002759,candidate:take down,new-stable-identity,take down,take down,取下；拿下,1,1,1,no,,create-content-candidate
KV002760,candidate:take off,new-stable-identity,take off,take off,脱下；摘下,1,5,5,no,,create-content-candidate
KV002761,candidate:take part in,new-stable-identity,take part in,take part in,参加,1,2,2,no,,create-content-candidate
KV002762,candidate:take pictures,new-stable-identity,take pictures,take pictures,拍照；照相,1,2,2,no,,create-content-candidate
KV002763,candidate:talent,new-stable-identity,talent,talent,才能；天赋,1,1,1,no,,create-content-candidate
KV002764,candidate:talent show,new-stable-identity,talent show,talent show,才艺表演；选秀节目,1,1,1,no,,create-content-candidate
KV002765,candidate:talk to,new-stable-identity,talk to,talk to,和……交谈；对……说话,1,1,1,no,,create-content-candidate
KV002766,candidate:tallest,new-stable-identity,tallest,tallest,最高的；最高个的,1,2,2,no,,create-content-candidate
