Word,PromptHint,NoteID,CanonicalWord,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,LearningOrder,Sources,SourceBooks,Tags
ice lantern,,KV000756,ice lantern,,,冰灯,We saw beautiful ice lanterns.,我们看到了漂亮的冰灯。,4,,rj_start1,rj_start1::6年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::上
bring,,KV000757,bring,[brɪŋ],[brɪŋ],带来,Please bring your book tomorrow.,请明天带上你的书。,4,,rj_start1,rj_start1::6年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::上
be afraid of,,KV000758,be afraid of,,,害怕,I am not afraid of dogs.,我不怕狗。,4,,rj_start1,rj_start1::6年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::上
hear,,KV000759,hear,[hɪə(r)],[hɪr],听见；听到,I can hear the birds.,我能听见鸟叫。,4,,rj_start1,rj_start1::6年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::上
pen pal,,KV000760,pen pal,[ˈpen pæl],[ˈpen pæl],笔友,My pen pal lives in Canada.,我的笔友住在加拿大。,4,,rj_start1,rj_start1::6年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::上
broken,,KV000761,broken,[ˈbrəʊkən],[ˈbroʊkən],坏的；破损的,My pen is broken.,我的钢笔坏了。,4,,rj_start1,rj_start1::6年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::上
pity,,KV000762,pity,[ˈpɪti],[ˈpɪti],遗憾；可惜,What a pity!,真遗憾！,4,,rj_start1,rj_start1::6年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::上
prize,,KV000763,prize,[praɪz],[praɪz],奖品；奖项,She won first prize.,她获得了一等奖。,4,,rj_start1,rj_start1::6年级上,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::上
live,,KV000764,live,[lɪv; laɪv],[lɪv; laɪv],居住；生活,I live in a big city.,我住在一座大城市里。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
quite,,KV000765,quite,[kwaɪt],[kwaɪt],很；相当,The city is quite beautiful.,这座城市相当漂亮。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
scarf,,KV000766,scarf,[skɑːf],[skɑːrf],围巾,I wear a scarf in winter.,我冬天戴围巾。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
airport,,KV000767,airport,[ˈeəpɔːt],[ˈerpɔːrt],机场,We arrived at the airport early.,我们很早到达机场。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
pupil,,KV000768,pupil,[ˈpjuːp(ə)l],[ˈpjuːpl],小学生；学生,He is a primary school pupil.,他是一名小学生。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
arrive,,KV000769,arrive,[əˈraɪv],[əˈraɪv],到达,We arrived in Toronto yesterday.,我们昨天到达多伦多。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
meet,,KV000770,meet,[miːt],[miːt],见面；遇见,I met my pen pal at the airport.,我在机场见到了笔友。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
wardrobe,,KV000771,wardrobe,[ˈwɔːdrəʊb],[ˈwɔːrdroʊb],衣柜,My clothes are in the wardrobe.,我的衣服在衣柜里。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
show ... around,,KV000772,show ... around,,,带……参观,I will show you around our school.,我会带你参观我们的学校。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
Queen's Park,,KV000773,Queen's Park,,,皇后公园,We visited Queen's Park yesterday.,我们昨天参观了皇后公园。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
art gallery,,KV000774,art gallery,,,美术馆,We saw many paintings at the art gallery.,我们在美术馆看到了许多画。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
public library,,KV000775,public library,,,公共图书馆,We read books at the public library.,我们在公共图书馆看书。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
downtown,,KV000776,downtown,[ˌdaʊnˈtaʊn],[ˌdaʊnˈtaʊn],市中心；在市中心,We took the subway downtown.,我们乘地铁去了市中心。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
Lake Ontario,,KV000777,Lake Ontario,,,安大略湖,Toronto is beside Lake Ontario.,多伦多在安大略湖畔。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
stadium,,KV000778,stadium,[ˈsteɪdiəm],[ˈsteɪdiəm],体育场,We watched a game at the stadium.,我们在体育场看了一场比赛。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
volunteer,,KV000779,volunteer,[ˌvɒlənˈtɪə(r)],[ˌvɑːlənˈtɪr],志愿者；志愿服务,I want to be a volunteer.,我想成为一名志愿者。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
sandwich,,KV000780,sandwich,[ˈsænwɪtʃ; ˈsænwɪdʒ],[ˈsænwɪtʃ; ˈsænwɪdʒ],三明治,I had a sandwich for lunch.,我午饭吃了一个三明治。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
top,,KV000781,top,[tɒp],[tɑːp],顶部；顶端,We went to the top of the tower.,我们去了塔顶。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
habit,,KV000782,habit,[ˈhæbɪt],[ˈhæbɪt],习惯,Reading every day is a good habit.,每天阅读是一个好习惯。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
idea,,KV000783,idea,[aɪˈdɪə],[aɪˈdiːə],想法；主意,That is a good idea.,那是个好主意。,4,082,rj_start1,rj_start1::6年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::6 source::rj_start1::grade::6::下 stage::grade4-current
less,,KV000784,less,[les],[les],更少的；较少,We should eat less candy.,我们应该少吃糖果。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
at least,,KV000785,at least,,,至少,I read for at least twenty minutes.,我至少阅读二十分钟。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
talk about,,KV000786,talk about,,,谈论；讨论,We talked about healthy habits.,我们讨论了健康习惯。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
hockey,,KV000787,hockey,[ˈhɒki],[ˈhɑːki],冰球；曲棍球,Hockey is popular in Canada.,冰球在加拿大很受欢迎。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
beaver,,KV000788,beaver,[ˈbiːvə(r)],[ˈbiːvər],海狸,The beaver lives near water.,海狸生活在水边。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
raccoon,,KV000789,raccoon,[rəˈkuːn],[ræˈkuːn],浣熊,A raccoon has a black mask.,浣熊脸上有黑色的斑纹。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
moose,,KV000790,moose,[muːs],[muːs],驼鹿,A moose is a large animal.,驼鹿是一种大型动物。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
countryside,,KV000791,countryside,[ˈkʌntrisaɪd],[ˈkʌntrisaɪd],乡村；农村,My grandparents live in the countryside.,我的祖父母住在乡下。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
Thanksgiving,,KV000792,Thanksgiving,,,感恩节,Families eat together at Thanksgiving.,家人们在感恩节一起吃饭。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
roast turkey,,KV000793,roast turkey,,,烤火鸡,We had roast turkey for dinner.,我们晚饭吃了烤火鸡。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
squirrel,,KV000794,squirrel,[ˈskwɪrəl],[ˈskwɜːrəl],松鼠,A squirrel can climb trees.,松鼠会爬树。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
swan,,KV000795,swan,[swɒn],[swɑːn],天鹅,The swan is swimming on the lake.,天鹅正在湖上游泳。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
wild goose,,KV000796,wild goose,,,大雁；野雁,Wild geese fly south in autumn.,大雁秋天向南飞。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
frog,,KV000797,frog,[frɒɡ],[frɑːɡ],青蛙,A frog can jump and swim.,青蛙会跳也会游泳。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
English-Chinese dictionary,,KV000798,English-Chinese dictionary,,,英汉词典,I use an English-Chinese dictionary.,我使用英汉词典。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
shopping centre,,KV000799,shopping centre,,,购物中心,There are many shops in the shopping centre.,购物中心里有很多商店。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
shopping mall,,KV000800,shopping mall,,,购物中心；商场,We went shopping at the mall.,我们去商场购物了。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
amazing,,KV000801,amazing,[əˈmeɪzɪŋ],[əˈmeɪzɪŋ],令人惊叹的；了不起的,The CN Tower is amazing.,加拿大国家电视塔令人惊叹。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
hot pot,,KV000802,hot pot,,,火锅,We ate hot pot together.,我们一起吃了火锅。,4,,rj_start1,rj_start1::6年级下,learner::klose::level::4 source::rj_start1 source::rj_start1::grade::6 source::rj_start1::grade::6::下
office worker,,KV000803,office worker,[ˈɒfɪs ˌwɜːkə(r)],[ˈɑːfɪs ˌwɜːrkər],公司职员,My mum is an office worker.,我妈妈是一名公司职员。,4,006,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
factory worker,,KV000804,factory worker,[ˈfæktəri ˌwɜːkə(r)],[ˈfæktəri ˌwɜːrkər],工厂工人,My dad is a factory worker.,我爸爸是一名工厂工人。,4,007,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
cook,v.,KV000805,cook,[kʊk],[kʊk],烹饪；煮,I can cook dinner for my family.,我会为家人做晚饭。,4,011,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
clean,,KV000806,clean,[kliːn],[kliːn],打扫；干净的,I clean my room every week.,我每周打扫我的房间。,4,012,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
look after,,KV000807,look after,[lʊk ˈɑːftə(r)],[lʊk ˈæftər],照顾,I look after my little brother.,我照顾我的弟弟。,4,014,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
sweep,,KV000808,sweep,[swiːp],[swiːp],扫,I sweep the floor after dinner.,晚饭后我扫地。,4,015,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
strong,,KV000809,strong,[strɒŋ],[strɔːŋ],强壮的,My brother is strong.,我哥哥很强壮。,4,021,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
kind,,KV000810,kind,[kaɪnd],[kaɪnd],友好的,Our new teacher is very kind.,我们的新老师很友好。,4,024,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
best,,KV000811,best,[best],[best],最好的,She is my best friend.,她是我最好的朋友。,4,026,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
read,,KV000812,read,[riːd],[riːd],阅读,I read books after school.,我放学后读书。,4,027,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
play,,KV000813,play,[pleɪ],[pleɪ],玩耍,The children play in the park.,孩子们在公园里玩。,4,029,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
game,,KV000814,game,[ɡeɪm],[ɡeɪm],游戏,This game is fun.,这个游戏很有趣。,4,030,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
football,,KV000815,football,[ˈfʊtbɔːl],[ˈfʊtbɔːl],足球运动,We play football after school.,我们放学后踢足球。,4,031,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
over,位置,KV000816,over,[ˈəʊvə(r)],[ˈoʊvər],在……的远端（或对面）,The park is over there.,公园在那边。,4,038,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
bus stop,,KV000817,bus stop,[ˈbʌs stɒp],[ˈbʌs stɑːp],公共汽车站,The bus stop is near our school.,公共汽车站在我们学校附近。,4,042,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
sport,,KV000818,sport,[spɔːt],[spɔːrt],体育运动,Football is my favourite sport.,足球是我最喜欢的运动。,4,044,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
walk,,KV000819,walk,[wɔːk],[wɔːk],散步；行走,I walk to school every day.,我每天步行去上学。,4,045,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
community,,KV000820,community,[kəˈmjuːnəti],[kəˈmjuːnəti],社区,There is a park in our community.,我们的社区里有一个公园。,4,046,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
photo,,KV000821,photo,[ˈfəʊtəʊ],[ˈfoʊtoʊ],照片,This is a photo of my family.,这是一张我的全家福。,4,049,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
firefighter,,KV000822,firefighter,[ˈfaɪəˌfaɪtə(r)],[ˈfaɪərˌfaɪtər],消防队员,A firefighter helps people.,消防队员帮助人们。,4,052,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
driver,,KV000823,driver,[ˈdraɪvə(r)],[ˈdraɪvər],司机,My uncle is a driver.,我叔叔是一名司机。,4,054,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
cleaner,,KV000824,cleaner,[ˈkliːnə(r)],[ˈkliːnər],清洁工,She is a cleaner at our school.,她是我们学校的一名清洁工。,4,055,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
delivery worker,,KV000825,delivery worker,[dɪˈlɪvəri ˌwɜːkə(r)],[dɪˈlɪvəri ˌwɜːrkər],快递员,The delivery worker is at the door.,快递员在门口。,4,057,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
now,,KV000826,now,[naʊ],[naʊ],现在,I am doing my homework now.,我现在正在做家庭作业。,4,060,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
tell,,KV000827,tell,[tel],[tel],讲述；告诉,Please tell me your name.,请告诉我你的名字。,4,063,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
Ms,,KV000828,Ms,[mɪz],[mɪz],女士,Ms Li is our teacher.,李女士是我们的老师。,4,065,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
rain,,KV000829,rain,[reɪn],[reɪn],下雨；雨,There is a lot of rain today.,今天雨很多。,4,079,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
closed,,KV000830,closed,[kləʊzd],[kloʊzd],关闭的,The shop is closed today.,这家商店今天关门。,4,080,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
fly,,KV000831,fly,[flaɪ],[flaɪ],操纵（飞行器等）；飞,I can fly a kite.,我会放风筝。,4,083,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
kite,,KV000832,kite,[kaɪt],[kaɪt],风筝,My kite is red.,我的风筝是红色的。,4,084,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
snowman,,KV000833,snowman,[ˈsnəʊmæn],[ˈsnoʊmæn],雪人,We make a snowman in winter.,我们冬天堆雪人。,4,085,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
whose,,KV000834,whose,[huːz],[huːz],谁的,Whose book is this?,这是谁的书？,4,090,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
mine,,KV000835,mine,[maɪn],[maɪn],我的,This book is mine.,这本书是我的。,4,093,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
which,,KV000836,which,[wɪtʃ],[wɪtʃ],哪一个；哪一些,Which book do you like?,你喜欢哪一本书？,4,098,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
get together,,KV000837,get together,[ɡet təˈɡeðə(r)],[ɡet təˈɡeðər],聚会,Our family gets together on Sunday.,我们一家星期日聚会。,4,102,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
leaf,,KV000838,leaf,[liːf],[liːf],叶（复数 leaves）,This leaf is red.,这片叶子是红色的。,4,108,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
then,,KV000839,then,[ðen],[ðen],然后；那时,I do my homework and then I play.,我先做家庭作业，然后玩。,4,110,rj_start1,rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 stage::grade4-current
hurry up,,KV000840,hurry up,[ˌhʌri ˈʌp],[ˌhɜːri ˈʌp],快点；赶快,Hurry up! We are late.,快点！我们迟到了。,4,112,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
ready,,KV000841,ready,[ˈredi],[ˈredi],准备好,I am ready for school.,我准备好去上学了。,4,115,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
rule,,KV000842,rule,[ruːl],[ruːl],规则；规章,This is a school rule.,这是一条校规。,4,116,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
turn off,,KV000843,turn off,[ˌtɜːn ˈɒf],[ˌtɜːrn ˈɔːf],关掉,Please turn off the light.,请把灯关掉。,4,118,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
tidy,,KV000844,tidy,[ˈtaɪdi],[ˈtaɪdi],整洁的；整齐的；使整洁；整理,My desk is tidy.,我的书桌很整洁。,4,123,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
