MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,TokenCount,RiskSignals,CandidateType,CandidateRoute,RelatedMatchKeys,ReviewStatus,Rationale,KloseMergeAuthorized
twice a week,twice a week,一周两次;每周两次;一星期两次,4年级下,1,4年级下@r74: [never / once a week / <twice a week> / three times a week / Canada],3,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
visit one's grandparents,visit one's grandparents,无,4年级上,1,4年级上@r16: [father / get up / <visit one's grandparents> / go to a drawing club / climb a hill],3,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
visit the mogao caves,visit the Mogao Caves,无,4年级下,1,4年级下@r48: [ski / eat seafood / <visit the Mogao Caves> / West Lake / row a boat],4,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
visited grandparents,visited grandparents,无,5年级下,1,5年级下@r58: [watched TV / climbed a hill / <visited grandparents> / danced / jumped rope],2,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
volunteer,volunteer,n. 志愿者;志愿兵 adj. 志愿的 vt. 自愿 vi. 自愿,6年级下,1,6年级下@r17: [Lake Ontario / stadium / <volunteer> / sandwich / top],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
wait for,wait for,na. 等;等待,4年级上,1,4年级上@r87: [run down the stairs / sidewalk / <wait for> / safe / stop],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
wake up,wake up,na. 同“wake”;叫醒;醒来;振作起来,3年级下,1,3年级下@r35: [really / tomorrow / <wake up> / be back / play football],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
walking the dog,walking the dog,无,3年级下,1,3年级下@r62: [sister / cooking dinner / <walking the dog> / watering the plants / cleaning the room],3,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
was born,was born,出生;出生於;出生于,5年级下,1,5年级下@r86: [French fries / were / <was born> / started to speak / learned to walk],2,multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
wash clothes,wash clothes,洗衣服;爱洗衣服的小羊;清洗衣物,5年级上,1,5年级上@r64: [make the bed / take out the rubbish / <wash clothes> / tidy the desk / sweep the floor],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
washed clothes,washed clothes,无,5年级下,1,5年级下@r67: [played the piano / played chess / <washed clothes> / boring / badminton],2,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
washington d.c.,Washington D.C.,华盛顿;华盛顿哥伦比亚特区;华盛顿特区,6年级上,1,6年级上@r27: [Toronto / Sydney / <Washington D.C.> / the British Museum / the CN Tower],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
watched tv,watched TV,无,5年级下,1,5年级下@r56: [flower show / cleaned the window / <watched TV> / climbed a hill / visited grandparents],2,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
watching tv,watching TV,看电视;正在看电视;他在看电视,3年级下,1,3年级下@r66: [cleaning the room / listening to music / <watching TV> / feeding the fish / play with],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
water bottle,water bottle,un. 水壶;采水瓶;采水器;采水样器,3年级下,1,3年级下@r50: [beautiful / lost / <water bottle> / know / ok],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
watering the plants,watering the plants,无,3年级下,1,3年级下@r63: [cooking dinner / walking the dog / <watering the plants> / cleaning the room / listening to music],3,missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
wear glasses,wear glasses,戴眼镜;戴着眼镜;带着眼镜,5年级上,1,5年级上@r19: [forget / with / <wear glasses> / slim / curly],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
went to kindergarten,went to kindergarten,无,5年级下,1,5年级下@r90: [learned to walk / learned to ride a bike / <went to kindergarten> / went to school / learned to swim],3,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
went to school,went to school,"vbl.到校上课,开始求学",5年级下,1,5年级下@r91: [learned to ride a bike / went to kindergarten / <went to school> / learned to swim / fifteenth],3,multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
went to the beach,went to the beach,无,5年级下,1,5年级下@r71: [badminton / won / <went to the beach> / drank cold drinks / swam],4,missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,,pending,Past/participle-led multiword chunk is not presumed to be a Vocabulary identity.,no
west lake,West Lake,西湖;杭州西湖;浙江杭州,4年级下,1,4年级下@r49: [eat seafood / visit the Mogao Caves / <West Lake> / row a boat / the Great Wall],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
wet,wet,n. 雨天;湿气 adj. [气象][物] 潮湿的;有雨的 vt. 弄湿 vi. 变湿,5年级下,1,5年级下@r102: [into / chopsticks / <wet>],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
whale,whale,n. 鲸;巨大的东西 vt. 猛揍;使惨败 vi. 捕鲸,6年级上,1,6年级上@r48: [penguin / shark / <whale> / kind / metre],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
what about ...?,What about ...?,un. 不;...怎样,4年级上,1,4年级上@r7: [jumping rope / ping-pong / <What about ...?> / interesting / often],3,multiword-surface|sentence-punctuation,expression-or-chunk-review,expression-routing-review,,pending,Punctuated multiword item is expression-like and must not auto-enter Vocabulary.,no
wild goose,wild goose,na. 【鸟】雁,6年级下,1,6年级下@r36: [squirrel / swan / <wild goose> / frog / English-Chinese dictionary],2,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
win,win,n. 赢;胜利 vt. 赢得;在...中获胜;劝诱 vi. 赢;获胜;成功,6年级上,1,6年级上@r67: [happy / ill / <win> / race / find],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
wow,wow,"n. 极大的成功;一鸣惊人之举;魔兽世界(World of Warcraft);失真 int. (表示极大的惊奇或钦佩)哇,呀",2年级下,1,2年级下@r16: [umbrella / weather / <wow> / let's / spring],1,multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,,pending,Single-token lexical candidate; target sense still requires source-context review.,no
write a letter,write a letter,na. 写信,5年级下,1,5年级下@r46: [special / send an email / <write a letter> / make a phone call / send a short message],3,multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,,pending,"Multiword item may be a legitimate lexical unit/proper name, but must be reviewed before Vocabulary identity minting.",no
