MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,RiskSignals,CandidateType,CandidateRoute,ProposedObjectDecision,ResolutionStatus,Confidence,TargetReference,ResolutionBasis,Rationale,KloseMergeAuthorized
started to buy things,started to buy things,无,5年级下,1,5年级下@r95: [fifteenth / 15th / <started to buy things> / started to study English / started to use a computer],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
started to speak,started to speak,无,5年级下,1,5年级下@r87: [were / was born / <started to speak> / learned to walk / learned to ride a bike],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
started to study english,started to study English,无,5年级下,1,5年级下@r96: [15th / started to buy things / <started to study English> / started to use a computer / all over],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
started to use a computer,started to use a computer,无,5年级下,1,5年级下@r97: [started to buy things / started to study English / <started to use a computer> / all over / out of],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
stayed at home,stayed at home,无,5年级下,1,5年级下@r64: [rowed a boat / played computer games / <stayed at home> / played the piano / played chess],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
step,step,"n. 步,脚步;步骤;步伐;梯级 vt. 走,迈步 vi. 踏,踩;走",4年级上,1,4年级上@r26: [fun / always / <step> / paint / evening],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not establish noun 'step/步骤/脚步' versus verb '迈步'.,no
stomachache,stomachache,"n. 腹痛,肚子痛;胃痛",5年级下,1,5年级下@r12: [dirty / always / <stomachache> / headache / toothache],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
stone,stone,"n. 石头;结石;[宝] 宝石 adj. 石的,石制的 vt. 向扔石块;用石头铺",6年级上,1,6年级上@r23: [silk / forest / <stone> / London / Toronto],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,石头；石块,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
straight,straight,"n. 直;直线;直男,直女,异性恋者 adj. 直的;连续的;笔直的;正直的;整齐的;异性恋的 adv. 直接地;不断地;立即;坦率地",5年级上,1,5年级上@r22: [slim / curly / <straight> / nice / young],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,直的；笔直的,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
summary,summary,"n. 概要,摘要,总结 adj. 简易的;扼要的",3年级上,1,3年级上@r30: [morning / afternoon / <summary> / face / eye],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,This may be a lexical target or a source/review-section artifact; the current word-list context is insufficient to mint a learning unit safely.,no
summer vacation,summer vacation,n. 暑假,4年级下,1,4年级下@r53: [the Great Wall / take photos / <summer vacation> / travel / reading],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
sunrise,sunrise,n. 日出;黎明,6年级上,1,6年级上@r39: [the London Eye / hiking / <sunrise> / president / reptile],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
swam,swam,v. 游泳(swim的过去式),5年级下,1,5年级下@r73: [went to the beach / drank cold drinks / <swam> / ate ice-cream / the Stone Forest],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
swan,swan,"n. 天鹅;天鹅星座 vi. 游荡,闲荡",6年级下,1,6年级下@r35: [roast turkey / squirrel / <swan> / wild goose / frog],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,天鹅,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
sweater,sweater,"n. 毛线衣,运动衫;大量出汗的人,发汗剂",3年级上,1,3年级上@r75: [coat / shoes / <sweater> / jacket / gloves],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
sweep the floor,sweep the floor,扫地;清扫地板;打扫地板,5年级上,1,5年级上@r66: [wash clothes / tidy the desk / <sweep the floor> / call],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
sydney,Sydney,n. 悉尼(澳大利亚港市),6年级上,1,6年级上@r26: [London / Toronto / <Sydney> / Washington D.C. / the British Museum],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
t-shirt,T-shirt,n. 短袖圆领汗衫,1年级下|3年级上,2,1年级下@r41: [thanks / shirt / <T-shirt> / skirt / dress] || 3年级上@r84: [soon / look forward to / <T-shirt> / shorts / socks],multiple-occurrences,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,T恤衫,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
tail,tail,n. 尾巴;踪迹;辫子;燕尾服 adj. 从后面而来的;尾部的 vt. 尾随;装上尾巴 vi. 跟踪;变少或缩小,3年级上,1,3年级上@r62: [long / look for / <tail> / dance / cat],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,尾巴,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
take out the rubbish,take out the rubbish,无,5年级上,1,5年级上@r63: [clean the room / make the bed / <take out the rubbish> / wash clothes / tidy the desk],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
take photos,take photos,照相;拍照;拍照片,4年级下,2,4年级下@r42: [king / central / <take photos> / museum / dream] || 4年级下@r52: [row a boat / the Great Wall / <take photos> / summer vacation / travel],multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
talk about,talk about,na. 讲(某事),6年级下,1,6年级下@r24: [less / at least / <talk about> / hockey / together],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
taste,taste,n. 味道;品味;审美 vt. 尝;体验 vi. 尝起来;有...的味道,6年级上,1,6年级上@r9: [the Terracotta Army / vacation / <taste> / map / north],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The geography/travel neighborhood does not establish noun '味道' versus verb '品尝/尝起来'.,no
taxi driver,taxi driver,n. 计程车司机,4年级上,1,4年级上@r100: [bus driver / police officer / <taxi driver> / farmer / worker],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
teachers' day,Teachers' Day,n. 教师节,5年级下,1,5年级下@r26: [Children's Day / Father's Day / <Teachers' Day> / National Day / Christmas Day],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
temple,temple,n. 庙宇;寺院;神殿;太阳穴,6年级上,1,6年级上@r16: [west / famous / <temple> / around / the Yangtze River],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
ten,ten,"num. 十个,十",1年级上,1,1年级上@r35: [eight / nine / <ten> / how / many],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
test,test,n. 试验;检验 vt. 试验;测试 vi. 试验;测试,6年级上,1,6年级上@r72: [cry / because / <test> / competition / hurt],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,medium,测试；考试,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
thanksgiving,Thanksgiving,n. 感恩,6年级下,1,6年级下@r32: [moose / countryside / <Thanksgiving> / roast turkey / squirrel],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
the british museum,the British Museum,大英博物馆;伦敦大英博物馆;不列颠博物馆,6年级上,1,6年级上@r28: [Sydney / Washington D.C. / <the British Museum> / the CN Tower / kangaroo],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the cn tower,the CN Tower,无,6年级上,1,6年级上@r29: [Washington D.C. / the British Museum / <the CN Tower> / kangaroo / the Opera House],missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the great wall,the Great Wall,长城;万里长城;中国万里长城,4年级下,1,4年级下@r51: [West Lake / row a boat / <the Great Wall> / take photos / summer vacation],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the london eye,the London Eye,伦敦眼;英航伦敦眼;英国伦敦眼,6年级上,1,6年级上@r37: [French / Tower Bridge / <the London Eye> / hiking / sunrise],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the matter,the matter,"有问题,有毛病",3年级上,1,3年级上@r21: [foot / feet / <the matter> / hurt / help],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the opera house,the Opera House,悉尼歌剧院;剧院及电影院;大剧院,6年级上,1,6年级上@r31: [the CN Tower / kangaroo / <the Opera House> / the White House / clock],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the potala palace,the Potala Palace,布达拉宫;中国西藏布达拉宫,6年级上,1,6年级上@r5: [soup / garden / <the Potala Palace> / the Summer Palace / the Terracotta Army],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the stone forest,the Stone Forest,无,5年级下,1,5年级下@r75: [swam / ate ice-cream / <the Stone Forest> / bought some gifts / took photos],missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the summer palace,the Summer Palace,颐和园;颐和圆;之颐和园,6年级上,1,6年级上@r6: [garden / the Potala Palace / <the Summer Palace> / the Terracotta Army / vacation],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the terracotta army,the Terracotta Army,无,6年级上,1,6年级上@r7: [the Potala Palace / the Summer Palace / <the Terracotta Army> / vacation / taste],missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the uk,the UK,(等于the United Kingdom)英国,4年级下,1,4年级下@r78: [Canada / Australia / <the UK> / the USA / China],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the usa,the USA,美国;美利坚合众国;现在我们有美国的大哥,4年级下,1,4年级下@r79: [Australia / the UK / <the USA> / China / koala],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the white house,the White House,na. 白宫,6年级上,1,6年级上@r32: [kangaroo / the Opera House / <the White House> / clock / speak],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
the yangtze river,the Yangtze River,na. 长江,6年级上,1,6年级上@r18: [temple / around / <the Yangtze River> / foggy / spicy],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
theatre,theatre,"n. 电影院,戏院;戏剧;阶梯式讲堂",4年级上,1,4年级上@r57: [earth / snow / <theatre> / come / enjoy],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
thing,thing,n. 事情;东西;事物;情况,4年级下,1,4年级下@r37: [station / place / <thing> / stay / star],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
thirteen,thirteen,n. 十三;十三岁;十三个 num. 十三 adj. 十三的;十三个的,2年级下,1,2年级下@r34: [forty / fifty / <thirteen> / fourteen / fifteen],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,十三,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
three times a week,three times a week,一周三次;每周三次;一星期三次,4年级下,1,4年级下@r75: [once a week / twice a week / <three times a week> / Canada / Australia],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
tidy the desk,tidy the desk,无,5年级上,1,5年级上@r65: [take out the rubbish / wash clothes / <tidy the desk> / sweep the floor / call],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
too much,too much,na. 太过份,5年级下,1,5年级下@r2: [<too much> / candy / go to bed],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
took photos,took photos,无,5年级下,1,5年级下@r77: [the Stone Forest / bought some gifts / <took photos> / saw flowers / slept],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
toothache,toothache,n. [口腔] 牙痛,5年级下,1,5年级下@r14: [stomachache / headache / <toothache> / a lot of / sleepy],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
top,top,"n. 顶部,顶端;上部;首席;陀螺 adj. 最高的,顶上的;头等的 vt. 超越,超过;给...加盖;达到...的顶端 vi. 高出,超越;结束;达到顶点",6年级下,1,6年级下@r19: [volunteer / sandwich / <top> / habit / idea],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not establish noun/adjective/prepositional use of top as one clear target sense.,no
toronto,Toronto,n. 多伦多(加拿大城市),6年级上,1,6年级上@r25: [stone / London / <Toronto> / Sydney / Washington D.C.],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
tower bridge,Tower Bridge,n. 【旅】塔桥;【旅】伦敦塔桥,6年级上,1,6年级上@r36: [speak / French / <Tower Bridge> / the London Eye / hiking],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
train,train,n. 火车;行列;长队;裙裾 v. 培养;训练;瞄准,1年级下,1,1年级下@r19: [ball / doll / <train> / car / bear],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
transportation,transportation,n. 运输;运输系统;运输工具;流放,4年级上,1,4年级上@r53: [meeting place / gate / <transportation> / film / earth],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
tree planting day,Tree Planting Day,无,5年级下,1,5年级下@r22: [more / New Year's Day / <Tree Planting Day> / Mother's Day / Children's Day],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
trunk,trunk,n. 树干;躯干;象鼻;汽车车尾的行李箱 adj. 干线的;躯干的;箱子的 vt. 把...放入旅行箱内,6年级上,1,6年级上@r52: [metre / spend / <trunk> / peanut / fan],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,象鼻,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
turn left,turn left,un. 向左转,4年级下,1,4年级下@r9: [bank / grocery / <turn left> / turn right / go straight],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
turn right,turn right,na. 转往右面,4年级下,1,4年级下@r10: [grocery / turn left / <turn right> / go straight / crossroads],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
turtle,turtle,"n. 龟,甲鱼;海龟",3年级上,1,3年级上@r58: [pet / snake / <turtle> / small / long],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
tusk,tusk,"n. 长牙;尖头,尖形物 vt. 以牙刺戳;以长牙掘",6年级上,1,6年级上@r55: [peanut / fan / <tusk> / Africa / Asia],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,长牙；象牙,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
twenty-fifth,twenty-fifth,第二十五,5年级下,1,5年级下@r36: [twelfth / 12th / <twenty-fifth> / 25th / plant],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
twice a week,twice a week,一周两次;每周两次;一星期两次,4年级下,1,4年级下@r74: [never / once a week / <twice a week> / three times a week / Canada],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
umbrella,umbrella,n. 雨伞;保护伞;庇护;伞形结构,2年级下,1,2年级下@r14: [windy / sunny / <umbrella> / weather / wow],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
university,university,n. 大学;综合性大学;大学校舍,6年级上,1,6年级上@r89: [study / story / <university> / deaf / blind],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
visit one's grandparents,visit one's grandparents,无,4年级上,1,4年级上@r16: [father / get up / <visit one's grandparents> / go to a drawing club / climb a hill],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
visit the mogao caves,visit the Mogao Caves,无,4年级下,1,4年级下@r48: [ski / eat seafood / <visit the Mogao Caves> / West Lake / row a boat],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
visited grandparents,visited grandparents,无,5年级下,1,5年级下@r58: [watched TV / climbed a hill / <visited grandparents> / danced / jumped rope],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
