NoteID,LearnerProfile,LearnerLevel,PromptHint,ExampleSentence,ExampleTranslation,PresentationStatus,PresentationSource
KV000793,klose,4,,We had roast turkey for dinner.,我们晚饭吃了烤火鸡。,migrated-curated,rj_start1:curation
KV000794,klose,4,,A squirrel can climb trees.,松鼠会爬树。,migrated-curated,rj_start1:curation
KV000795,klose,4,,The swan is swimming on the lake.,天鹅正在湖上游泳。,migrated-curated,rj_start1:curation
KV000796,klose,4,,Wild geese fly south in autumn.,大雁秋天向南飞。,migrated-curated,rj_start1:curation
KV000797,klose,4,,A frog can jump and swim.,青蛙会跳也会游泳。,migrated-curated,rj_start1:curation
KV000798,klose,4,,I use an English-Chinese dictionary.,我使用英汉词典。,migrated-curated,rj_start1:curation
KV000799,klose,4,,There are many shops in the shopping centre.,购物中心里有很多商店。,migrated-curated,rj_start1:curation
KV000800,klose,4,,We went shopping at the mall.,我们去商场购物了。,migrated-curated,rj_start1:curation
KV000801,klose,4,,The CN Tower is amazing.,加拿大国家电视塔令人惊叹。,migrated-curated,rj_start1:curation
KV000802,klose,4,,We ate hot pot together.,我们一起吃了火锅。,migrated-curated,rj_start1:curation
KV000803,klose,4,,My mum is an office worker.,我妈妈是一名公司职员。,grade4-reviewed,klose:actual_grade4_overrides
KV000804,klose,4,,My dad is a factory worker.,我爸爸是一名工厂工人。,grade4-reviewed,klose:actual_grade4_overrides
KV000805,klose,4,v.,I can cook dinner for my family.,我会为家人做晚饭。,grade4-reviewed,klose:actual_grade4_overrides
KV000806,klose,4,,I clean my room every week.,我每周打扫我的房间。,grade4-reviewed,klose:actual_grade4_overrides
KV000807,klose,4,,I look after my little brother.,我照顾我的弟弟。,grade4-reviewed,klose:actual_grade4_overrides
KV000808,klose,4,,I sweep the floor after dinner.,晚饭后我扫地。,grade4-reviewed,klose:actual_grade4_overrides
KV000809,klose,4,,My brother is strong.,我哥哥很强壮。,grade4-reviewed,klose:actual_grade4_overrides
KV000810,klose,4,,Our new teacher is very kind.,我们的新老师很友好。,grade4-reviewed,klose:actual_grade4_overrides
KV000811,klose,4,,She is my best friend.,她是我最好的朋友。,grade4-reviewed,klose:actual_grade4_overrides
KV000812,klose,4,,I read books after school.,我放学后读书。,grade4-reviewed,klose:actual_grade4_overrides
KV000813,klose,4,,The children play in the park.,孩子们在公园里玩。,grade4-reviewed,klose:actual_grade4_overrides
KV000814,klose,4,,This game is fun.,这个游戏很有趣。,grade4-reviewed,klose:actual_grade4_overrides
KV000815,klose,4,,We play football after school.,我们放学后踢足球。,grade4-reviewed,klose:actual_grade4_overrides
KV000816,klose,4,位置,The park is over there.,公园在那边。,grade4-reviewed,klose:actual_grade4_overrides
KV000817,klose,4,,The bus stop is near our school.,公共汽车站在我们学校附近。,grade4-reviewed,klose:actual_grade4_overrides
KV000818,klose,4,,Football is my favourite sport.,足球是我最喜欢的运动。,grade4-reviewed,klose:actual_grade4_overrides
KV000819,klose,4,,I walk to school every day.,我每天步行去上学。,grade4-reviewed,klose:actual_grade4_overrides
KV000820,klose,4,,There is a park in our community.,我们的社区里有一个公园。,grade4-reviewed,klose:actual_grade4_overrides
KV000821,klose,4,,This is a photo of my family.,这是一张我的全家福。,grade4-reviewed,klose:actual_grade4_overrides
KV000822,klose,4,,A firefighter helps people.,消防队员帮助人们。,grade4-reviewed,klose:actual_grade4_overrides
KV000823,klose,4,,My uncle is a driver.,我叔叔是一名司机。,grade4-reviewed,klose:actual_grade4_overrides
KV000824,klose,4,,She is a cleaner at our school.,她是我们学校的一名清洁工。,grade4-reviewed,klose:actual_grade4_overrides
KV000825,klose,4,,The delivery worker is at the door.,快递员在门口。,grade4-reviewed,klose:actual_grade4_overrides
KV000826,klose,4,,I am doing my homework now.,我现在正在做家庭作业。,grade4-reviewed,klose:actual_grade4_overrides
KV000827,klose,4,,Please tell me your name.,请告诉我你的名字。,grade4-reviewed,klose:actual_grade4_overrides
KV000828,klose,4,,Ms Li is our teacher.,李女士是我们的老师。,grade4-reviewed,klose:actual_grade4_overrides
KV000829,klose,4,,There is a lot of rain today.,今天雨很多。,grade4-reviewed,klose:actual_grade4_overrides
KV000830,klose,4,,The shop is closed today.,这家商店今天关门。,grade4-reviewed,klose:actual_grade4_overrides
KV000831,klose,4,,I can fly a kite.,我会放风筝。,grade4-reviewed,klose:actual_grade4_overrides
KV000832,klose,4,,My kite is red.,我的风筝是红色的。,grade4-reviewed,klose:actual_grade4_overrides
KV000833,klose,4,,We make a snowman in winter.,我们冬天堆雪人。,grade4-reviewed,klose:actual_grade4_overrides
KV000834,klose,4,,Whose book is this?,这是谁的书？,grade4-reviewed,klose:actual_grade4_overrides
KV000835,klose,4,,This book is mine.,这本书是我的。,grade4-reviewed,klose:actual_grade4_overrides
KV000836,klose,4,,Which book do you like?,你喜欢哪一本书？,grade4-reviewed,klose:actual_grade4_overrides
KV000837,klose,4,,Our family gets together on Sunday.,我们一家星期日聚会。,grade4-reviewed,klose:actual_grade4_overrides
KV000838,klose,4,,This leaf is red.,这片叶子是红色的。,grade4-reviewed,klose:actual_grade4_overrides
KV000839,klose,4,,I do my homework and then I play.,我先做家庭作业，然后玩。,grade4-reviewed,klose:actual_grade4_overrides
KV000840,klose,4,,Hurry up! We are late.,快点！我们迟到了。,grade4-reviewed,klose:actual_grade4_overrides
KV000841,klose,4,,I am ready for school.,我准备好去上学了。,grade4-reviewed,klose:actual_grade4_overrides
KV000842,klose,4,,This is a school rule.,这是一条校规。,grade4-reviewed,klose:actual_grade4_overrides
KV000843,klose,4,,Please turn off the light.,请把灯关掉。,grade4-reviewed,klose:actual_grade4_overrides
KV000844,klose,4,,My desk is tidy.,我的书桌很整洁。,grade4-reviewed,klose:actual_grade4_overrides
KV000845,klose,4,,Please open the window.,请打开窗户。,grade4-reviewed,klose:actual_grade4_overrides
KV000846,klose,4,,I understand this word.,我理解这个单词。,grade4-reviewed,klose:actual_grade4_overrides
KV000847,klose,4,,There is a picture on the wall.,墙上有一幅画。,grade4-reviewed,klose:actual_grade4_overrides
KV000848,klose,4,,My grandpa reads the newspaper.,我爷爷看报纸。,grade4-reviewed,klose:actual_grade4_overrides
KV000849,klose,4,,Please hand out the books.,请把书分发下去。,grade4-reviewed,klose:actual_grade4_overrides
KV000850,klose,4,,Open your workbook please.,请打开你的练习册。,grade4-reviewed,klose:actual_grade4_overrides
KV000851,klose,4,,I watch TV after school.,我放学后看电视。,grade4-reviewed,klose:actual_grade4_overrides
KV000852,klose,4,,We watch TV in the living room.,我们在客厅看电视。,grade4-reviewed,klose:actual_grade4_overrides
KV000853,klose,4,,I do my homework after school.,我放学后做家庭作业。,grade4-reviewed,klose:actual_grade4_overrides
KV000854,klose,4,,I know this word.,我认识这个单词。,grade4-reviewed,klose:actual_grade4_overrides
KV000855,klose,4,,I wash my hands before dinner.,我晚饭前洗手。,grade4-reviewed,klose:actual_grade4_overrides
KV000856,klose,4,,The music is too loud.,音乐声音太大了。,grade4-reviewed,klose:actual_grade4_overrides
KV000857,klose,4,,I sleep in my bedroom.,我在我的卧室睡觉。,grade4-reviewed,klose:actual_grade4_overrides
KV000858,klose,4,,I think this book is good.,我觉得这本书很好。,grade4-reviewed,klose:actual_grade4_overrides
KV000859,klose,4,,My parents work hard.,我的父母努力工作。,grade4-reviewed,klose:actual_grade4_overrides
KV000860,klose,4,,She works hard every day.,她每天都努力工作。,grade4-reviewed,klose:actual_grade4_overrides
KV000861,klose,4,,Please follow this rule.,请遵守这条规则。,grade4-reviewed,klose:actual_grade4_overrides
KV000862,klose,4,,I feel tired today.,我今天觉得很累。,grade4-reviewed,klose:actual_grade4_overrides
KV000863,klose,4,结束,Class is over.,下课了。,grade4-reviewed,klose:actual_grade4_overrides
KV000864,klose,4,,That kid is my friend.,那个小孩是我的朋友。,grade4-reviewed,klose:actual_grade4_overrides
KV000865,klose,4,,We have dinner at six.,我们六点吃晚饭。,grade4-reviewed,klose:actual_grade4_overrides
KV000866,klose,4,,I have lunch at school.,我在学校吃午餐。,grade4-reviewed,klose:actual_grade4_overrides
KV000867,klose,4,,Wait a minute please.,请等一分钟。,grade4-reviewed,klose:actual_grade4_overrides
KV000868,klose,4,,This pair of trousers is new.,这条裤子是新的。,grade4-reviewed,klose:actual_grade4_overrides
KV000869,klose,4,,These clothes are mine.,这些衣服是我的。,grade4-reviewed,klose:actual_grade4_overrides
KV000870,klose,4,,Those are my shoes.,那些是我的鞋。,grade4-reviewed,klose:actual_grade4_overrides
KV000871,klose,4,,This jacket is too expensive.,这件夹克太贵了。,grade4-reviewed,klose:actual_grade4_overrides
KV000872,klose,4,,I will take this jacket.,我要买这件夹克。,grade4-reviewed,klose:actual_grade4_overrides
KV000873,klose,4,,These shoes are cheap.,这些鞋很便宜。,grade4-reviewed,klose:actual_grade4_overrides
KV000874,klose,4,,This hat is too big.,这顶帽子太大了。,grade4-reviewed,klose:actual_grade4_overrides
KV000875,klose,4,,I wear sunglasses in summer.,我夏天戴太阳镜。,grade4-reviewed,klose:actual_grade4_overrides
KV000876,klose,4,,The water is free.,这水是免费的。,grade4-reviewed,klose:actual_grade4_overrides
KV000877,klose,4,,This T-shirt is too large for me.,这件T恤衫对我来说太大了。,grade4-reviewed,klose:actual_grade4_overrides
KV000878,klose,4,,What size do you wear?,你穿多大尺码？,grade4-reviewed,klose:actual_grade4_overrides
KV000879,klose,4,,I have a shopping list.,我有一张购物清单。,grade4-reviewed,klose:actual_grade4_overrides
KV000880,klose,4,,Can I try on this coat?,我可以试穿这件外套吗？,grade4-reviewed,klose:actual_grade4_overrides
KV000881,klose,4,,Any colour is OK.,任何颜色都可以。,grade4-reviewed,klose:actual_grade4_overrides
KV000882,klose,4,,There is a mouse in the kitchen.,厨房里有一只老鼠。,grade4-reviewed,klose:actual_grade4_overrides
KV000883,klose,4,,This carrot is for the rabbit.,这根胡萝卜是给兔子的。,grade4-reviewed,klose:actual_grade4_overrides
KV000884,klose,4,,I like green beans.,我喜欢吃四季豆。,grade4-reviewed,klose:actual_grade4_overrides
KV000885,klose,4,,There is a can on the table.,桌上有一个金属罐。,grade4-reviewed,klose:actual_grade4_overrides
KV000886,klose,4,,I have a box of crayons.,我有一盒蜡笔。,grade4-reviewed,klose:actual_grade4_overrides
KV000887,klose,4,,I feed the sheep every day.,我每天喂羊。,grade4-reviewed,klose:actual_grade4_overrides
KV000888,klose,4,,Please pass me the bowl.,请把碗递给我。,grade4-reviewed,klose:actual_grade4_overrides
KV000889,klose,4,,We pick apples from the tree.,我们从树上摘苹果。,grade4-reviewed,klose:actual_grade4_overrides
KV000890,klose,4,,They milk the cow every morning.,他们每天早晨给奶牛挤奶。,grade4-reviewed,klose:actual_grade4_overrides
KV000891,klose,4,,I eat with a fork.,我用餐叉吃饭。,grade4-reviewed,klose:actual_grade4_overrides
KV000892,klose,4,,Do not waste food.,不要浪费食物。,grade4-reviewed,klose:actual_grade4_overrides
KV000893,klose,4,,I like this food.,我喜欢这种食物。,grade4-reviewed,klose:actual_grade4_overrides
KV000894,klose,4,,We clear the table after dinner.,我们晚饭后收拾餐桌。,grade4-reviewed,klose:actual_grade4_overrides
KV000895,klose,4,,I set the table before dinner.,我晚饭前摆放餐具。,grade4-reviewed,klose:actual_grade4_overrides
KV000896,klose,4,,The rice is in the bowl.,米饭在碗里。,grade4-reviewed,klose:actual_grade4_overrides
KV000897,klose,4,,This spoon is on the table.,这把勺子在桌上。,grade4-reviewed,klose:actual_grade4_overrides
KV000898,klose,4,,She can do it herself.,她可以自己做这件事。,grade4-reviewed,klose:actual_grade4_overrides
KV000899,klose,4,,I like vegetable salad.,我喜欢蔬菜沙拉。,grade4-reviewed,klose:actual_grade4_overrides
KV000900,klose,4,,Please turn on the fan.,请打开风扇。,grade4-reviewed,klose:actual_grade4_overrides
KV000901,klose,4,,I want to speak in class.,我想在课堂上发言。,grade4-reviewed,klose:actual_grade4_overrides
