MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,StageAClass,SeedMatchKeys,SeedDisplayForms,SeedDefinitions,NeedsSenseReview
reptile,reptile,n. 爬行动物;卑鄙的人 adj. 爬虫类的;卑鄙的,6年级上,1,new-surface-candidate,,,,yes
restaurant,restaurant,n. 餐馆;[经] 饭店,4年级下,1,new-surface-candidate,,,,yes
rice,rice,n. 稻;米饭 vt. 把...捣成米糊状,1年级下|3年级上,2,exact-surface-overlap,rice,rice,n. 稻;米饭 vt. 把...捣成米糊状,yes
ride a bike,ride a bike,骑自行车;骑车;骑单车,2年级下|3年级下,2,new-surface-candidate,,,,yes
roast turkey,roast turkey,n. 【食】烤火鸡,6年级下,1,new-surface-candidate,,,,yes
roller skating,roller skating,un. 滑旱冰,4年级上,1,new-surface-candidate,,,,yes
room,room,"n. 房间;空间;余地;机会;房间里所有的人 vt. 为...提供住处;租房,合住;投宿,住宿;留...住宿 vi. 居住;住宿",3年级下,1,exact-surface-overlap,room,room,"n. 房间;空间;余地;机会;房间里所有的人 vt. 为...提供住处;租房,合住;投宿,住宿;留",yes
row a boat,row a boat,划船;摇船;划船最好用,4年级下,1,new-surface-candidate,,,,yes
rowed a boat,rowed a boat,无,5年级下,1,new-surface-candidate,,,,yes
ruler,ruler,"n. 尺;统治者;[测] 划线板,划线的人",1年级上|4年级上,2,exact-surface-overlap,ruler,ruler,"n. 尺;统治者;[测] 划线板,划线的人",yes
run,run,"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",3年级下,1,exact-surface-overlap,run,run,"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",yes
run down the stairs,run down the stairs,无,4年级上,1,new-surface-candidate,,,,yes
running,running,n. 运转;赛跑;流出 v. 跑;运转(run的ing形式);行驶 adj. 连续的;流动的;跑着的;运转着的,4年级上,1,new-surface-candidate,,,,yes
sad,sad,"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",5年级下|6年级上,2,exact-surface-overlap,sad,sad,"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",yes
safe,safe,n. 保险箱;冷藏室;纱橱 adj. 安全的;可靠的;平安的,4年级上,1,exact-surface-overlap,safe,safe,n. 保险箱;冷藏室;纱橱 adj. 安全的;可靠的;平安的,yes
safety rule,safety rule,安全规程,4年级上,1,new-surface-candidate,,,,yes
saleswoman,saleswoman,n. [贸易] 女售货员;[贸易] 女店员,5年级上,1,new-surface-candidate,,,,yes
sandwich,sandwich,n. 三明治;夹心面包 vt. 夹入;挤进;把...做成三明治,6年级下,1,new-surface-candidate,,,,yes
saturday,Saturday,n. 星期六,2年级下|4年级上,2,exact-surface-overlap,saturday,Saturday,n. 星期六,yes
saw flowers,saw flowers,无,5年级下,1,new-surface-candidate,,,,yes
say,say,vt. 讲;说明;例如;声称;假设;指明 vi. 讲;表示;念;假定;背诵,5年级下,1,exact-surface-overlap,say,say,vt. 讲;说明;例如;声称;假设;指明 vi. 讲;表示;念;假定;背诵,yes
scared,scared,v. 使害怕(scare的过去分词) adj. 害怕的,6年级上,1,new-surface-candidate,,,,yes
scarf,scarf,"n. 围巾;嵌接,嵌接处;头巾领巾 vt. 披嵌接;用围巾围",6年级下,1,new-surface-candidate,,,,yes
school,school,n. 学校;学院;学派;鱼群 vt. 教育,2年级上|4年级下,2,exact-surface-overlap,school,school,n. 学校;学院;学派;鱼群 vt. 教育,yes
schoolbag,schoolbag,n. 书包,1年级上|4年级上,2,exact-surface-overlap,schoolbag,schoolbag,n. 书包,yes
science,science,n. 科学;技术;学科;理科,3年级下,1,exact-surface-overlap,science,science,n. 科学;技术;学科;理科,yes
scientist,scientist,n. 科学家,6年级上,1,new-surface-candidate,,,,yes
scissors,scissors,n. 剪刀;剪式跳法 v. 剪开;删除(scissor的第三人称单数),4年级上,1,new-surface-candidate,,,,yes
sea,sea,n. 海;海洋;许多;大量,4年级下,1,exact-surface-overlap,sea,sea,n. 海;海洋;许多;大量,yes
season,season,n. 时期;季节;赛季 vt. 给...调味;使适应 vi. 变得成熟;变干燥,2年级下,1,exact-surface-overlap,season,season,n. 时期;季节;赛季 vt. 给...调味;使适应 vi. 变得成熟;变干燥,yes
second,second,num. 第二 n. 秒;第二名;瞬间;二等品 adj. 第二的;次要的;附加的 vt. 支持 adv. 第二;其次;居第二位,3年级下,1,exact-surface-overlap,second,second,num. 第二 n. 秒;第二名;瞬间;二等品 adj. 第二的;次要的;附加的 vt. 支持 adv. 第二;其次;居第二位,yes
see a film,see a film,看电影;去看电影;去电影院看电影,4年级下,1,new-surface-candidate,,,,yes
send,send,"n. 上升运动 vi. 派人;寄信 vt. 发送,寄;派遣;使进入;发射",4年级下,1,new-surface-candidate,,,,yes
send a short message,send a short message,无,5年级下,1,new-surface-candidate,,,,yes
send an email,send an email,无,5年级下,1,new-surface-candidate,,,,yes
september,September,n. 九月,3年级上,1,exact-surface-overlap,september,September,n. 九月,yes
seven,seven,"num. 七个,七 n. 七个,七 adj. 七的;七个的",1年级上,1,exact-surface-overlap,seven,seven,"num. 七个,七 n. 七个,七 adj. 七的;七个的",yes
shark,shark,n. 鲨鱼;骗子 vt. 敲诈 vi. 诈骗,6年级上,1,new-surface-candidate,,,,yes
she,she,n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),2年级上,1,exact-surface-overlap,she,she,n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),yes
sheep,sheep,"n. 羊,绵羊;胆小鬼",5年级上,1,exact-surface-overlap,sheep,sheep,"n. 羊,绵羊;胆小鬼",yes
shirt,shirt,"n. 衬衫;汗衫,内衣",1年级下|3年级上,2,exact-surface-overlap,shirt,shirt,"n. 衬衫;汗衫,内衣",yes
shoes,shoes,n. 鞋子(shoe的复数) v. 穿鞋(shoe的第三人称单数),3年级上,1,morphology-overlap,shoe,shoe,n. 鞋;蹄铁;外胎 vt. 给......穿上鞋;穿......鞋,yes
shop,shop,n. 商店;店铺 vt. 购物 vi. 购物;买东西,4年级上,1,exact-surface-overlap,shop,shop,n. 商店;店铺 vt. 购物 vi. 购物;买东西,yes
shopping centre,shopping centre,"n. 购物中心(集中一批商店,有时在同一建筑物内)",6年级下,1,new-surface-candidate,,,,yes
shopping list,shopping list,n. 购物单;采购单,3年级上,1,new-surface-candidate,,,,yes
shopping mall,shopping mall,un. 商业区林荫路,6年级下,1,new-surface-candidate,,,,yes
short,short,"n. 短;缺乏;短路;短裤 adj. 短的;不足的;矮的,低的 adv. 不足;突然;唐突地",2年级上|3年级上,2,exact-surface-overlap,short,short,"n. 短;缺乏;短路;短裤 adj. 短的;不足的;矮的,低的 adv. 不足;突然;唐突地",yes
shorts,shorts,n. 短裤,1年级下|3年级上,2,exact-surface-overlap,shorts,shorts,n. 短裤,yes
should,should,aux. 应该;就;可能;将要,3年级上,1,exact-surface-overlap,should,should,aux. 应该;就;可能;将要,yes
show ... around,show ... around,v. 带...参观,6年级下,1,new-surface-candidate,,,,yes
sick,sick,adj. 厌恶的;病态的;不舒服;渴望的;恶心的 ;生病的 n. 病人 vt. 使狗去咬;呕吐;追击,4年级上,1,new-surface-candidate,,,,yes
sidewalk,sidewalk,n. 人行道,4年级上,1,new-surface-candidate,,,,yes
silk,silk,n. 丝绸;蚕丝;丝织物 adj. 丝的;丝绸的;丝制的 vi. (玉米)处于长须的阶段中,6年级上,1,new-surface-candidate,,,,yes
sing songs,sing songs,n. 歌咏,3年级下,1,new-surface-candidate,,,,yes
singing,singing,n. 歌唱;歌声;耳鸣;振鸣 v. 唱歌(sing的ing形式) adj. 唱歌的;音乐般的,4年级下,1,new-surface-candidate,,,,yes
sister,sister,n. 姐妹;(称志同道合者)姐妹;修女;护士 adj. 姐妹般的;同类型的,2年级上|3年级下,2,exact-surface-overlap,sister,sister,n. 姐妹;(称志同道合者)姐妹;修女;护士 adj. 姐妹般的;同类型的,yes
six,six,"num. 六,六个 n. 六,六个",1年级上,1,new-surface-candidate,,,,yes
skateboarding,skateboarding,n. 滑板运动,4年级下,1,new-surface-candidate,,,,yes
ski,ski,n. 滑雪橇 vi. 滑雪 adj. 滑雪(用)的,4年级下,1,exact-surface-overlap,ski,ski,n. 滑雪橇 vi. 滑雪 adj. 滑雪(用)的,yes
skirt,skirt,"n. 裙子 vt. 绕过,回避;位于...边缘 vi. 沿边走,绕开;环绕",1年级下|3年级上,2,exact-surface-overlap,skirt,skirt,"n. 裙子 vt. 绕过,回避;位于...边缘 vi. 沿边走,绕开;环绕",yes
sleepy,sleepy,adj. 欲睡的;困乏的;不活跃的,5年级下,1,new-surface-candidate,,,,yes
slept,slept,v. 睡觉(sleep的过去式和过去分词),5年级下,1,new-surface-candidate,,,,yes
slim,slim,adj. 苗条的;修长的;微小的;差的 vt. 使...体重减轻;使...苗条 vi. 减轻体重;变细,5年级上,1,new-surface-candidate,,,,yes
small,small,"n. 小件物品;矮小的人 adj. 少的,小的;微弱的;几乎没有的;不重要的;幼小的 adv. 小小地;卑鄙地",3年级上,1,exact-surface-overlap,small,small,"n. 小件物品;矮小的人 adj. 少的,小的;微弱的;几乎没有的;不重要的;幼小的 adv. 小小地;卑鄙地",yes
smart,smart,adj. 聪明的;巧妙的;敏捷的;厉害的;潇洒的;剧烈的;时髦的,6年级上,1,exact-surface-overlap,smart,smart,adj. 聪明的;巧妙的;敏捷的;厉害的;潇洒的;剧烈的;时髦的,yes
snake,snake,n. 蛇;阴险的人 vt. 拉(木材等);迂回前进 vi. 迂回前进,3年级上,1,exact-surface-overlap,snake,snake,n. 蛇;阴险的人 vt. 拉(木材等);迂回前进 vi. 迂回前进,yes
snow,snow,"n. 雪,积雪;下雪 vt. 使纷纷落下;使变白 vi. 降雪",4年级上,1,exact-surface-overlap,snow,snow,"n. 雪,积雪;下雪 vt. 使纷纷落下;使变白 vi. 降雪",yes
snowy,snowy,"adj. 下雪的,多雪的;被雪覆盖的;洁白无瑕的",2年级下,1,exact-surface-overlap,snowy,snowy,"adj. 下雪的,多雪的;被雪覆盖的;洁白无瑕的",yes
so,so,"conj. 所以;因此 adv. 如此,这么;确是如此 pron. 这样",4年级上,1,new-surface-candidate,,,,yes
socks,socks,n. 袜子(sock的复数),1年级下|3年级上,2,morphology-overlap,sock,sock,vt. 重击;给......穿袜 n. 短袜;一击 adv. 正着地;不偏不倚地 adj. 非常成功的,yes
sofa,sofa,n. 沙发;长椅,3年级下,1,exact-surface-overlap,sofa,sofa,n. 沙发;长椅,yes
sometimes,sometimes,"adv. 有时,间或",5年级上,1,exact-surface-overlap,sometimes,sometimes,"adv. 有时,间或",yes
soon,soon,"adv. 快;不久,一会儿;立刻;宁愿",3年级上,1,exact-surface-overlap,soon,soon,"adv. 快;不久,一会儿;立刻;",yes
sorry,sorry,"adj. 遗憾的;对不起的,抱歉的 int. 对不起,抱歉(表示委婉的拒绝等)",1年级下,1,exact-surface-overlap,sorry,sorry,"adj. 遗憾的;对不起的,抱歉的 int. 对不起,抱歉(表示委婉的拒绝等)",yes
sound,sound,"n. 声音,语音;噪音;海峡;吵闹;听力范围;[医] 探条 adj. 健全的,健康的;合理的;可靠的;有效彻底的 vt. 听(诊);测量,测...深;使发声;试探;宣告 vi. 听起来;发出声音;回响;测深 adv. 彻底地,充分地",4年级上,1,exact-surface-overlap,sound,sound,"n. 声音,语音;噪音;海峡;吵闹;听力范围;[医] 探条 adj. 健全的,健康的;合理的;可靠的;有效彻底的 vt. 听(诊);测量,测...深;使发声;试探;宣告 vi. 听起来;发出声音;回响;测深 adv. 彻底地,充分地",yes
soup,soup,"n. 汤,羹;马力 vt. 加速;增加马力",6年级上,1,exact-surface-overlap,soup,soup,"n. 汤,羹;马力 vt. 加速;增加马力",yes
south,south,"n. 南方,南边;南部 adj. 南的,南方的 adv. 在南方,向南方",6年级上,1,new-surface-candidate,,,,yes
speak,speak,vi. 说话;演讲;表明;陈述 vt. 讲话;发言;讲演,6年级上,1,exact-surface-overlap,speak,speak,vi. 说话;演讲;表明;陈述 vt. 讲话;发言;讲演,yes
special,special,"n. 特使,特派人员;特刊;特色菜;专车;特价商品 adj. 特别的;专门的,专用的",5年级下|6年级下,2,new-surface-candidate,,,,yes
spend,spend,"n. 预算 vt. 度过,消磨(时光);花费;浪费;用尽 vi. 花钱;用尽,耗尽",6年级上,1,new-surface-candidate,,,,yes
spicy,spicy,"adj. 辛辣的;香的,多香料的;下流的",6年级上,1,new-surface-candidate,,,,yes
sports centre,sports centre,"体育运动中心, 运动场",4年级下,1,new-surface-candidate,,,,yes
spring,spring,n. 春天;弹簧;泉水;活力;跳跃 adj. 春天的 vt. 使跳起;使爆炸;突然提出;使弹开 vi. 生长;涌出;跃出;裂开,2年级下,1,exact-surface-overlap,spring,spring,n. 春天;弹簧;泉水;活力;跳跃 adj. 春天的 vt. 使跳起;使爆炸;突然提出;使弹开 vi. 生长;涌出;跃出;裂开,yes
square,square,n. 平方;广场;正方形 adj. 平方的;正方形的;直角的;正直的 vt. 使成方形;与...一致 vi. 一致;成方形 adv. 成直角地,4年级下,1,exact-surface-overlap,square,square,n. 平方;广场;正方形 adj. 平方的;正方形的;直角的;正直的 vt. 使成方形;与...一致 vi. 一致;成方形 adv. 成直角地,yes
squirrel,squirrel,n. 松鼠;松鼠毛皮 vt. 贮藏,6年级下,1,new-surface-candidate,,,,yes
stadium,stadium,n. 体育场;露天大型运动场,6年级下,1,new-surface-candidate,,,,yes
stamp,stamp,n. 邮票;印记;标志;跺脚 vt. 铭记;标出;盖章于...;贴邮票于...;用脚踩踏 vi. 跺脚;捣碎;毁掉,4年级下,1,exact-surface-overlap,stamp,stamp,n. 邮票;印记;标志;跺脚 vt. 铭记;标出;盖章于...;贴邮票于...;用脚踩踏 vi. 跺脚;捣碎;毁掉,yes
star,star,"n. 星,恒星;明星;星形物 adj. 明星的,主角的;星形的 vt. 用星号标于;由...主演,由...担任主角 vi. 担任主角",4年级下,1,exact-surface-overlap,star,star,"n. 星,恒星;明星;星形物 adj. 明星的,主角的;星形的 vt. 用星号标于;由...主演,由...担任主角 vi. 担任主角",yes
started to buy things,started to buy things,无,5年级下,1,new-surface-candidate,,,,yes
started to speak,started to speak,无,5年级下,1,new-surface-candidate,,,,yes
started to study english,started to study English,无,5年级下,1,new-surface-candidate,,,,yes
started to use a computer,started to use a computer,无,5年级下,1,new-surface-candidate,,,,yes
station,station,n. 车站;驻地;地位;身份 vt. 配置;安置;驻扎,4年级下,1,exact-surface-overlap,station,station,n. 车站;驻地;地位;身份 vt. 配置;安置;驻扎,yes
stay,stay,n. 逗留;停止;支柱 vi. 停留;坚持;暂住;停下 vt. 坚持;暂住;抑制,4年级下,1,exact-surface-overlap,stay,stay,n. 逗留;停止;支柱 vi. 停留;坚持;暂住;停下 vt. 坚持;暂住;抑制,yes
stayed at home,stayed at home,无,5年级下,1,new-surface-candidate,,,,yes
step,step,"n. 步,脚步;步骤;步伐;梯级 vt. 走,迈步 vi. 踏,踩;走",4年级上,1,new-surface-candidate,,,,yes
stomachache,stomachache,"n. 腹痛,肚子痛;胃痛",5年级下,1,new-surface-candidate,,,,yes
stone,stone,"n. 石头;结石;[宝] 宝石 adj. 石的,石制的 vt. 向扔石块;用石头铺",6年级上,1,new-surface-candidate,,,,yes
stop,stop,n. 停止;车站;障碍;逗留 vi. 停止;中止;逗留;被塞住 vt. 停止;堵塞;断绝,4年级上,1,exact-surface-overlap,stop,stop,n. 停止;车站;障碍;逗留 vi. 停止;中止;逗留;被塞住 vt. 停止;堵塞;断绝,yes
story,story,n. 故事;小说;新闻报道;来历;假话 vt. 用历史故事画装饰 vi. 说谎,6年级上,1,exact-surface-overlap,story,story,n. 故事;小说;新闻报道;来历;假话 vt. 用历史故事画装饰 vi. 说谎,yes
straight,straight,"n. 直;直线;直男,直女,异性恋者 adj. 直的;连续的;笔直的;正直的;整齐的;异性恋的 adv. 直接地;不断地;立即;坦率地",5年级上,1,new-surface-candidate,,,,yes
street,street,n. 街道 adj. 街道的,4年级上|4年级下,2,exact-surface-overlap,street,street,n. 街道 adj. 街道的,yes
study,study,"n. 学习,研究;课题;书房;学问 vt. 学习;考虑;攻读;细察 vi. 研究;用功",3年级下|6年级上,2,exact-surface-overlap,study,study,"n. 学习,研究;课题;书房;学问 vt. 学习;考虑;攻读;细察 vi. 研究;用功",yes
subject,subject,n. 主题;科目;[语] 主语;国民 adj. 服从的;易患...的;受制于...的 vt. 使...隶属;使屈从于...,5年级下,1,exact-surface-overlap,subject,subject,n. 主题;科目;[语] 主语;国民 adj. 服从的;易患...的;受制于...的 vt. 使...隶属;使屈从于...,yes
summary,summary,"n. 概要,摘要,总结 adj. 简易的;扼要的",3年级上,1,new-surface-candidate,,,,yes
summer,summer,n. 夏季;全盛时期 adj. 夏季的 vi. 避暑;过夏天,2年级下,1,exact-surface-overlap,summer,summer,n. 夏季;全盛时期 adj. 夏季的 vi. 避暑;过夏天,yes
summer vacation,summer vacation,n. 暑假,4年级下,1,new-surface-candidate,,,,yes
sunday,Sunday,n. 星期日;礼拜日,2年级下,1,exact-surface-overlap,sunday,Sunday,n. 星期日;礼拜日,yes
sunny,sunny,"adj. 阳光充足的,和煦的;快活的;性情开朗的",2年级下,1,exact-surface-overlap,sunny,sunny,"adj. 阳光充足的,和煦的;快活的;性情开朗的",yes
sunrise,sunrise,n. 日出;黎明,6年级上,1,new-surface-candidate,,,,yes
supermarket,supermarket,n. 超级市场;自助售货商店,2年级上|4年级下,2,exact-surface-overlap,supermarket,supermarket,n. 超级市场;自助售货商店,yes
sure,sure,adj. 确信的;可靠的;必定的 adv. 当然;的确,1年级下,1,exact-surface-overlap,sure,sure,adj. 确信的;可靠的;必定的 adv. 当然;的确,yes
swam,swam,v. 游泳(swim的过去式),5年级下,1,new-surface-candidate,,,,yes
swan,swan,"n. 天鹅;天鹅星座 vi. 游荡,闲荡",6年级下,1,new-surface-candidate,,,,yes
sweater,sweater,"n. 毛线衣,运动衫;大量出汗的人,发汗剂",3年级上,1,new-surface-candidate,,,,yes
sweep the floor,sweep the floor,扫地;清扫地板;打扫地板,5年级上,1,new-surface-candidate,,,,yes
swim,swim,n. 游泳;漂浮;眩晕 adj. 游泳时穿戴的 vi. 游泳;漂浮;浸;眩晕 vt. 游过;使浮起,2年级下|3年级下|4年级上,3,exact-surface-overlap,swim,swim,n. 游泳;漂浮;眩晕 adj. 游泳时穿戴的 vi. 游泳;漂浮;浸;眩晕 vt. 游过;使浮起,yes
sydney,Sydney,n. 悉尼(澳大利亚港市),6年级上,1,new-surface-candidate,,,,yes
t-shirt,T-shirt,n. 短袖圆领汗衫,1年级下|3年级上,2,new-surface-candidate,,,,yes
tail,tail,n. 尾巴;踪迹;辫子;燕尾服 adj. 从后面而来的;尾部的 vt. 尾随;装上尾巴 vi. 跟踪;变少或缩小,3年级上,1,new-surface-candidate,,,,yes
take out the rubbish,take out the rubbish,无,5年级上,1,new-surface-candidate,,,,yes
take photos,take photos,照相;拍照;拍照片,4年级下,2,new-surface-candidate,,,,yes
talk,talk,n. 谈话;演讲;空谈 vi. 谈话;说闲话 vt. 说;谈话;讨论,5年级上,1,exact-surface-overlap,talk,talk,n. 谈话;演讲;空谈 vi. 谈话;说闲话 vt. 说;谈话;讨论,yes
talk about,talk about,na. 讲(某事),6年级下,1,new-surface-candidate,,,,yes
tall,tall,adj. 高的;长的;过分的;夸大的 adv. 夸大地,2年级上,1,exact-surface-overlap,tall,tall,adj. 高的;长的;过分的;夸大的 adv. 夸大地,yes
taste,taste,n. 味道;品味;审美 vt. 尝;体验 vi. 尝起来;有...的味道,6年级上,1,new-surface-candidate,,,,yes
taxi driver,taxi driver,n. 计程车司机,4年级上,1,new-surface-candidate,,,,yes
tea,tea,n. 茶叶;茶树;茶点 vt. 给...沏茶 vi. 喝茶;进茶点,1年级下,1,exact-surface-overlap,tea,tea,n. 茶叶;茶树;茶点 vt. 给...沏茶 vi. 喝茶;进茶点,yes
teach,teach,vt. 教;教授;教导 vi. 教授;讲授;当老师,4年级上|5年级上,2,exact-surface-overlap,teach,teach,vt. 教;教授;教导 vi. 教授;讲授;当老师,yes
teacher,teacher,n. 教师;导师,1年级上|4年级上,2,exact-surface-overlap,teacher,teacher,n. 教师;导师,yes
teachers' day,Teachers' Day,n. 教师节,5年级下,1,new-surface-candidate,,,,yes
temple,temple,n. 庙宇;寺院;神殿;太阳穴,6年级上,1,new-surface-candidate,,,,yes
ten,ten,"num. 十个,十",1年级上,1,new-surface-candidate,,,,yes
tenth,tenth,num. 第十;十分之一 adj. 十分之一的;第十个的,5年级下,1,exact-surface-overlap,tenth,tenth,num. 第十;十分之一 adj. 十分之一的;第十个的,yes
test,test,n. 试验;检验 vt. 试验;测试 vi. 试验;测试,6年级上,1,new-surface-candidate,,,,yes
thank,thank,n. 感谢 vt. 感谢 int. 谢谢,2年级上,1,exact-surface-overlap,thank,thank,n. 感谢 vt. 感谢 int. 谢谢,yes
thanks,thanks,n. 谢谢(只用复数) int. 谢谢,1年级下,1,morphology-overlap,thank,thank,n. 感谢 vt. 感谢 int. 谢谢,yes
thanksgiving,Thanksgiving,n. 感恩,6年级下,1,new-surface-candidate,,,,yes
that,that,conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,3年级下,1,exact-surface-overlap,that,that,conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,yes
the,the,"art. 这;那 adv. 更加(用于比较级,最高级前)",1年级下,1,exact-surface-overlap,the,the,"art. 这;那 adv. 更加(用于比较级,最高级前)",yes
the british museum,the British Museum,大英博物馆;伦敦大英博物馆;不列颠博物馆,6年级上,1,new-surface-candidate,,,,yes
the cn tower,the CN Tower,无,6年级上,1,new-surface-candidate,,,,yes
the great wall,the Great Wall,长城;万里长城;中国万里长城,4年级下,1,new-surface-candidate,,,,yes
the london eye,the London Eye,伦敦眼;英航伦敦眼;英国伦敦眼,6年级上,1,new-surface-candidate,,,,yes
the matter,the matter,"有问题,有毛病",3年级上,1,new-surface-candidate,,,,yes
the opera house,the Opera House,悉尼歌剧院;剧院及电影院;大剧院,6年级上,1,new-surface-candidate,,,,yes
the potala palace,the Potala Palace,布达拉宫;中国西藏布达拉宫,6年级上,1,new-surface-candidate,,,,yes
the stone forest,the Stone Forest,无,5年级下,1,new-surface-candidate,,,,yes
the summer palace,the Summer Palace,颐和园;颐和圆;之颐和园,6年级上,1,new-surface-candidate,,,,yes
the terracotta army,the Terracotta Army,无,6年级上,1,new-surface-candidate,,,,yes
the uk,the UK,(等于the United Kingdom)英国,4年级下,1,new-surface-candidate,,,,yes
the usa,the USA,美国;美利坚合众国;现在我们有美国的大哥,4年级下,1,new-surface-candidate,,,,yes
the white house,the White House,na. 白宫,6年级上,1,new-surface-candidate,,,,yes
the yangtze river,the Yangtze River,na. 长江,6年级上,1,new-surface-candidate,,,,yes
theatre,theatre,"n. 电影院,戏院;戏剧;阶梯式讲堂",4年级上,1,new-surface-candidate,,,,yes
their,their,"pron. 他们的,她们的;它们的",4年级上,1,exact-surface-overlap,their,their,"pron. 他们的,她们的;它们的",yes
there,there,n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,1年级上,1,exact-surface-overlap,there,there,n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,yes
they,they,pron. 他们;它们;她们,3年级下,1,exact-surface-overlap,they,they,pron. 他们;它们;她们,yes
thin,thin,n. 细小部分 adj. 薄的;瘦的;稀薄的;微弱的 vt. 使瘦;使淡;使稀疏 vi. 变薄;变瘦;变淡 adv. 稀疏地;微弱地,2年级上,1,exact-surface-overlap,thin,thin,n. 细小部分 adj. 薄的;瘦的;稀薄的;微弱的 vt. 使瘦;使淡;使稀疏 vi. 变薄;变瘦;变淡 adv. 稀疏地;微弱地,yes
thing,thing,n. 事情;东西;事物;情况,4年级下,1,new-surface-candidate,,,,yes
third,third,num. 第三;三分之一 adj. 第三的;三分之一的,3年级下,1,exact-surface-overlap,third,third,num. 第三;三分之一 adj. 第三的;三分之一的,yes
thirsty,thirsty,"adj. 口渴的,口干的;渴望的,热望的",1年级下,1,exact-surface-overlap,thirsty,thirsty,"adj. 口渴的,口干的;渴望的,热望的",yes
thirteen,thirteen,n. 十三;十三岁;十三个 num. 十三 adj. 十三的;十三个的,2年级下,1,new-surface-candidate,,,,yes
thirty,thirty,num. 三十 n. 三十年代 adj. 三十个的,2年级下,1,exact-surface-overlap,thirty,thirty,num. 三十 n. 三十年代 adj. 三十个的,yes
this,this,adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,1年级上,1,exact-surface-overlap,this,this,adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,yes
three,three,"num. 三 n. 三,三个 adj. 三的,三个的",1年级上,1,exact-surface-overlap,three,three,"num. 三 n. 三,三个 adj. 三的,三个的",yes
three times a week,three times a week,一周三次;每周三次;一星期三次,4年级下,1,new-surface-candidate,,,,yes
thursday,Thursday,n. 星期四,2年级下|4年级上,2,exact-surface-overlap,thursday,Thursday,n. 星期四,yes
tidy the desk,tidy the desk,无,5年级上,1,new-surface-candidate,,,,yes
tiger,tiger,n. 老虎;凶暴的人,1年级上|3年级上,2,exact-surface-overlap,tiger,tiger,n. 老虎;凶暴的人,yes
time,time,n. 时间;时代;次数;节拍;倍数 adj. 定时的;定期的;分期的 vt. 计时;测定...的时间;安排...的速度,2年级下,1,exact-surface-overlap,time,time,n. 时间;时代;次数;节拍;倍数 adj. 定时的;定期的;分期的 vt. 计时;测定...的时间;安排...的速度,yes
tired,tired,"v. 疲倦;对...腻烦(tire的过去分词形式) adj. 疲倦的;厌倦的,厌烦的",5年级下,1,exact-surface-overlap,tired,tired,"v. 疲倦;对...腻烦(tire的过去分词形式) adj. 疲倦的;厌倦的,厌烦的",yes
to,to,prep. 到;向;(表示时间、方向)朝...方向 adv. 向前;(门等)关上,2年级上,1,exact-surface-overlap,to,to,prep. 到;向;(表示时间、方向)朝...方向 adv. 向前;(门等)关上,yes
today,today,n. 今天;现今 adv. 今天;现今,2年级下,1,exact-surface-overlap,today,today,n. 今天;现今 adv. 今天;现今,yes
together,together,"adj. 新潮的;情绪稳定的,做事有效率的 adv. 一起;同时;相互;连续地;总共",5年级下|6年级下,2,exact-surface-overlap,together,together,"adj. 新潮的;情绪稳定的,做事有效率的 adv. 一起;同时;相互;连续地;总共",yes
toilet,toilet,"n. 厕所,盥洗室;梳妆,打扮 vt. 给...梳妆打扮 vi. 梳妆,打扮",3年级下,1,exact-surface-overlap,toilet,toilet,"n. 厕所,盥洗室;梳妆,打扮 vt. 给...梳妆打扮 vi. 梳妆,打扮",yes
tomato,tomato,"n. 番茄,西红柿",3年级上,1,exact-surface-overlap,tomato,tomato,"n. 番茄,西红柿",yes
tomorrow,tomorrow,n. 明天;未来 adv. 明天;未来地(等于to-morrow),3年级下,1,exact-surface-overlap,tomorrow,tomorrow,n. 明天;未来 adv. 明天;未来地(等于to-morrow),yes
tongue,tongue,n. 舌头;语言 vt. 舔;斥责;用舌吹 vi. 说话;吹管乐器,3年级上,1,exact-surface-overlap,tongue,tongue,n. 舌头;语言 vt. 舔;斥责;用舌吹 vi. 说话;吹管乐器,yes
too,too,adv. 太;也;很;还;非常;过度,2年级上,1,exact-surface-overlap,too,too,adv. 太;也;很;还;非常;过度,yes
too much,too much,na. 太过份,5年级下,1,new-surface-candidate,,,,yes
took photos,took photos,无,5年级下,1,new-surface-candidate,,,,yes
toothache,toothache,n. [口腔] 牙痛,5年级下,1,new-surface-candidate,,,,yes
