MatchKey,DisplayForms,Definitions,OccurrenceCount,Books,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview
shop,shop,n. 商店;店铺 vt. 购物 vi. 购物;买东西,1,4年级上,exact-single,KV000411,shop,商店；购物,reuse-candidate,yes
short,short,"n. 短;缺乏;短路;短裤 adj. 短的;不足的;矮的,低的 adv. 不足;突然;唐突地",1,2年级上,exact-single,KV000123,short,矮的；短的,reuse-candidate,yes
shorts,shorts,n. 短裤,1,2年级下,exact-single,KV000097,shorts,短裤,reuse-candidate,yes
should,should,aux. 应该;就;可能;将要,1,5年级下,exact-single,KV000261,should,应该,reuse-candidate,yes
shoulder,shoulder,"n. 肩,肩膀;肩部 vi. 用肩推挤,用肩顶 vt. 肩负,承担",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
show,show,n. 显示;表演;炫耀 vt. 显示;说明;演出;展出 vi. 显示;说明;指示,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
sing,sing,n. 演唱;鸣声;呼啸声 vt. 唱;用诗赞颂;唱着使 vi. 唱歌;歌颂;鸣叫;呼号,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
singer,singer,"n. 歌手,歌唱家",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
sister,sister,n. 姐妹;(称志同道合者)姐妹;修女;护士 adj. 姐妹般的;同类型的,1,5年级下,exact-single,KV000102,sister,姐妹；姐姐；妹妹,reuse-candidate,yes
sit,sit,vi. 坐;位于 vt. 使就座,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
sixteen,sixteen,"num. 十六 adj. 十六的,十六个的",1,2年级上,no-existing-match,,,,new-identity-candidate,yes
sixth,sixth,"n. 月的第六日,(与the连用的)第六个;六分之一 adj. (与 the 连用)第六的,第六个的;六分之一的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
sixty,sixty,num. 六十;六十个,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
ski,ski,n. 滑雪橇 vi. 滑雪 adj. 滑雪(用)的,1,5年级上,exact-single,KV000478,ski,滑雪,reuse-candidate,yes
skirt,skirt,"n. 裙子 vt. 绕过,回避;位于...边缘 vi. 沿边走,绕开;环绕",2,1年级上|6年级下,exact-single,KV000094,skirt,短裙；裙子,reuse-candidate,yes
sky,sky,n. 天空;顶点 vt. 把...投向空中;把...挂得过高 vi. 踢或击高空球;把桨叶翘得过高;飞涨,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
sleep,sleep,"n. 睡眠 vi. 睡,睡觉",1,2年级下,exact-single,KV000857,sleep,睡觉,reuse-candidate,yes
slow,slow,adj. 慢的;减速的;迟钝的 vt. 放慢;阻碍 vi. 变慢;变萧条 adv. 慢慢地;迟缓地,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
slowly,slowly,"adv. 缓慢地,慢慢地",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
small,small,"n. 小件物品;矮小的人 adj. 少的,小的;微弱的;几乎没有的;不重要的;幼小的 adv. 小小地;卑鄙地",1,2年级上,exact-single,KV000249,small,小的,reuse-candidate,yes
smart,smart,adj. 聪明的;巧妙的;敏捷的;厉害的;潇洒的;剧烈的;时髦的,1,6年级上,exact-single,KV000727,smart,聪明的；机灵的,reuse-candidate,yes
smile,smile,n. 微笑;笑容;喜色 vt. 微笑着表示 vi. 微笑,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
snake,snake,n. 蛇;阴险的人 vt. 拉(木材等);迂回前进 vi. 迂回前进,1,1年级下,exact-single,KV000247,snake,蛇,reuse-candidate,yes
snow,snow,"n. 雪,积雪;下雪 vt. 使纷纷落下;使变白 vi. 降雪",1,2年级下,exact-single,KV000392,snow,雪,reuse-candidate,yes
snowy,snowy,"adj. 下雪的,多雪的;被雪覆盖的;洁白无瑕的",1,3年级上,exact-single,KV000162,snowy,下雪的；多雪的,reuse-candidate,yes
sock,sock,vt. 重击;给......穿袜 n. 短袜;一击 adv. 正着地;不偏不倚地 adj. 非常成功的,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
sofa,sofa,n. 沙发;长椅,1,2年级下,exact-single,KV000343,sofa,沙发,reuse-candidate,yes
some,some,adj. 一些;某个;大约;相当多的 pron. 一些;若干;其中的一部分;(数量不确切时用)有些人 adv. 非常;相当;<美>稍微,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
sometimes,sometimes,"adv. 有时,间或",1,4年级下,exact-single,KV000530,sometimes,有时,reuse-candidate,yes
son,son,n. 儿子;孩子(对年轻人的称呼);男性后裔,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
song,song,n. 歌曲;歌唱;诗歌;鸣声,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
soon,soon,"adv. 快;不久,一会儿;立刻;",1,4年级下,exact-single,KV000264,soon,很快；不久,reuse-candidate,yes
sorry,sorry,"adj. 遗憾的;对不起的,抱歉的 int. 对不起,抱歉(表示委婉的拒绝等)",1,4年级上,exact-single,KV000076,sorry,对不起；抱歉,reuse-candidate,yes
sound,sound,"n. 声音,语音;噪音;海峡;吵闹;听力范围;[医] 探条 adj. 健全的,健康的;合理的;可靠的;有效彻底的 vt. 听(诊);测量,测...深;使发声;试探;宣告 vi. 听起来;发出声音;回响;测深 adv. 彻底地,充分地",1,4年级下,exact-single,KV000439,sound,听起来；声音,reuse-candidate,yes
soup,soup,"n. 汤,羹;马力 vt. 加速;增加马力",1,4年级上,exact-single,KV000675,soup,汤,reuse-candidate,yes
sour,sour,n. 酸味;苦事 adj. 酸的;发酵的;刺耳的;酸臭的;讨厌的 vt. 使变酸;使失望 vi. 发酵;变酸;厌烦,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
speak,speak,vi. 说话;演讲;表明;陈述 vt. 讲话;发言;讲演,1,4年级上,exact-multiple,KV000705|KV000901,speak|speak,说；讲（某种语言）|说话；发言,identity-review,yes
spoon,spoon,"n. 匙,勺子;一杓的量 vt. 用匙舀;使成匙状 vi. 轻轻向上击",1,1年级上,exact-single,KV000897,spoon,勺；匙；调羹,reuse-candidate,yes
sport,sport,n. 运动;游戏;娱乐;运动会;玩笑 adj. 运动的 vt. 游戏;参加体育运动;夸耀 vi. 游戏,1,3年级上,exact-single,KV000818,sport,体育运动,reuse-candidate,yes
spring,spring,n. 春天;弹簧;泉水;活力;跳跃 adj. 春天的 vt. 使跳起;使爆炸;突然提出;使弹开 vi. 生长;涌出;跃出;裂开,1,2年级下,exact-single,KV000169,spring,春天,reuse-candidate,yes
square,square,n. 平方;广场;正方形 adj. 平方的;正方形的;直角的;正直的 vt. 使成方形;与...一致 vi. 一致;成方形 adv. 成直角地,1,3年级下,exact-single,KV000462,square,广场,reuse-candidate,yes
stage,stage,n. 阶段;舞台;戏剧;驿站 vt. 举行;上演;筹划 vi. 举行;适于上演;乘驿车旅行,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
stamp,stamp,n. 邮票;印记;标志;跺脚 vt. 铭记;标出;盖章于...;贴邮票于...;用脚踩踏 vi. 跺脚;捣碎;毁掉,1,6年级上,exact-single,KV000495,stamp,邮票,reuse-candidate,yes
stand,stand,n. 站立;立场;看台;停止 vi. 站立;位于;停滞 vt. 使站立;忍受;抵抗,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
star,star,"n. 星,恒星;明星;星形物 adj. 明星的,主角的;星形的 vt. 用星号标于;由...主演,由...担任主角 vi. 担任主角",2,1年级上|3年级上,exact-single,KV000471,star,星星,reuse-candidate,yes
start,start,n. 开始;起点 vt. 开始;启动 vi. 出发,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
station,station,n. 车站;驻地;地位;身份 vt. 配置;安置;驻扎,1,4年级下,exact-single,KV000467,station,车站,reuse-candidate,yes
stay,stay,n. 逗留;停止;支柱 vi. 停留;坚持;暂住;停下 vt. 坚持;暂住;抑制,1,6年级下,exact-single,KV000470,stay,停留；待,reuse-candidate,yes
stop,stop,n. 停止;车站;障碍;逗留 vi. 停止;中止;逗留;被塞住 vt. 停止;堵塞;断绝,2,6年级上|6年级下,exact-single,KV000420,stop,停；停止,reuse-candidate,yes
story,story,n. 故事;小说;新闻报道;来历;假话 vt. 用历史故事画装饰 vi. 说谎,1,3年级下,exact-single,KV000750,story,故事,reuse-candidate,yes
street,street,n. 街道 adj. 街道的,1,6年级下,exact-single,KV000421,street,街道,reuse-candidate,yes
strong,strong,adj. 坚强的;强壮的;牢固的;擅长的 adv. 强劲地;猛烈地,1,6年级上,exact-single,KV000809,strong,强壮的,reuse-candidate,yes
student,student,n. 学生;学者,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
study,study,"n. 学习,研究;课题;书房;学问 vt. 学习;考虑;攻读;细察 vi. 研究;用功",1,5年级下,exact-single,KV000340,study,书房；学习,reuse-candidate,yes
subject,subject,n. 主题;科目;[语] 主语;国民 adj. 服从的;易患...的;受制于...的 vt. 使...隶属;使屈从于...,1,5年级上,exact-single,KV000590,subject,学科；科目,reuse-candidate,yes
summer,summer,n. 夏季;全盛时期 adj. 夏季的 vi. 避暑;过夏天,1,6年级下,exact-single,KV000170,summer,夏天,reuse-candidate,yes
sun,sun,n. 太阳 vt. 使晒 vi. 晒太阳,2,1年级下|5年级下,no-existing-match,,,,new-identity-candidate,yes
sunday,Sunday,n. 星期日;礼拜日,1,2年级上,exact-single,KV000200,Sunday,星期日,reuse-candidate,yes
sunny,sunny,"adj. 阳光充足的,和煦的;快活的;性情开朗的",1,3年级上,exact-single,KV000164,sunny,晴朗的；阳光充足的,reuse-candidate,yes
supermarket,supermarket,n. 超级市场;自助售货商店,1,5年级上,exact-single,KV000130,supermarket,超市,reuse-candidate,yes
supper,supper,"n. 晚餐,晚饭;夜宵",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
sure,sure,adj. 确信的;可靠的;必定的 adv. 当然;的确,1,3年级下,exact-single,KV000075,sure,当然；可以,reuse-candidate,yes
surprised,surprised,"v. 使惊奇(surprise的过去分词形式) adj. 感到惊讶的,出人意料的",1,4年级上,no-existing-match,,,,new-identity-candidate,yes
sweet,sweet,n. 糖果;乐趣;芳香;宝贝 adj. 甜的;悦耳的;芳香的;亲切的 (俚)酷毙了,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
sweet potato,sweet potato,n. 【植】甘薯,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
swim,swim,n. 游泳;漂浮;眩晕 adj. 游泳时穿戴的 vi. 游泳;漂浮;浸;眩晕 vt. 游过;使浮起,1,6年级上,exact-single,KV000157,swim,游泳,reuse-candidate,yes
table,table,n. 桌子;表格;平地层 vt. 制表;搁置;嵌合 adj. 桌子的,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
take,take,"vi. 拿;获得 vt. 拿,取;采取;接受(礼物等);买,花费;耗费(时间等) n. 捕获量;看法;利益,盈益;(入场券的)售得金额",1,4年级上,exact-single,KV000872,take,买下,reuse-candidate,yes
take part in,take part in,na. 参加;贡献,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
talk,talk,n. 谈话;演讲;空谈 vi. 谈话;说闲话 vt. 说;谈话;讨论,1,5年级下,exact-single,KV000527,talk,交谈；说话,reuse-candidate,yes
tall,tall,adj. 高的;长的;过分的;夸大的 adv. 夸大地,1,5年级上,exact-single,KV000120,tall,高的,reuse-candidate,yes
taxi,taxi,n. 出租汽车 vt. 使滑行;用出租车送 vi. 乘出租车;滑行,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
tea,tea,n. 茶叶;茶树;茶点 vt. 给...沏茶 vi. 喝茶;进茶点,1,3年级下,exact-single,KV000087,tea,茶,reuse-candidate,yes
teach,teach,vt. 教;教授;教导 vi. 教授;讲授;当老师,1,5年级下,exact-single,KV000436,teach,教,reuse-candidate,yes
teacher,teacher,n. 教师;导师,1,3年级上,exact-single,KV000005,teacher,老师,reuse-candidate,yes
team,team,n. 队;组 vt. 使合作 vi. 合作,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
teeth,teeth,n. 牙齿,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
tennis,tennis,n. 网球(运动),1,5年级上,no-existing-match,,,,new-identity-candidate,yes
tenth,tenth,num. 第十;十分之一 adj. 十分之一的;第十个的,1,3年级上,exact-single,KV000604,tenth,第十,reuse-candidate,yes
textbook,textbook,"n. 教科书,课本",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
thank,thank,n. 感谢 vt. 感谢 int. 谢谢,1,2年级上,exact-single,KV000151,thank,感谢；谢谢,reuse-candidate,yes
that,that,conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,1,2年级下,exact-single,KV000291,that,那；那个,reuse-candidate,yes
the,the,"art. 这;那 adv. 更加(用于比较级,最高级前)",1,2年级上,exact-single,KV000061,the,这；那（定冠词）,reuse-candidate,yes
the u.k.,the U.K.,n. 英国,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
the u.s.a.,the U.S.A.,美国;悠游美国,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
the united states of america,the United States of America,na. 美利坚合众国,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
their,their,"pron. 他们的,她们的;它们的",1,5年级下,exact-single,KV000368,their,他们的；她们的；它们的,reuse-candidate,yes
them,them,pron. 他们;它们;她们,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
then,then,"conj. 然后,当时 n. 那时 adv. 然后;那么;于是;当时;此外",1,4年级下,exact-single,KV000839,then,然后；那时,reuse-candidate,yes
there,there,n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,1,4年级上,exact-single,KV000038,there,那里；有（there be）,reuse-candidate,yes
these,these,adj. 这些的 pron. 这些,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
they,they,pron. 他们;它们;她们,1,2年级下,exact-single,KV000301,they,他们；她们；它们,reuse-candidate,yes
thick,thick,"n. 最拥挤部分;活动最多部分;事物的粗大浓密部分 adj. 厚的;浓的;粗大的 adv. 密集地;浓浓地,厚厚地",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
thin,thin,n. 细小部分 adj. 薄的;瘦的;稀薄的;微弱的 vt. 使瘦;使淡;使稀疏 vi. 变薄;变瘦;变淡 adv. 稀疏地;微弱地,1,2年级上,exact-single,KV000122,thin,瘦的,reuse-candidate,yes
think,think,n. 想;想法 adj. 思想的 vi. 想;认为 vt. 想;认为;想起;想像;打算,1,4年级上,exact-single,KV000858,think,想；思考,reuse-candidate,yes
third,third,num. 第三;三分之一 adj. 第三的;三分之一的,1,3年级上,exact-single,KV000297,third,第三,reuse-candidate,yes
thirsty,thirsty,"adj. 口渴的,口干的;渴望的,热望的",1,6年级下,exact-single,KV000090,thirsty,口渴的,reuse-candidate,yes
thirteenth,thirteenth,n. 第十三;十三分之一 adj. 第十三的;十三分之一的,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
thirty,thirty,num. 三十 n. 三十年代 adj. 三十个的,1,2年级下,exact-single,KV000182,thirty,三十,reuse-candidate,yes
this,this,adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,1,2年级下,exact-single,KV000015,this,这；这个,reuse-candidate,yes
those,those,adj. 那些的 pron. 那些(that的复数),1,6年级上,exact-single,KV000870,those,那些,reuse-candidate,yes
three,three,"num. 三 n. 三,三个 adj. 三的,三个的",1,2年级上,exact-single,KV000027,three,三；三个,reuse-candidate,yes
thursday,Thursday,n. 星期四,1,6年级上,exact-single,KV000204,Thursday,星期四,reuse-candidate,yes
tie,tie,n. 领带;平局;鞋带;领结;不分胜负 vi. 打结;不分胜负;被用带(或绳子等)系住 vt. 系;约束;打结;与...成平局,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
tiger,tiger,n. 老虎;凶暴的人,2,1年级下|6年级上,exact-single,KV000020,tiger,老虎,reuse-candidate,yes
time,time,n. 时间;时代;次数;节拍;倍数 adj. 定时的;定期的;分期的 vt. 计时;测定...的时间;安排...的速度,1,2年级下,exact-single,KV000188,time,时间；时刻,reuse-candidate,yes
tired,tired,"v. 疲倦;对...腻烦(tire的过去分词形式) adj. 疲倦的;厌倦的,厌烦的",1,6年级下,exact-single,KV000583,tired,疲倦的；累的,reuse-candidate,yes
to,to,prep. 到;向;(表示时间、方向)朝...方向 adv. 向前;(门等)关上,1,2年级上,exact-single,KV000134,to,到；向；去,reuse-candidate,yes
today,today,n. 今天;现今 adv. 今天;现今,1,3年级上,exact-single,KV000207,today,今天,reuse-candidate,yes
together,together,"adj. 新潮的;情绪稳定的,做事有效率的 adv. 一起;同时;相互;连续地;总共",1,3年级上,exact-single,KV000615,together,一起,reuse-candidate,yes
toilet,toilet,"n. 厕所,盥洗室;梳妆,打扮 vt. 给...梳妆打扮 vi. 梳妆,打扮",1,6年级下,exact-single,KV000294,toilet,厕所；卫生间,reuse-candidate,yes
tomato,tomato,"n. 番茄,西红柿",1,5年级下,exact-single,KV000238,tomato,西红柿；番茄,reuse-candidate,yes
tomorrow,tomorrow,n. 明天;未来 adv. 明天;未来地(等于to-morrow),1,3年级下,exact-single,KV000309,tomorrow,明天,reuse-candidate,yes
tongue,tongue,n. 舌头;语言 vt. 舔;斥责;用舌吹 vi. 说话;吹管乐器,1,5年级上,exact-single,KV000228,tongue,舌头,reuse-candidate,yes
too,too,adv. 太;也;很;还;非常;过度,1,3年级下,exact-single,KV000148,too,也,reuse-candidate,yes
tooth,tooth,n. 牙齿 vt. 给......装齿 vi. 啮合,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
toy,toy,n. 玩具;小装饰品;不值钱的东西 adj. 作为玩具的;玩物似的 vi. 玩弄;调情;随随便便地对待,1,2年级上,exact-single,KV000458,toy,玩具,reuse-candidate,yes
travel,travel,n. 旅行;游历;漫游 vt. 经过;在...旅行 vi. 旅行;行进;步行;交往,1,5年级下,exact-single,KV000485,travel,旅行；旅游,reuse-candidate,yes
tree,tree,n. 树;木料;树状物 vt. 把...赶上树 vi. 爬上树;逃上树,1,2年级上,exact-single,KV000136,tree,树,reuse-candidate,yes
trousers,trousers,"n. 裤子,长裤",1,2年级下,exact-single,KV000260,trousers,裤子；长裤,reuse-candidate,yes
try,try,"n. 尝试;努力;试验 vt. 试图,努力;试验;审判;考验 vi. 尝试;努力;试验",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
tuesday,Tuesday,n. 星期二,1,2年级上,exact-single,KV000202,Tuesday,星期二,reuse-candidate,yes
turn,turn,"n. 转弯;变化;(损害或有益于别人的)行为,举动,举止 vi. 转向;转变;转动 vt. 转动,使旋转;转弯;翻过来;兑换",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
tv,TV,abbr. 电视(television),1,5年级下,exact-single,KV000852,TV,电视,reuse-candidate,yes
twelfth,twelfth,"n. 第十二;月的第十二日 adj. 第十二的,第十二个的;十二分之一的",1,3年级上,exact-single,KV000606,twelfth,第十二,reuse-candidate,yes
twelve,twelve,num. 十二;十二个 n. 十二;十二个 adj. 十二的;十二个的,1,6年级上,exact-single,KV000180,twelve,十二；十二个,reuse-candidate,yes
twenty,twenty,num. 二十 n. 二十;二十年代 adj. 二十的,1,2年级下,exact-single,KV000181,twenty,二十,reuse-candidate,yes
two,two,num. 二 n. 两个 adj. 两个的,1,2年级上,exact-single,KV000026,two,二；两个,reuse-candidate,yes
ufo,UFO,abbr. 不明飞行物(Unidentified Flying Object),1,1年级上,no-existing-match,,,,new-identity-candidate,yes
uncle,uncle,n. 叔叔;伯父;伯伯;舅父;姨丈;姑父,1,3年级下,exact-single,KV000313,uncle,叔叔；舅舅等,reuse-candidate,yes
under,under,"prep. 低于,少于;在...之下 adj. 下面的;从属的 adv. 在下面;在下方",1,6年级下,exact-single,KV000058,under,在……下面,reuse-candidate,yes
uniform,uniform,n. 制服 adj. 统一的;一致的;相同的;均衡的;始终如一的 vt. 使穿制服;使成一样,2,1年级上|1年级下,no-existing-match,,,,new-identity-candidate,yes
up,up,prep. 在...之上;向...的较高处 n. 上升;繁荣 adj. 涨的;起床的;向上的 adv. 起来;上涨;向上,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
upset,upset,n. 混乱;翻倒;颠覆 adj. 心烦的;混乱的;弄翻的 vt. 使心烦;颠覆;扰乱 vi. 翻倒,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
use,use,"n. 使用;用途;发挥 vt. 利用;耗费 vi. 使用,运用",1,6年级下,exact-single,KV000403,use,使用,reuse-candidate,yes
usually,usually,"adv. 通常,经常",1,5年级上,exact-single,KV000374,usually,通常,reuse-candidate,yes
vacation,vacation,"n. 假期;(房屋)搬出 vi. 休假,度假",1,6年级下,exact-single,KV000679,vacation,假期,reuse-candidate,yes
van,van,n. 先锋;厢式货车;增值网 vt. 用车搬运,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
vase,vase,n. 瓶;花瓶,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
vegetable,vegetable,n. 蔬菜;植物;植物人 adj. 蔬菜的;植物的,1,2年级下,exact-single,KV000079,vegetable,蔬菜,reuse-candidate,yes
vest,vest,n. 背心;汗衫 vt. 授予;使穿衣 vi. 归属;穿衣服,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
visitor,visitor,"n. 访问者,参观者;视察者;候鸟",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
voice,voice,n. 声音;嗓音;发言权;愿望 vt. 表达;吐露,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
walk,walk,"n. 步行,走;散步 vi. 走,步行;散步 vt. 散步;走过",1,4年级上,exact-single,KV000819,walk,散步；行走,reuse-candidate,yes
wall,wall,"n. 墙壁,围墙;似墙之物 adj. 墙壁的 vt. 用墙围住,围以墙",2,1年级下|4年级下,exact-single,KV000847,wall,墙；壁,reuse-candidate,yes
want,want,n. 需要;缺乏;贫困;必需品 vt. 需要;希望;应该;缺少 vi. 需要;缺少,1,2年级下,exact-single,KV000084,want,想要,reuse-candidate,yes
warm,warm,n. 取暖;加热 adj. 温暖的;热情的 vt. 使...兴奋;使...温暖;使...感兴趣 vi. 同情;激动;变温暖,1,3年级上,exact-single,KV000174,warm,暖和的,reuse-candidate,yes
wash,wash,n. 洗涤;洗的衣服;化妆水;冲积物 vt. 洗涤;洗刷;冲走;拍打 vi. 洗澡;被冲蚀,1,5年级上,exact-single,KV000855,wash,洗,reuse-candidate,yes
watch,watch,"n. 手表;监视;守护;值班人 vt. 观察;注视;看守;警戒 vi. 观看,注视;守侯,看守",1,3年级下,exact-single,KV000851,watch,看,reuse-candidate,yes
water,water,"n. 水;海水;雨水;海域,大片的水 vt. 使湿;供以水;给...浇水 vi. 加水;流泪;流口水",1,3年级下,exact-single,KV000089,water,水,reuse-candidate,yes
way,way,n. 方法;道路;方向;行业;习惯 adj. 途中的 adv. 大大地;远远地,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
we,we,"pron. 我们(主格);笔者,本人(作者或演讲人使用);朕,寡人",1,2年级上,exact-single,KV000290,we,我们,reuse-candidate,yes
weather,weather,n. 天气;气象;气候;处境 vt. 经受住;使风化;侵蚀;使受风吹雨打 adj. 露天的;迎风的 vi. 风化;受侵蚀;经受风雨,1,3年级上,exact-single,KV000166,weather,天气,reuse-candidate,yes
wednesday,Wednesday,n. 星期三,1,2年级上,exact-single,KV000203,Wednesday,星期三,reuse-candidate,yes
week,week,"n. 周,星期",1,2年级上,exact-single,KV000263,week,星期；周,reuse-candidate,yes
weekend,weekend,"n. 周末,周末休假;周末聚会 adj. 周末的,周末用的 vi. 度周末",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
welcome,welcome,n. 欢迎 vt. 欢迎 adj. 受欢迎的 int. 欢迎,1,6年级下,exact-single,KV000322,welcome,欢迎；不客气,reuse-candidate,yes
west,west,n. 西;西方;西部 adj. 西方的;朝西的 adv. 在西方;向西方;自西方,1,6年级上,exact-single,KV000685,west,西；西方,reuse-candidate,yes
what,what,"pron. 什么;多么;多少 adv. 到什么程度,在哪一方面 adj. 什么;多么;何等 int. 什么;多么",1,2年级上,exact-single,KV000023,what,什么,reuse-candidate,yes
when,when,"conj. 考虑到;既然;当...时;在...时;如果 n. 时间,时候;日期;场合 adv. 什么时候,何时;(用于时间的表达方式之后)在那时;其时;当时 pron. 那时;什么时侯",1,2年级下,exact-single,KV000197,when,什么时候,reuse-candidate,yes
where,where,conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,1,2年级下,exact-single,KV000060,where,哪里,reuse-candidate,yes
which,which,adj. 哪一个;哪一些 pron. 哪/那一个;哪/那一些,1,2年级下,exact-single,KV000836,which,哪一个；哪一些,reuse-candidate,yes
white,white,n. 白色;洁白;白种人 adj. 白色的;白种的;纯洁的,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
whose,whose,pron. 谁的(疑问代词),1,6年级下,exact-single,KV000834,whose,谁的,reuse-candidate,yes
why,why,int. 哎呀!什么? adv. 为什么,1,4年级上,exact-single,KV000552,why,为什么,reuse-candidate,yes
wide,wide,"n. 大千世界 adj. 广泛的;宽的,广阔的;张大的;远离目标的 adv. 广泛地;广阔地;充分地",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
will,will,n. 意志;决心;情感;遗嘱;意图;心愿 vt. 决心要;遗赠;用意志力使 vi. 愿意;下决心 aux. 将;愿意;必须,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
window,window,n. 窗;窗口;窗户,2,1年级下|4年级上,exact-single,KV000845,window,窗,reuse-candidate,yes
windy,windy,"adj. 多风的,有风的;腹胀的;吹牛的",1,3年级上,exact-single,KV000163,windy,有风的；多风的,reuse-candidate,yes
winter,winter,n. 冬季;年岁;萧条期 adj. 冬天的;越冬的 vi. 过冬,1,5年级上,exact-single,KV000172,winter,冬天,reuse-candidate,yes
with,with,prep. 用;随着;支持;和...在一起,1,5年级上,exact-single,KV000533,with,和；跟；带有,reuse-candidate,yes
without,without,prep. 没有;超过;在...外面 n. 外部;外面 adv. 户外;在外面;没有或不显示某事物,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
woman,woman,n. 妇女;女性;成年女子,1,3年级下,exact-single,KV000110,woman,女人；妇女,reuse-candidate,yes
women,women,n. 女人(woman的复数),1,3年级下,morphology,KV000110,woman,女人；妇女,identity-review,yes
wonderful,wonderful,"adj. 极好的,精彩的,绝妙的;奇妙的;美妙;胜;神妙",1,3年级下,exact-single,KV000566,wonderful,精彩的；极好的,reuse-candidate,yes
wood,wood,n. 木材;木制品;树林 vt. 植林于;给...添加木柴 vi. 收集木材,2,1年级上|5年级下,no-existing-match,,,,new-identity-candidate,yes
word,word,n. [语] 单词;话语;消息;诺言;命令 vt. 用言辞表达,1,4年级上,exact-single,KV000854,word,言语；单词；字,reuse-candidate,yes
work,work,n. 工作;[物] 功;产品;操作;职业;行为;事业;工厂;著作;文学、音乐或艺术作品 vt. 使工作;操作;经营;使缓慢前进 vi. 工作;运作;起作用,1,2年级下,exact-single,KV000859,work,做（某事）；工作,reuse-candidate,yes
worker,worker,n. 工人;劳动者;职蚁,1,6年级上,exact-single,KV000430,worker,工人,reuse-candidate,yes
world,world,n. 世界;领域;世俗;全人类;物质生活,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
worried,worried,adj. 担心的,1,6年级下,exact-single,KV000729,worried,担心的,reuse-candidate,yes
worry,worry,n. 担心;烦恼;撕咬 vi. 担心;烦恼;撕咬 vt. 担心;发愁;折磨,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
would,would,"aux. 将,将要;愿意 v. will的过去式",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
write,write,"vi. 写,写字;写作,作曲;写信 vt. 写,书写;写信给;著述",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
