SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview,ReviewReason
beijing_start1|g5-upper|r056|baseball,beijing_start1,5年级上,5,上,56,baseball,baseball,[ˈbeɪsbɔːl],[ˈbeɪsbɔːl],n. 棒球;棒球运动,北京版一年级起点五年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-upper|r057|team,beijing_start1,5年级上,5,上,57,team,team,[tiːm],[tiːm],n. 队;组 vt. 使合作 vi. 合作,北京版一年级起点五年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-upper|r058|ski,beijing_start1,5年级上,5,上,58,ski,ski,[skiː],[skiː],n. 滑雪橇 vi. 滑雪 adj. 滑雪(用)的,北京版一年级起点五年级上.xlsx,exact-single,KV000478,ski,滑雪,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r059|winter,beijing_start1,5年级上,5,上,59,winter,winter,[ˈwɪntə(r)],[ˈwɪntər],n. 冬季;年岁;萧条期 adj. 冬天的;越冬的 vi. 过冬,北京版一年级起点五年级上.xlsx,exact-single,KV000172,winter,冬天,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r060|fast,beijing_start1,5年级上,5,上,60,fast,fast,[fɑːst],[fæst],"n. 斋戒;绝食 adj. 快速的,迅速的;紧的,稳固的 adv. 迅速地;紧紧地;彻底地 vi. 禁食,斋戒",北京版一年级起点五年级上.xlsx,exact-single,KV000551,fast,快的；快速地,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r061|panda,beijing_start1,5年级上,5,上,61,panda,panda,[ˈpændə],[ˈpændə],n. 熊猫;猫熊,北京版一年级起点五年级上.xlsx,exact-single,KV000544,panda,熊猫,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r062|forget,beijing_start1,5年级上,5,上,62,forget,forget,[fəˈɡet],[fərˈɡet],vi. 忘记 vt. 忘记;忽略,北京版一年级起点五年级上.xlsx,exact-single,KV000532,forget,忘记,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r063|cousin,beijing_start1,5年级上,5,上,63,cousin,cousin,[ˈkʌzn],[ˈkʌzn],n. 堂兄弟姊妹;表兄弟姊妹,北京版一年级起点五年级上.xlsx,exact-single,KV000315,cousin,堂兄弟姐妹；表兄弟姐妹,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r064|brave,beijing_start1,5年级上,5,上,64,brave,brave,[breɪv],[breɪv],n. 勇士 adj. 勇敢的;华丽的 vt. 勇敢地面对,北京版一年级起点五年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-upper|r065|tall,beijing_start1,5年级上,5,上,65,tall,tall,[tɔːl],[tɔːl],adj. 高的;长的;过分的;夸大的 adv. 夸大地,北京版一年级起点五年级上.xlsx,exact-single,KV000120,tall,高的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r066|driver,beijing_start1,5年级上,5,上,66,driver,driver,[ˈdraɪvə(r)],[ˈdraɪvər],n. 驾驶员;驱动程序;起子;传动器,北京版一年级起点五年级上.xlsx,exact-single,KV000823,driver,司机,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r067|early,beijing_start1,5年级上,5,上,67,early,early,[ˈɜːli],[ˈɜːrli],adj. 早期的;早熟的 adv. 提早;在初期,北京版一年级起点五年级上.xlsx,exact-single,KV000581,early,早；早地,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r068|breakfast,beijing_start1,5年级上,5,上,68,breakfast,breakfast,[ˈbrekfəst],[ˈbrekfəst],n. 早餐;早饭 vt. 为...供应早餐 vi. 吃早餐,北京版一年级起点五年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-upper|r069|busy,beijing_start1,5年级上,5,上,69,busy,busy,[ˈbɪzi],[ˈbɪzi],adj. 忙碌的;热闹的;正被占用的 vt. 使忙于,北京版一年级起点五年级上.xlsx,exact-single,KV000466,busy,忙的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-upper|r070|dinner,beijing_start1,5年级上,5,上,70,dinner,dinner,[ˈdɪnə(r)],[ˈdɪnər],"n. 晚餐,晚宴;宴会;正餐",北京版一年级起点五年级上.xlsx,exact-single,KV000865,dinner,正餐,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r002|practice,beijing_start1,5年级下,5,下,2,practice,practice,[ˈpræktɪs],[ˈpræktɪs],n. 实践;练习;惯例 vt. 练习;实习;实行 vi. 练习;实习;实行,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r003|read,beijing_start1,5年级下,5,下,3,read,read,[riːd],[riːd],"n. 阅读;读物 adj. 有学问的 vi. 读;读起来 vt. 阅读;读懂,理解",北京版一年级起点五年级下.xlsx,exact-single,KV000812,read,阅读,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r004|textbook,beijing_start1,5年级下,5,下,4,textbook,textbook,[ˈtekstbʊk],[ˈtekstbʊk],"n. 教科书,课本",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r005|tv,beijing_start1,5年级下,5,下,5,TV,tv,[ˌtiː ˈviː],[ˌtiː ˈviː],abbr. 电视(television),北京版一年级起点五年级下.xlsx,exact-single,KV000852,TV,电视,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r006|talk,beijing_start1,5年级下,5,下,6,talk,talk,[tɔːk],[tɔːk],n. 谈话;演讲;空谈 vi. 谈话;说闲话 vt. 说;谈话;讨论,北京版一年级起点五年级下.xlsx,exact-single,KV000527,talk,交谈；说话,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r007|chess,beijing_start1,5年级下,5,下,7,chess,chess,[tʃes],[tʃes],"n. 国际象棋,西洋棋",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r008|photo,beijing_start1,5年级下,5,下,8,photo,photo,[ˈfəʊtəʊ],[ˈfoʊtoʊ],n. 照片,北京版一年级起点五年级下.xlsx,exact-single,KV000821,photo,照片,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r009|picture,beijing_start1,5年级下,5,下,9,picture,picture,[ˈpɪktʃə(r)],[ˈpɪktʃər],"n. 照片,图画;影片;景色;化身 vt. 画;想像;描写",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r010|have,beijing_start1,5年级下,5,下,10,have,have,[həv],[həv; əv; hæv],aux. 已经 vt. 有;让;拿;从事;允许,北京版一年级起点五年级下.xlsx,exact-single,KV000007,have,有,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r011|will,beijing_start1,5年级下,5,下,11,will,will,[wɪl],[wɪl],n. 意志;决心;情感;遗嘱;意图;心愿 vt. 决心要;遗赠;用意志力使 vi. 愿意;下决心 aux. 将;愿意;必须,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r012|would,beijing_start1,5年级下,5,下,12,would,would,[wʊd],[wʊd],"aux. 将,将要;愿意 v. will的过去式",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r013|different,beijing_start1,5年级下,5,下,13,different,different,[ˈdɪfrənt],[ˈdɪfrənt],"adj. 不同的;个别的,与众不同的",北京版一年级起点五年级下.xlsx,exact-single,KV000493,different,不同的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r014|job,beijing_start1,5年级下,5,下,14,job,job,[dʒɒb],[dʒɑːb],n. 工作;职业 vt. 承包;代客买卖 vi. 做零工,北京版一年级起点五年级下.xlsx,exact-single,KV000433,job,工作；职业,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r015|follow,beijing_start1,5年级下,5,下,15,follow,follow,[ˈfɒləʊ],[ˈfɑːloʊ],"n. 跟随;追随 vi. 跟随;接着 vt. 跟随;遵循;追求;密切注意,注视;注意;倾听",北京版一年级起点五年级下.xlsx,exact-single,KV000861,follow,听从；遵循,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r016|listen,beijing_start1,5年级下,5,下,16,listen,listen,[ˈlɪs(ə)n],[ˈlɪsn],"vi. 听,倾听;听从,听信 n. 听,倾听",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r017|plant,beijing_start1,5年级下,5,下,17,plant,plant,[plɑːnt],[plænt],"n. 工厂,车间;植物;设备;庄稼 vt. 种植;培养;栽培;安置 vi. 种植",北京版一年级起点五年级下.xlsx,exact-single,KV000610,plant,种植；植物,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r018|up,beijing_start1,5年级下,5,下,18,up,up,[ʌp],[ʌp],prep. 在...之上;向...的较高处 n. 上升;繁荣 adj. 涨的;起床的;向上的 adv. 起来;上涨;向上,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r019|carry,beijing_start1,5年级下,5,下,19,carry,carry,[ˈkæri],[ˈkæri],"n. 运载;[计] 进位;射程 vi. 能达到;被携带;被搬运 vt. 拿,扛;携带;支持;搬运",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r020|nothing,beijing_start1,5年级下,5,下,20,nothing,nothing,[ˈnʌθɪŋ],[ˈnʌθɪŋ],neg. 没什么;毫不 n. 无;零;不关紧要之事 adv. 毫不;决不 pron. 无事;无物 int. 什么也没有,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r021|earth,beijing_start1,5年级下,5,下,21,earth,earth,[ɜːθ],[ɜːrθ],"n. 地球;地表,陆地;土地,土壤;尘事,俗事;兽穴 vt. 把(电线)[电] 接地;盖(土);追赶入洞穴 vi. 躲进地洞",北京版一年级起点五年级下.xlsx,exact-single,KV000391,earth,地球,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r022|without,beijing_start1,5年级下,5,下,22,without,without,[wɪˈðaʊt],[wɪˈðaʊt],prep. 没有;超过;在...外面 n. 外部;外面 adv. 户外;在外面;没有或不显示某事物,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r023|sun,beijing_start1,5年级下,5,下,23,sun,sun,[sʌn],[sʌn],n. 太阳 vt. 使晒 vi. 晒太阳,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r024|their,beijing_start1,5年级下,5,下,24,their,their,[ðeə(r)],[ðer],"pron. 他们的,她们的;它们的",北京版一年级起点五年级下.xlsx,exact-single,KV000368,their,他们的；她们的；它们的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r025|forest,beijing_start1,5年级下,5,下,25,forest,forest,[ˈfɒrɪst],[ˈfɔːrɪst],"n. 森林 vt. 植树于,使成为森林",北京版一年级起点五年级下.xlsx,exact-single,KV000693,forest,森林,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r026|make use of,beijing_start1,5年级下,5,下,26,make use of,make use of,[[meɪk juːz əv]],[meɪk juːz əv],na. 使用,北京版一年级起点五年级下.xlsx,morphology-or-phrase,KV000008|KV000403,a|use,一；一个|使用,identity-review,yes,Only morphology/phrase-related candidates found; never auto-merge.
beijing_start1|g5-lower|r027|wood,beijing_start1,5年级下,5,下,27,wood,wood,[wʊd],[wʊd],n. 木材;木制品;树林 vt. 植林于;给...添加木柴 vi. 收集木材,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r028|example,beijing_start1,5年级下,5,下,28,example,example,[ɪɡˈzɑːmp(ə)l],[ɪɡˈzæmpl],n. 例子;榜样 vt. 作为...的例子;为...做出榜样 vi. 举例,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r029|tomato,beijing_start1,5年级下,5,下,29,tomato,tomato,[təˈmɑːtəʊ],[təˈmeɪtoʊ],"n. 番茄,西红柿",北京版一年级起点五年级下.xlsx,exact-single,KV000238,tomato,西红柿；番茄,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r030|carrot,beijing_start1,5年级下,5,下,30,carrot,carrot,[ˈkærət],[ˈkærət],n. 胡萝卜 诱饵,北京版一年级起点五年级下.xlsx,exact-single,KV000883,carrot,胡萝卜,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r031|corn,beijing_start1,5年级下,5,下,31,corn,corn,[kɔːn],[kɔːrn],n. (美)玉米;(英)谷物;[皮肤] 鸡眼 vt. 腌;使成颗粒,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r032|nut,beijing_start1,5年级下,5,下,32,nut,nut,[nʌt],[nʌt],"n. 螺母,螺帽;坚果;难对付的人,难解的问题 vi. 采坚果",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r033|else,beijing_start1,5年级下,5,下,33,else,else,[els],[els],adj. 别的;其他的 adv. 其他;否则;另外,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r034|both,beijing_start1,5年级下,5,下,34,both,both,[bəʊθ],[boʊθ],conj. 既...且... adj. 两个的;两者的 pron. 双方都;两者都 adv. 并;又;两者皆,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r035|travel,beijing_start1,5年级下,5,下,35,travel,travel,[ˈtræv(ə)l],[ˈtrævl],n. 旅行;游历;漫游 vt. 经过;在...旅行 vi. 旅行;行进;步行;交往,北京版一年级起点五年级下.xlsx,exact-single,KV000485,travel,旅行；旅游,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r036|son,beijing_start1,5年级下,5,下,36,son,son,[sʌn],[sʌn],n. 儿子;孩子(对年轻人的称呼);男性后裔,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r037|sister,beijing_start1,5年级下,5,下,37,sister,sister,[ˈsɪstə(r)],[ˈsɪstər],n. 姐妹;(称志同道合者)姐妹;修女;护士 adj. 姐妹般的;同类型的,北京版一年级起点五年级下.xlsx,exact-single,KV000102,sister,姐妹；姐姐；妹妹,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r038|eighteen,beijing_start1,5年级下,5,下,38,eighteen,eighteen,[ˌeɪˈtiːn],[ˌeɪˈtiːn],"n. 十八,十八个 num. 十八 adj. 十八个的,十八的",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r039|lovely,beijing_start1,5年级下,5,下,39,lovely,lovely,[ˈlʌvli],[ˈlʌvli],"adj. 可爱的;令人愉快的;爱恋的;秀丽的,优美的 n. 美女;可爱的东西",北京版一年级起点五年级下.xlsx,exact-single,KV000553,lovely,可爱的；讨人喜欢的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r040|kid,beijing_start1,5年级下,5,下,40,kid,kid,[kɪd],[kɪd],n. 小孩;小山羊 vt. 欺骗;取笑;戏弄 vi. 欺骗;取笑;戏弄 adj. 小山羊皮制的;较年幼的,北京版一年级起点五年级下.xlsx,exact-single,KV000864,kid,小孩,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r041|seven,beijing_start1,5年级下,5,下,41,seven,seven,[ˈsev(ə)n],[ˈsev(ə)n],"num. 七个,七 n. 七个,七 adj. 七的;七个的",北京版一年级起点五年级下.xlsx,exact-single,KV000031,seven,七；七个,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r042|niece,beijing_start1,5年级下,5,下,42,niece,niece,[niːs],[niːs],"n. 外甥女,侄女",北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r043|nephew,beijing_start1,5年级下,5,下,43,nephew,nephew,[ˈnefjuː],[ˈnefjuː; ˈnevjuː],n. 侄子;外甥,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r044|daughter,beijing_start1,5年级下,5,下,44,daughter,daughter,[ˈdɔːtə(r)],[ˈdɔːtər],n. 女儿;[遗][农学] 子代 adj. 女儿的;子代的,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r045|lucky,beijing_start1,5年级下,5,下,45,lucky,lucky,[ˈlʌki],[ˈlʌki],adj. 幸运的;侥幸的,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r046|often,beijing_start1,5年级下,5,下,46,often,often,[ˈɒf(ə)n],[ˈɔːf(ə)n],"adv. 常常,时常",北京版一年级起点五年级下.xlsx,exact-single,KV000351,often,经常；常常,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r047|same,beijing_start1,5年级下,5,下,47,same,same,[seɪm],[seɪm],adj. 相同的;同一的;上述的(通常与the连用);无变化的 adv. 同样地(通常与the连用) pron. 同样的事物或人(通常与the连用),北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r048|pilot,beijing_start1,5年级下,5,下,48,pilot,pilot,[ˈpaɪlət],[ˈpaɪlət],n. 飞行员;领航员 adj. 试点的 v. 驾驶;领航;试用,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r049|should,beijing_start1,5年级下,5,下,49,should,should,[ʃəd; ʃʊd],[ʃəd; ʃʊd],aux. 应该;就;可能;将要,北京版一年级起点五年级下.xlsx,exact-single,KV000261,should,应该,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r050|study,beijing_start1,5年级下,5,下,50,study,study,[ˈstʌdi],[ˈstʌdi],"n. 学习,研究;课题;书房;学问 vt. 学习;考虑;攻读;细察 vi. 研究;用功",北京版一年级起点五年级下.xlsx,exact-single,KV000340,study,书房；学习,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r051|cap,beijing_start1,5年级下,5,下,51,cap,cap,[kæp],[kæp],n. 盖;帽子 vt. 覆盖;胜过;给...戴帽;加盖于 vi. 脱帽致意,北京版一年级起点五年级下.xlsx,exact-single,KV000254,cap,帽子；便帽,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r052|birthday,beijing_start1,5年级下,5,下,52,birthday,birthday,[ˈbɜːθdeɪ],[ˈbɜːrθdeɪ],"n. 生日,诞辰;诞生的日子",北京版一年级起点五年级下.xlsx,exact-single,KV000278,birthday,生日,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r053|teach,beijing_start1,5年级下,5,下,53,teach,teach,[tiːtʃ],[tiːtʃ],vt. 教;教授;教导 vi. 教授;讲授;当老师,北京版一年级起点五年级下.xlsx,exact-single,KV000436,teach,教,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r054|engineer,beijing_start1,5年级下,5,下,54,engineer,engineer,[ˌendʒɪˈnɪə(r)],[ˌendʒɪˈnɪr],n. 工程师;工兵;火车司机 vt. 设计;策划;精明地处理 vi. 设计;建造,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r055|exercise,beijing_start1,5年级下,5,下,55,exercise,exercise,[ˈeksəsaɪz],[ˈeksərsaɪz],n. 运动;练习;运用;操练;礼拜;典礼 vt. 锻炼;练习;使用;使忙碌;使惊恐 vi. 运动;练习,北京版一年级起点五年级下.xlsx,exact-single,KV000582,exercise,锻炼；运动,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r056|build,beijing_start1,5年级下,5,下,56,build,build,[bɪld],[bɪld],n. 构造;体形;体格 vi. 建筑;建造 vt. 建立;建筑,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r057|excited,beijing_start1,5年级下,5,下,57,excited,excited,[ɪkˈsaɪtɪd],[ɪkˈsaɪtɪd],v. 激动;唤起(excite的过去分词) adj. 兴奋的;激动的;活跃的,北京版一年级起点五年级下.xlsx,exact-single,KV000732,excited,兴奋的；激动的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r058|hour,beijing_start1,5年级下,5,下,58,hour,hour,[ˈaʊə(r)],[ˈaʊər],n. 小时;钟头;课时;...点钟,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r059|email,beijing_start1,5年级下,5,下,59,email,email,[ˈiːmeɪl],[ˈiːmeɪl],n. 电子信函 vt. 给...发电子邮件,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r060|enjoy,beijing_start1,5年级下,5,下,60,enjoy,enjoy,[ɪnˈdʒɔɪ],[ɪnˈdʒɔɪ],"vt. 欣赏,享受;喜爱;使过得快活",北京版一年级起点五年级下.xlsx,exact-single,KV000395,enjoy,喜欢；享受,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r061|exciting,beijing_start1,5年级下,5,下,61,exciting,exciting,[ɪkˈsaɪtɪŋ],[ɪkˈsaɪtɪŋ],adj. 令人兴奋的;使人激动的 v. 激动;刺激(excite的ing形式);唤起,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r062|famous,beijing_start1,5年级下,5,下,62,famous,famous,[ˈfeɪməs],[ˈfeɪməs],"adj. 著名的;极好的,非常令人满意的",北京版一年级起点五年级下.xlsx,exact-single,KV000686,famous,著名的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r063|its,beijing_start1,5年级下,5,下,63,its,its,[ɪts],[ɪts],pron. 它的,北京版一年级起点五年级下.xlsx,morphology-or-phrase,KV000024,it,它,identity-review,yes,Only morphology/phrase-related candidates found; never auto-merge.
beijing_start1|g5-lower|r064|beach,beijing_start1,5年级下,5,下,64,beach,beach,[biːtʃ],[biːtʃ],n. 海滩;湖滨 vt. 将...拖上岸 vi. 搁浅;定居,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g5-lower|r065|sea,beijing_start1,5年级下,5,下,65,sea,sea,[siː],[siː],n. 海;海洋;许多;大量,北京版一年级起点五年级下.xlsx,exact-single,KV000477,sea,海,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g5-lower|r066|camera,beijing_start1,5年级下,5,下,66,camera,camera,[ˈkæm(ə)rə],[ˈkæm(ə)rə],n. 照相机;摄影机,北京版一年级起点五年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g6-upper|r002|play,beijing_start1,6年级上,6,上,2,play,play,[pleɪ],[pleɪ],n. 游戏;比赛;剧本 vt. 游戏;扮演;演奏;播放;同...比赛 vi. 演奏;玩耍;上演;参加比赛,北京版一年级起点六年级上.xlsx,exact-single,KV000813,play,玩耍,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g6-upper|r003|farm,beijing_start1,6年级上,6,上,3,farm,farm,[fɑːm],[fɑːrm],"n. 农场;农家;畜牧场 vt. 养殖;耕种;佃出(土地) vi. 种田,务农;经营农场",北京版一年级起点六年级上.xlsx,exact-single,KV000550,farm,农场,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g6-upper|r004|swim,beijing_start1,6年级上,6,上,4,swim,swim,[swɪm],[swɪm],n. 游泳;漂浮;眩晕 adj. 游泳时穿戴的 vi. 游泳;漂浮;浸;眩晕 vt. 游过;使浮起,北京版一年级起点六年级上.xlsx,exact-single,KV000157,swim,游泳,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g6-upper|r005|strong,beijing_start1,6年级上,6,上,5,strong,strong,[strɒŋ],[strɔːŋ],adj. 坚强的;强壮的;牢固的;擅长的 adv. 强劲地;猛烈地,北京版一年级起点六年级上.xlsx,exact-single,KV000809,strong,强壮的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
