Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,MeaningRaw,MeaningStatus,FirstBook,Grade,Semester,Books,SourceFiles,Tags
jumped rope,,,跳了绳,She jumped rope after school.,她放学后跳了绳。,跳绳游戏；跨越横线,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
listened to music,,,听了音乐,I listened to music yesterday.,我昨天听了音乐。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
rowed a boat,,,划了船,We rowed a boat on the lake.,我们在湖上划了船。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
played computer games,,,玩了电脑游戏,I played computer games yesterday.,我昨天玩了电脑游戏。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
stayed at home,,,待在家里,I stayed at home on Sunday.,我星期日待在家里。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
played the piano,,,弹了钢琴,She played the piano at the party.,她在聚会上弹了钢琴。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
played chess,[pleɪ tʃes],[pleɪ tʃes],下了棋,I played chess with Dad.,我和爸爸下了棋。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
washed clothes,,,洗了衣服,I washed clothes yesterday.,我昨天洗了衣服。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
boring,[ˈbɔːrɪŋ],[ˈbɔːrɪŋ],无聊的；乏味的,The film was boring.,这部电影很无聊。,"n. 钻孔
adj. 无聊的；令人厌烦的
v. 钻孔；使厌烦；挖空（bore的ing形式）",curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
badminton,[ˈbædmɪntən],[ˈbædmɪntən],羽毛球,I play badminton after school.,我放学后打羽毛球。,n. 羽毛球,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
won,[wʌn],[wʌn],赢了；获胜（win的过去式）,Our class won the game.,我们班赢得了比赛。,vt. 赢得（win的过去式和过去分词）,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
went to the beach,,,去了海滩,We went to the beach yesterday.,我们昨天去了海滩。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
drank cold drinks,,,喝了冷饮,We drank cold drinks at the beach.,我们在海滩喝了冷饮。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
swam,[swæm],[swæm],游了泳（swim的过去式）,We swam in the sea.,我们在海里游泳了。,v. 游泳（swim的过去式）,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
ate ice-cream,,,吃了冰淇淋,I ate ice-cream yesterday.,我昨天吃了冰淇淋。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
the Stone Forest,,,石林,We visited the Stone Forest.,我们参观了石林。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
bought some gifts,,,买了一些礼物,We bought some gifts there.,我们在那里买了一些礼物。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
took photos,,,拍了照片,We took photos at the museum.,我们在博物馆拍了照片。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
saw flowers,,,看到了花,We saw many beautiful flowers.,我们看到了许多漂亮的花。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
slept,[slept],[slept],睡了；睡觉（sleep的过去式）,I slept well last night.,我昨晚睡得很好。,v. 睡觉（sleep的过去式和过去分词）,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
felt happy,,,感到高兴,I felt happy on the trip.,旅行中我感到很高兴。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
sad,[sæd],[sæd],难过的；伤心的,She felt sad yesterday.,她昨天感到难过。,adj. 难过的；悲哀的，令人悲痛的；凄惨的，阴郁的（形容颜色）,curated,5年级下,5,下,5年级下|6年级上,人教版一年级起点五年级下.xlsx|人教版一年级起点六年级上.xlsx,rj_start1 grade::5 semester::下 appears::5年级下 appears::6年级上
left,[left],[left],离开（leave的过去式）,We left the hotel at eight.,我们八点离开了酒店。,"adj. 左边的；左派的；剩下的
adv. 在左面
n. 左边；左派；激进分子
v. 离开（leave的过去式）",curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
French fries,[ˈfrentʃ fraɪz],[frentʃ fraɪz],炸薯条,I ate French fries for lunch.,我午饭吃了炸薯条。,n. 【食】炸薯条,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
were,[wə(r); wɜː(r)],[wər; wɜːr],是（are的过去式）,They were happy yesterday.,他们昨天很高兴。,v. 是，在（are的过去式）,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
was born,,,出生,I was born in 2017.,我出生于2017年。,出生；出生於；出生于,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
started to speak,,,开始说话,I started to speak when I was one.,我一岁时开始说话。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
learned to walk,,,学会走路,I learned to walk when I was one.,我一岁时学会走路。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
learned to ride a bike,,,学会骑自行车,I learned to ride a bike at six.,我六岁时学会骑自行车。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
went to kindergarten,,,上幼儿园；去了幼儿园,I went to kindergarten at three.,我三岁时上幼儿园。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
went to school,,,上学；开始上学,I went to school at six.,我六岁时开始上学。,"vbl.到校上课,开始求学",curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
learned to swim,,,学会游泳,I learned to swim at seven.,我七岁时学会游泳。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
fifteenth,[ˌfɪfˈtiːnθ],[ˌfɪfˈtiːnθ],第十五,Today is the fifteenth day.,今天是第十五天。,"adj. 第十五的；十五分之一的
num. 第十五",curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
15th,,,第十五（fifteenth的缩写）,Today is the 15th.,今天是十五号。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
started to buy things,,,开始买东西,I started to buy things by myself.,我开始自己买东西。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
started to study English,,,开始学习英语,I started to study English at six.,我六岁开始学英语。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
started to use a computer,,,开始使用电脑,I started to use a computer at eight.,我八岁开始使用电脑。,无,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
all over,,,到处；遍及,There was water all over the floor.,地板上到处都是水。,"adj. 满
n. 全花织物",curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
out of,,,从……出来,The cat jumped out of the box.,猫从盒子里跳了出来。,prep. 来自；离开,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
into,[ˈɪntə],[ˈɪntə; ˈɪntu; ˈɪntuː],进入；到……里面,The cat jumped into the water.,猫跳进了水里。,prep. 到…里；深入…之中；成为…状况；进入到…之内,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
chopsticks,[ˈtʃɒpstɪks],[ˈtʃɑːpstɪks],筷子,I eat noodles with chopsticks.,我用筷子吃面条。,n. 筷子,curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
wet,[wet],[wet],湿的,My shoes are wet.,我的鞋湿了。,"n. 雨天；湿气
adj. [气象][物] 潮湿的；有雨的
vt. 弄湿
vi. 变湿",curated,5年级下,5,下,5年级下,人教版一年级起点五年级下.xlsx,rj_start1 grade::5 semester::下 appears::5年级下
morning tea,,,早茶,We had morning tea at the hotel.,我们在酒店吃了早茶。,n. 早茶,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
soup,[suːp],[suːp],汤,This soup tastes delicious.,这汤尝起来很好喝。,"n. 汤，羹；马力
vt. 加速；增加马力",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the Potala Palace,,,布达拉宫,The Potala Palace is in Lhasa.,布达拉宫在拉萨。,布达拉宫；中国西藏布达拉宫,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the Summer Palace,,,颐和园,The Summer Palace is in Beijing.,颐和园在北京。,颐和园；颐和圆；之颐和园,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the Terracotta Army,,,兵马俑,The Terracotta Army is in Xi'an.,兵马俑在西安。,无,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
vacation,[veɪˈkeɪʃn; vəˈkeɪʃn],[veɪˈkeɪʃn; vəˈkeɪʃn],假期,We travelled during the vacation.,我们假期里去旅行了。,"n. 假期；（房屋）搬出
vi. 休假，度假",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
taste,[teɪst],[teɪst],味道；尝起来,The soup tastes good.,这汤味道很好。,"n. 味道；品味；审美
vt. 尝；体验
vi. 尝起来；有…的味道",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
map,[mæp],[mæp],地图,Find Beijing on the map.,在地图上找到北京。,"vt. 映射；计划；绘制地图；确定基因在染色体中的位置
n. 地图；示意图；染色体图
vi. 基因被安置",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
north,[nɔːθ],[nɔːrθ],北；北方,Beijing is in the north of China.,北京在中国北方。,"n. 北，北方
adj. 北方的；朝北的
adv. 在北方，向北方",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
south,[saʊθ],[saʊθ],南；南方,Guangzhou is in the south of China.,广州在中国南方。,"n. 南方，南边；南部
adj. 南的，南方的
adv. 在南方，向南方",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
east,[iːst],[iːst],东；东方,Shanghai is in the east of China.,上海在中国东部。,"n. 东方；东风；东方国家
adj. 东方的；向东的；从东方来的
adv. 向东方，在东方",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
west,[west],[west],西；西方,Tibet is in the west of China.,西藏在中国西部。,"n. 西；西方；西部
adj. 西方的；朝西的
adv. 在西方；向西方；自西方",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
famous,[ˈfeɪməs],[ˈfeɪməs],著名的,Beijing is famous for the Great Wall.,北京因长城而著名。,adj. 著名的；极好的，非常令人满意的,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
temple,[ˈtemp(ə)l],[ˈtempl],寺庙；庙宇,We visited an old temple.,我们参观了一座古老的寺庙。,n. 庙宇；寺院；神殿；太阳穴,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
around,[əˈraʊnd],[əˈraʊnd],周围；四处,We walked around the lake.,我们绕着湖走了一圈。,"prep. 四处；在…周围
adv. 大约；到处；在附近",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the Yangtze River,,,长江,The Yangtze River is very long.,长江很长。,na. 长江,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
foggy,[ˈfɒɡi],[ˈfɑːɡi],有雾的,It was foggy this morning.,今天早上有雾。,adj. 有雾的；模糊的，朦胧的,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
spicy,[ˈspaɪsi],[ˈspaɪsi],辣的；辛辣的,Sichuan food can be spicy.,四川菜可能很辣。,adj. 辛辣的；香的，多香料的；下流的,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
silk,[sɪlk],[sɪlk],丝绸,This dress is made of silk.,这条连衣裙是丝绸做的。,"n. 丝绸；蚕丝；丝织物
adj. 丝的；丝绸的；丝制的
vi. （玉米）处于长须的阶段中",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
forest,[ˈfɒrɪst],[ˈfɔːrɪst],森林,Many animals live in the forest.,许多动物生活在森林里。,"n. 森林
vt. 植树于，使成为森林",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
stone,[stəʊn],[stoʊn],石头；石料,The bridge is made of stone.,这座桥是石头建的。,"n. 石头；结石；[宝] 宝石
adj. 石的，石制的
vt. 向扔石块；用石头铺",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
London,[ˈlʌndən],[ˈlʌndən],伦敦,London is in the UK.,伦敦在英国。,n. 伦敦,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
Toronto,[təˈrɒntəʊ],[təˈrɑːntoʊ],多伦多,Toronto is a city in Canada.,多伦多是加拿大的一座城市。,n. 多伦多（加拿大城市）,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
Sydney,[ˈsɪdni],[ˈsɪdni],悉尼,Sydney is a city in Australia.,悉尼是澳大利亚的一座城市。,n. 悉尼（澳大利亚港市）,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
Washington D.C.,,,华盛顿特区,Washington D.C. is in the USA.,华盛顿特区在美国。,华盛顿；华盛顿哥伦比亚特区；华盛顿特区,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the British Museum,,,大英博物馆,The British Museum is in London.,大英博物馆在伦敦。,大英博物馆；伦敦大英博物馆；不列颠博物馆,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the CN Tower,,,加拿大国家电视塔；CN塔,The CN Tower is in Toronto.,加拿大国家电视塔在多伦多。,无,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
kangaroo,[ˌkæŋɡəˈruː],[ˌkæŋɡəˈruː],袋鼠,Kangaroos live in Australia.,袋鼠生活在澳大利亚。,n. 袋鼠,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the Opera House,,,悉尼歌剧院,The Opera House is in Sydney.,悉尼歌剧院在悉尼。,悉尼歌剧院；剧院及电影院；大剧院,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the White House,,,白宫,The White House is in Washington D.C.,白宫在华盛顿特区。,na. 白宫,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
clock,[klɒk],[klɑːk],时钟；钟,There is a clock on the wall.,墙上有一个钟。,"n. 时钟；计时器
vt. 记录；记时
vi. 打卡；记录时间",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
speak,[spiːk],[spiːk],说；讲（某种语言）,Can you speak English?,你会说英语吗？,"vi. 说话；演讲；表明；陈述
vt. 讲话；发言；讲演",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
French,[frentʃ],[frentʃ],法语；法国的,She can speak French.,她会说法语。,"n. 法国人；法语
adj. 法国的；法语的；法国人的",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
Tower Bridge,,,伦敦塔桥,Tower Bridge is in London.,伦敦塔桥在伦敦。,n. 【旅】塔桥；【旅】伦敦塔桥,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
the London Eye,,,伦敦眼,The London Eye is in London.,伦敦眼在伦敦。,伦敦眼；英航伦敦眼；英国伦敦眼,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
hiking,[ˈhaɪkɪŋ],[ˈhaɪkɪŋ],徒步旅行,We went hiking in the hills.,我们去山里徒步了。,n. 徒步旅行,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
sunrise,[ˈsʌnraɪz],[ˈsʌnraɪz],日出,We watched the sunrise on the hill.,我们在山上看日出。,n. 日出；黎明,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
president,[ˈprezɪdənt],[ˈprezɪdənt],总统,The president works in the capital.,总统在首都工作。,n. 总统；董事长；校长；主席,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
reptile,[ˈreptaɪl],[ˈreptaɪl; ˈreptl],爬行动物,A snake is a reptile.,蛇是爬行动物。,"n. 爬行动物；卑鄙的人
adj. 爬虫类的；卑鄙的",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
mammal,[ˈmæm(ə)l],[ˈmæml],哺乳动物,A whale is a mammal.,鲸是哺乳动物。,n. [脊椎] 哺乳动物,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
insect,[ˈɪnsekt],[ˈɪnsekt],昆虫,A bee is an insect.,蜜蜂是昆虫。,n. 昆虫；卑鄙的人,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
penguin,[ˈpeŋɡwɪn],[ˈpeŋɡwɪn],企鹅,Penguins can swim well.,企鹅很会游泳。,n. 企鹅；空军地勤人员,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
shark,[ʃɑːk],[ʃɑːrk],鲨鱼,A shark lives in the sea.,鲨鱼生活在海里。,"n. 鲨鱼；骗子
vt. 敲诈
vi. 诈骗",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
whale,[weɪl],[weɪl],鲸,A whale is a large mammal.,鲸是一种大型哺乳动物。,"n. 鲸；巨大的东西
vt. 猛揍；使惨败
vi. 捕鲸",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
kind,[kaɪnd],[kaɪnd],种类；类型,What kind of animal is it?,它是哪一种动物？,"n. 种类；性质
adj. 和蔼的；宽容的；令人感激的",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
metre,[ˈmiːtə(r)],[ˈmiːtər],米,The whale is ten metres long.,这条鲸有十米长。,n. 米；公尺；韵律,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
spend,[spend],[spend],花费；度过,We spent two days in Beijing.,我们在北京度过了两天。,"n. 预算
vt. 度过，消磨（时光）；花费；浪费；用尽
vi. 花钱；用尽，耗尽",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
trunk,[trʌŋk],[trʌŋk],象鼻；树干,An elephant has a long trunk.,大象有长鼻子。,"n. 树干；躯干；象鼻；汽车车尾的行李箱
adj. 干线的；躯干的；箱子的
vt. 把…放入旅行箱内",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
peanut,[ˈpiːnʌt],[ˈpiːnʌt],花生,Elephants can eat peanuts.,大象可以吃花生。,n. 花生,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
fan,[fæn],[fæn],扇子,Its ears are like big fans.,它的耳朵像大扇子。,"n. 迷；风扇；爱好者
vt. 煽动；刺激；吹拂
vi. 成扇形散开；飘动",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
tusk,[tʌsk],[tʌsk],象牙；长牙,An elephant has two tusks.,大象有两根象牙。,"n. 长牙；尖头，尖形物
vt. 以牙刺戳；以长牙掘",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
Africa,[ˈæfrɪkə],[ˈæfrɪkə],非洲,Many elephants live in Africa.,许多大象生活在非洲。,n. 非洲,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
Asia,[ˈeɪʒə],[ˈeɪʒə],亚洲,China is in Asia.,中国在亚洲。,n. 亚洲,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
smart,[smɑːt],[smɑːrt],聪明的；机灵的,Elephants are very smart.,大象很聪明。,adj. 聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
scared,[skeəd],[skerd],害怕的,I was scared of the big dog.,我害怕那只大狗。,"v. 使害怕（scare的过去分词）
adj. 害怕的",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
worried,[ˈwʌrid],[ˈwɜːrid],担心的,Mum was worried about me.,妈妈很担心我。,adj. 担心的,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
angry,[ˈæŋɡri],[ˈæŋɡri],生气的,Dad was angry with me.,爸爸生我的气。,adj. 生气的；愤怒的；狂暴的；（伤口等）发炎的,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
proud,[praʊd],[praʊd],自豪的,My parents are proud of me.,我的父母为我自豪。,adj. 自豪的；得意的；自负的,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
excited,[ɪkˈsaɪtɪd],[ɪkˈsaɪtɪd],兴奋的；激动的,I was excited about the trip.,我对这次旅行很兴奋。,"v. 激动；唤起（excite的过去分词）
adj. 兴奋的；激动的；活跃的",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
ill,[ɪl],[ɪl],生病的,She was ill yesterday.,她昨天生病了。,"n. 疾病；不幸
adj. 生病的；坏的；邪恶的；不吉利的
adv. 不利地；恶劣地；几乎不",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
win,[wɪn],[wɪn],赢；获胜,I hope our class can win.,我希望我们班能赢。,"n. 赢；胜利
vt. 赢得；在…中获胜；劝诱
vi. 赢；获胜；成功",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
race,[reɪs],[reɪs],比赛；赛跑,He won the running race.,他赢得了赛跑。,"n. 属，种；种族，人种；家庭，门第
vt. 使参加比赛；和…竞赛；使急走，使全速行进
vi. 比速度，参加竞赛；全速行进",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
cry,[kraɪ],[kraɪ],哭；哭泣,The little boy began to cry.,小男孩开始哭。,"n. 叫喊；叫声；口号；呼叫
vi. 哭；叫；喊
vt. 叫喊；哭出；大声说",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
because,[bɪˈkəz],[bɪˈkəz],因为,I was happy because we won.,因为我们赢了，所以我很高兴。,conj. 因为,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
test,[test],[test],考试；测试,I have an English test tomorrow.,我明天有英语考试。,"n. 试验；检验
vt. 试验；测试
vi. 试验；测试",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
competition,[ˌkɒmpəˈtɪʃn],[ˌkɑːmpəˈtɪʃn],比赛；竞赛,She won the writing competition.,她赢得了写作比赛。,n. 竞争；比赛，竞赛,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
inventor,[ɪnˈventə(r)],[ɪnˈventər],发明家,The inventor made a new machine.,这位发明家制造了一台新机器。,n. 发明家；[专利] 发明人；创造者,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
artist,[ˈɑːtɪst],[ˈɑːrtɪst],艺术家,The artist paints beautiful pictures.,这位艺术家画漂亮的画。,n. 艺术家；美术家（尤指画家）；大师,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
